record_key,source_system,source_subset,doi,pmid,pmcid,preprint_server,title,authors,journal,publication_year,publication_types,is_preprint,is_open_access,cited_by_count,linked_published_doi,preprint_version_count,record_url,queried_expression,source_url,retrieved_via
doi:10.1021/acs.jafc.2c00530,crossref,journal-article,10.1021/acs.jafc.2c00530,,,,Preparation and Taste Characteristics of Kokumi N -Lactoyl Phenylalanine in the Presence of Phenylalanine and Lactate,"Wu J, Gao J, Lin J, Cui C, Li L, He S, Brennan C",Journal of Agricultural and Food Chemistry,2022,journal-article,false,,54,,,https://doi.org/10.1021/acs.jafc.2c00530,N-lactoyl-phenylalanine,https://api.crossref.org/works?query.bibliographic=N-lactoyl-phenylalanine&rows=50&sort=relevance,crossref_rest_works
doi:10.1021/acs.jafc.3c04632,europe_pmc,MED,10.1021/acs.jafc.3c04632,38189273,PMC10797616,,Inoculation of Newborn Lambs with Ruminal Solids Derived from Adult Goats Reprograms the Development of Gut Microbiota and Serum Metabolome and Favors Growth Performance,"Fu L, Liu L, Zhang L, Hu Y, Zeng Y, Ran Q, Zhou Y, Zhou P, Chen J, Loor JJ, Wang G, Dong X.",Journal of agricultural and food chemistry,2024,journal article; research-article,false,true,5,,,https://europepmc.org/article/MED/38189273,"(""N-Lactoyl phenylalanine"" OR ""Lac-Phe"" OR ""N-lactoylphenylalanine"" OR ""lactoylphenylalanine"" OR ""N-lactoyl-phenylalanine"")",https://www.ebi.ac.uk/europepmc/webservices/rest/search?query=%28%22N-Lactoyl+phenylalanine%22+OR+%22Lac-Phe%22+OR+%22N-lactoylphenylalanine%22+OR+%22lactoylphenylalanine%22+OR+%22N-lactoyl-phenylalanine%22%29&format=json&resultType=core&pageSize=100&cursorMark=AoIIP8mECig1MzA0MzQ4OA%3D%3D,europe_pmc_rest_search
doi:10.1021/acs.jafc.4c04849,europe_pmc,MED,10.1021/acs.jafc.4c04849,39214666,PMC11403612,,Preparation and Preclinical Characterization of a Simple Ester for Dual Exogenous Supply of Lactate and Beta-hydroxybutyrate,"Ottosen RN, Seefeldt JM, Hansen J, Nielsen R, Møller N, Johannsen M, Poulsen TB.",Journal of agricultural and food chemistry,2024,journal article; research-article,false,true,7,,,https://europepmc.org/article/MED/39214666,"(""N-Lactoyl phenylalanine"" OR ""Lac-Phe"" OR ""N-lactoylphenylalanine"" OR ""lactoylphenylalanine"" OR ""N-lactoyl-phenylalanine"")",https://www.ebi.ac.uk/europepmc/webservices/rest/search?query=%28%22N-Lactoyl+phenylalanine%22+OR+%22Lac-Phe%22+OR+%22N-lactoylphenylalanine%22+OR+%22lactoylphenylalanine%22+OR+%22N-lactoyl-phenylalanine%22%29&format=json&resultType=core&pageSize=100&cursorMark=AoIIQG6ytCg1MTU3MDY0Nw%3D%3D,europe_pmc_rest_search
doi:10.1021/acs.jafc.4c07158,crossref,journal-article,10.1021/acs.jafc.4c07158,,,,Comparative Analysis of N -Lactoyl-phenylalanine and 3-Phenyllactic Acid Production in Lactic Acid Bacteria from Kimchi: Metabolic Insights and Influencing Factors,"Kim H, Jung S, Kim M, Jeong J, Hwang I, Lee J",Journal of Agricultural and Food Chemistry,2024,journal-article,false,,9,,,https://doi.org/10.1021/acs.jafc.4c07158,N-Lactoyl phenylalanine,https://api.crossref.org/works?query.bibliographic=N-Lactoyl+phenylalanine&rows=50&sort=relevance,crossref_rest_works
doi:10.1021/acs.jafc.4c07158,crossref,journal-article,10.1021/acs.jafc.4c07158,,,,Comparative Analysis of N -Lactoyl-phenylalanine and 3-Phenyllactic Acid Production in Lactic Acid Bacteria from Kimchi: Metabolic Insights and Influencing Factors,"Kim H, Jung S, Kim M, Jeong J, Hwang I, Lee J",Journal of Agricultural and Food Chemistry,2024,journal-article,false,,9,,,https://doi.org/10.1021/acs.jafc.4c07158,N-lactoyl-phenylalanine,https://api.crossref.org/works?query.bibliographic=N-lactoyl-phenylalanine&rows=50&sort=relevance,crossref_rest_works
doi:10.1021/acs.jafc.4c07158,europe_pmc,MED,10.1021/acs.jafc.4c07158,39606886,,,Comparative Analysis of N -Lactoyl-phenylalanine and 3-Phenyllactic Acid Production in Lactic Acid Bacteria from Kimchi: Metabolic Insights and Influencing Factors,"Kim HS, Jung S, Kim MJ, Jeong JY, Hwang IM, Lee JH.",Journal of agricultural and food chemistry,2024,comparative study; journal article,false,false,5,,,https://europepmc.org/article/MED/39606886,"(""N-Lactoyl phenylalanine"" OR ""Lac-Phe"" OR ""N-lactoylphenylalanine"" OR ""lactoylphenylalanine"" OR ""N-lactoyl-phenylalanine"")",https://www.ebi.ac.uk/europepmc/webservices/rest/search?query=%28%22N-Lactoyl+phenylalanine%22+OR+%22Lac-Phe%22+OR+%22N-lactoylphenylalanine%22+OR+%22lactoylphenylalanine%22+OR+%22N-lactoyl-phenylalanine%22%29&format=json&resultType=core&pageSize=100&cursorMark=%2A,europe_pmc_rest_search
doi:10.1021/acs.jafc.5c09731,europe_pmc,MED,10.1021/acs.jafc.5c09731,41123099,,,"Improving the Taste of Low-Salt Soy Sauce by Acid-Acyl Amino Acids: Sensory Characterization, Biosynthesis, and Molecular Mechanisms","Zhou X, Guo T, Li T, Sun Y, Sun B, Yao Y, Dong B, Zhao GZ.",Journal of agricultural and food chemistry,2025,journal article,false,false,,,,https://europepmc.org/article/MED/41123099,"(""N-Lactoyl phenylalanine"" OR ""Lac-Phe"" OR ""N-lactoylphenylalanine"" OR ""lactoylphenylalanine"" OR ""N-lactoyl-phenylalanine"")",https://www.ebi.ac.uk/europepmc/webservices/rest/search?query=%28%22N-Lactoyl+phenylalanine%22+OR+%22Lac-Phe%22+OR+%22N-lactoylphenylalanine%22+OR+%22lactoylphenylalanine%22+OR+%22N-lactoyl-phenylalanine%22%29&format=json&resultType=core&pageSize=100&cursorMark=AoIIQG6ytCg1MTU3MDY0Nw%3D%3D,europe_pmc_rest_search
doi:10.1021/acs.jpcb.2c08576.s001,crossref,component,10.1021/acs.jpcb.2c08576.s001,,,,"Self-Assembly of Phenylalanine-Leucine, Leucine-Phenylalanine and Cyclo(-leucine-phenylalanine) Dipeptides through Simulations and Experiments",,,None,component,false,,,,,https://doi.org/10.1021/acs.jpcb.2c08576.s001,N-Lactoyl phenylalanine,https://api.crossref.org/works?query.bibliographic=N-Lactoyl+phenylalanine&rows=50&sort=relevance,crossref_rest_works
doi:10.1021/acs.jpcb.2c08576.s001,crossref,component,10.1021/acs.jpcb.2c08576.s001,,,,"Self-Assembly of Phenylalanine-Leucine, Leucine-Phenylalanine and Cyclo(-leucine-phenylalanine) Dipeptides through Simulations and Experiments",,,None,component,false,,,,,https://doi.org/10.1021/acs.jpcb.2c08576.s001,N-lactoyl-phenylalanine,https://api.crossref.org/works?query.bibliographic=N-lactoyl-phenylalanine&rows=50&sort=relevance,crossref_rest_works
doi:10.1021/acsbiomaterials.0c00660.s001,crossref,component,10.1021/acsbiomaterials.0c00660.s001,,,,Self-Assembled Fmoc-Arg-Phe-Phe Peptide Gels with Highly Potent Bactericidal Activities,,,None,component,false,,,,,https://doi.org/10.1021/acsbiomaterials.0c00660.s001,Lac-Phe,https://api.crossref.org/works?query.bibliographic=Lac-Phe&rows=50&sort=relevance,crossref_rest_works
doi:10.1021/acscatal.6b01495.s001,crossref,component,10.1021/acscatal.6b01495.s001,,,,Ground-State Destabilization by Phe-448 and Phe-449 Contributes to Tyrosine Phenol-Lyase Catalysis,,,None,component,false,,,,,https://doi.org/10.1021/acscatal.6b01495.s001,Lac-Phe,https://api.crossref.org/works?query.bibliographic=Lac-Phe&rows=50&sort=relevance,crossref_rest_works
doi:10.1021/acsnano.0c06041.s001,crossref,component,10.1021/acsnano.0c06041.s001,,,,Heterochirality and Halogenation Control Phe-Phe Hierarchical Assembly,,,None,component,false,,,,,https://doi.org/10.1021/acsnano.0c06041.s001,Lac-Phe,https://api.crossref.org/works?query.bibliographic=Lac-Phe&rows=50&sort=relevance,crossref_rest_works
doi:10.1021/acsomega.2c06351,crossref,journal-article,10.1021/acsomega.2c06351,,,,"Importance of Solvent-Bridged Structures of Fluorinated Diphenylalanines: Synthesis, Detailed NMR Analysis, and Rotational Profiles of Phe(2-F)-Phe(2-F), Phe(2-F)-Phe, and Phe-Phe(2-F)","Yang K, Gallazzi F, Arens C, Glaser R",ACS Omega,2022,journal-article,false,,4,,,https://doi.org/10.1021/acsomega.2c06351,Lac-Phe,https://api.crossref.org/works?query.bibliographic=Lac-Phe&rows=50&sort=relevance,crossref_rest_works
doi:10.1021/acsomega.2c06351.s001,crossref,component,10.1021/acsomega.2c06351.s001,,,,"Importance of Solvent-Bridged Structures of Fluorinated Diphenylalanines: Synthesis, Detailed NMR Analysis, and Rotational Profiles of Phe(2-F)-Phe(2-F), Phe(2-F)-Phe, and Phe-Phe(2-F)",,,None,component,false,,,,,https://doi.org/10.1021/acsomega.2c06351.s001,Lac-Phe,https://api.crossref.org/works?query.bibliographic=Lac-Phe&rows=50&sort=relevance,crossref_rest_works
doi:10.1038/s41392-024-01841-0,europe_pmc,MED,10.1038/s41392-024-01841-0,38806473,PMC11133400,,Molecular insights of exercise therapy in disease prevention and treatment,"Walzik D, Wences Chirino TY, Zimmer P, Joisten N.",Signal transduction and targeted therapy,2024,journal article; review; review-article,false,true,27,,,https://europepmc.org/article/MED/38806473,"(""N-Lactoyl phenylalanine"" OR ""Lac-Phe"" OR ""N-lactoylphenylalanine"" OR ""lactoylphenylalanine"" OR ""N-lactoyl-phenylalanine"")",https://www.ebi.ac.uk/europepmc/webservices/rest/search?query=%28%22N-Lactoyl+phenylalanine%22+OR+%22Lac-Phe%22+OR+%22N-lactoylphenylalanine%22+OR+%22lactoylphenylalanine%22+OR+%22N-lactoyl-phenylalanine%22%29&format=json&resultType=core&pageSize=100&cursorMark=AoIIQG6ytCg1MTU3MDY0Nw%3D%3D,europe_pmc_rest_search
doi:10.1038/s41398-026-04106-2,europe_pmc,MED,10.1038/s41398-026-04106-2,42215433,,,Lac-Phe elicits anxiolytic-like effects associated with monoaminergic signaling in mice,"Suzuki S, Chiba K, Kanzaki H, Takahashi H, Yamazaki Y, Takahashi N, Naoi M, Kise R, Inoue A, Tsuzuki K, Seto Y, Nakamura TJ, Kaneko K.",Translational psychiatry,2026,journal article,false,false,,,,https://europepmc.org/article/MED/42215433,"(""N-Lactoyl phenylalanine"" OR ""Lac-Phe"" OR ""N-lactoylphenylalanine"" OR ""lactoylphenylalanine"" OR ""N-lactoyl-phenylalanine"")",https://www.ebi.ac.uk/europepmc/webservices/rest/search?query=%28%22N-Lactoyl+phenylalanine%22+OR+%22Lac-Phe%22+OR+%22N-lactoylphenylalanine%22+OR+%22lactoylphenylalanine%22+OR+%22N-lactoyl-phenylalanine%22%29&format=json&resultType=core&pageSize=100&cursorMark=%2A,europe_pmc_rest_search
doi:10.1038/s41419-024-07177-5,europe_pmc,MED,10.1038/s41419-024-07177-5,39500875,PMC11538437,,Metformin improves HPRT1-targeted purine metabolism and repairs NR4A1-mediated autophagic flux by modulating FoxO1 nucleocytoplasmic shuttling to treat postmenopausal osteoporosis,"Yang K, Wang X, Zhang C, Liu D, Tao L.",Cell death & disease,2024,journal article; research-article,false,true,15,,,https://europepmc.org/article/MED/39500875,"(""N-Lactoyl phenylalanine"" OR ""Lac-Phe"" OR ""N-lactoylphenylalanine"" OR ""lactoylphenylalanine"" OR ""N-lactoyl-phenylalanine"")",https://www.ebi.ac.uk/europepmc/webservices/rest/search?query=%28%22N-Lactoyl+phenylalanine%22+OR+%22Lac-Phe%22+OR+%22N-lactoylphenylalanine%22+OR+%22lactoylphenylalanine%22+OR+%22N-lactoyl-phenylalanine%22%29&format=json&resultType=core&pageSize=100&cursorMark=AoIIP8mECig1MzA0MzQ4OA%3D%3D,europe_pmc_rest_search
doi:10.1038/s41419-026-08791-1,europe_pmc,MED,10.1038/s41419-026-08791-1,42045164,PMC13254073,,The PM20D1-OLE pathway induces microglia rewiring to ameliorate Alzheimer disease,"Pozzi-Ruiz V, Giner de Gracia A, Glauser L, Romani M, Gunter-Rahman F, González-Ramón A, Haj-Yahya M, Kolla R, Burns AM, Lashuel HA, Auwerx J, Gräff J, Sanchez-Mut JV.",Cell death & disease,2026,journal article; research-article,false,true,,,,https://europepmc.org/article/MED/42045164,"(""N-Lactoyl phenylalanine"" OR ""Lac-Phe"" OR ""N-lactoylphenylalanine"" OR ""lactoylphenylalanine"" OR ""N-lactoyl-phenylalanine"")",https://www.ebi.ac.uk/europepmc/webservices/rest/search?query=%28%22N-Lactoyl+phenylalanine%22+OR+%22Lac-Phe%22+OR+%22N-lactoylphenylalanine%22+OR+%22lactoylphenylalanine%22+OR+%22N-lactoyl-phenylalanine%22%29&format=json&resultType=core&pageSize=100&cursorMark=AoIIQG6ytCg1MTU3MDY0Nw%3D%3D,europe_pmc_rest_search
doi:10.1038/s41467-024-51174-3,crossref,journal-article,10.1038/s41467-024-51174-3,,,,SLC17A1/3 transporters mediate renal excretion of Lac-Phe in mice and humans,"Li V, Xiao S, Schlosser P, Scherer N, Wiggenhorn A, Spaas J, Tung A, Karoly E, Köttgen A, Long J",Nature Communications,2024,journal-article,false,,11,,,https://doi.org/10.1038/s41467-024-51174-3,Lac-Phe,https://api.crossref.org/works?query.bibliographic=Lac-Phe&rows=50&sort=relevance,crossref_rest_works
doi:10.1038/s41467-024-51174-3,europe_pmc,MED,10.1038/s41467-024-51174-3,39134528,PMC11319466,,SLC17A1/3 transporters mediate renal excretion of Lac-Phe in mice and humans,"Li VL, Xiao S, Schlosser P, Scherer N, Wiggenhorn AL, Spaas J, Tung AS, Karoly ED, Köttgen A, Long JZ.",Nature communications,2024,"journal article; research support, n.i.h., extramural; research support, non-u.s. gov't; research-article",false,true,11,,,https://europepmc.org/article/MED/39134528,"(""N-Lactoyl phenylalanine"" OR ""Lac-Phe"" OR ""N-lactoylphenylalanine"" OR ""lactoylphenylalanine"" OR ""N-lactoyl-phenylalanine"")",https://www.ebi.ac.uk/europepmc/webservices/rest/search?query=%28%22N-Lactoyl+phenylalanine%22+OR+%22Lac-Phe%22+OR+%22N-lactoylphenylalanine%22+OR+%22lactoylphenylalanine%22+OR+%22N-lactoyl-phenylalanine%22%29&format=json&resultType=core&pageSize=100&cursorMark=%2A,europe_pmc_rest_search
doi:10.1038/s41522-025-00793-9,europe_pmc,MED,10.1038/s41522-025-00793-9,40764512,PMC12325933,,Genomic insights and metabolic profiling of gut commensal Luoshenia tenuis at strain level,"Sun XW, Huang HJ, Zhao YZ, Chen HY, Wang CY, Zhou Z, Jiang Y, Han RY, Jiang H, Liu C, Liu SJ.",NPJ biofilms and microbiomes,2025,journal article; research-article,false,true,,,,https://europepmc.org/article/MED/40764512,"(""N-Lactoyl phenylalanine"" OR ""Lac-Phe"" OR ""N-lactoylphenylalanine"" OR ""lactoylphenylalanine"" OR ""N-lactoyl-phenylalanine"")",https://www.ebi.ac.uk/europepmc/webservices/rest/search?query=%28%22N-Lactoyl+phenylalanine%22+OR+%22Lac-Phe%22+OR+%22N-lactoylphenylalanine%22+OR+%22lactoylphenylalanine%22+OR+%22N-lactoyl-phenylalanine%22%29&format=json&resultType=core&pageSize=100&cursorMark=AoIIP8mECig1MzA0MzQ4OA%3D%3D,europe_pmc_rest_search
doi:10.1038/s41574-024-00986-w,crossref,journal-article,10.1038/s41574-024-00986-w,,,,Metformin acts through appetite-suppressing metabolite: Lac-Phe,Starling S,Nature Reviews Endocrinology,2024,journal-article,false,,2,,,https://doi.org/10.1038/s41574-024-00986-w,Lac-Phe,https://api.crossref.org/works?query.bibliographic=Lac-Phe&rows=50&sort=relevance,crossref_rest_works
doi:10.1038/s41574-024-00986-w,europe_pmc,MED,10.1038/s41574-024-00986-w,38565678,,,Metformin acts through appetite-suppressing metabolite: Lac-Phe,Starling S.,Nature reviews. Endocrinology,2024,news,false,false,1,,,https://europepmc.org/article/MED/38565678,"(""N-Lactoyl phenylalanine"" OR ""Lac-Phe"" OR ""N-lactoylphenylalanine"" OR ""lactoylphenylalanine"" OR ""N-lactoyl-phenylalanine"")",https://www.ebi.ac.uk/europepmc/webservices/rest/search?query=%28%22N-Lactoyl+phenylalanine%22+OR+%22Lac-Phe%22+OR+%22N-lactoylphenylalanine%22+OR+%22lactoylphenylalanine%22+OR+%22N-lactoyl-phenylalanine%22%29&format=json&resultType=core&pageSize=100&cursorMark=%2A,europe_pmc_rest_search
doi:10.1038/s41580-023-00606-x,europe_pmc,MED,10.1038/s41580-023-00606-x,37225892,PMC10527431,,Exercise metabolism and adaptation in skeletal muscle,"Smith JAB, Murach KA, Dyar KA, Zierath JR.",Nature reviews. Molecular cell biology,2023,"journal article; research support, n.i.h., extramural; research support, non-u.s. gov't; research-article; review",false,false,204,,,https://europepmc.org/article/MED/37225892,"(""N-Lactoyl phenylalanine"" OR ""Lac-Phe"" OR ""N-lactoylphenylalanine"" OR ""lactoylphenylalanine"" OR ""N-lactoyl-phenylalanine"")",https://www.ebi.ac.uk/europepmc/webservices/rest/search?query=%28%22N-Lactoyl+phenylalanine%22+OR+%22Lac-Phe%22+OR+%22N-lactoylphenylalanine%22+OR+%22lactoylphenylalanine%22+OR+%22N-lactoyl-phenylalanine%22%29&format=json&resultType=core&pageSize=100&cursorMark=AoIIP8mECig1MzA0MzQ4OA%3D%3D,europe_pmc_rest_search
doi:10.1038/s41586-022-04828-5,europe_pmc,MED,10.1038/s41586-022-04828-5,35705806,PMC9767481,,An exercise-inducible metabolite that suppresses feeding and obesity,"Li VL, He Y, Contrepois K, Liu H, Kim JT, Kim JT, Wiggenhorn AL, Tanzo JT, Tung AS, Lyu X, Zushin PH, Jansen RS, Michael B, Loh KY, Yang AC, Carl CS, Voldstedlund CT, Wei W, Terrell SM, Moeller BC, Arthur RM, Wallis GA, van de Wetering K, Stahl A, Kiens B, Richter EA, Banik SM, Snyder MP, Xu Y, Long JZ.",Nature,2022,journal article; research-article,false,false,251,,,https://europepmc.org/article/MED/35705806,"(""N-Lactoyl phenylalanine"" OR ""Lac-Phe"" OR ""N-lactoylphenylalanine"" OR ""lactoylphenylalanine"" OR ""N-lactoyl-phenylalanine"")",https://www.ebi.ac.uk/europepmc/webservices/rest/search?query=%28%22N-Lactoyl+phenylalanine%22+OR+%22Lac-Phe%22+OR+%22N-lactoylphenylalanine%22+OR+%22lactoylphenylalanine%22+OR+%22N-lactoyl-phenylalanine%22%29&format=json&resultType=core&pageSize=100&cursorMark=%2A,europe_pmc_rest_search
doi:10.1038/s41586-025-08588-w,europe_pmc,MED,10.1038/s41586-025-08588-w,39972131,PMC11981941,,Cooperative nutrient scavenging is an evolutionary advantage in cancer,"Guzelsoy G, Elorza SD, Ros M, Schachtner LT, Hayashi M, Hobson-Gutierrez S, Rundstrom P, Brunner JS, Pillai R, Walkowicz WE, Finley LWS, Deforet M, Papagiannakopoulos T, Carmona-Fontaine C.",Nature,2025,"journal article; research support, n.i.h., extramural; research-article",false,true,23,,,https://europepmc.org/article/MED/39972131,"(""N-Lactoyl phenylalanine"" OR ""Lac-Phe"" OR ""N-lactoylphenylalanine"" OR ""lactoylphenylalanine"" OR ""N-lactoyl-phenylalanine"")",https://www.ebi.ac.uk/europepmc/webservices/rest/search?query=%28%22N-Lactoyl+phenylalanine%22+OR+%22Lac-Phe%22+OR+%22N-lactoylphenylalanine%22+OR+%22lactoylphenylalanine%22+OR+%22N-lactoyl-phenylalanine%22%29&format=json&resultType=core&pageSize=100&cursorMark=AoIIQG6ytCg1MTU3MDY0Nw%3D%3D,europe_pmc_rest_search
doi:10.1038/s41589-025-01909-0,europe_pmc,MED,10.1038/s41589-025-01909-0,40437135,PMC12921598,,Reactivity-based metabolomics reveal cysteine has glyoxalase 1-like and glyoxalase 2-like activities,"Daniel Opfermann M, Bøgelund Søndergård M, Vase Bech L, Nielsen CB, Mahía A, Brinck Holt C, Wang T, Bisgaard Olesen S, Frisch K, Appel Østergaard J, Britz D, Lykke Nielsen K, Galligan JJ, Poulsen TB, Hansen J, Johannsen M.",Nature chemical biology,2025,journal article; research-article,false,false,6,,,https://europepmc.org/article/MED/40437135,"(""N-Lactoyl phenylalanine"" OR ""Lac-Phe"" OR ""N-lactoylphenylalanine"" OR ""lactoylphenylalanine"" OR ""N-lactoyl-phenylalanine"")",https://www.ebi.ac.uk/europepmc/webservices/rest/search?query=%28%22N-Lactoyl+phenylalanine%22+OR+%22Lac-Phe%22+OR+%22N-lactoylphenylalanine%22+OR+%22lactoylphenylalanine%22+OR+%22N-lactoyl-phenylalanine%22%29&format=json&resultType=core&pageSize=100&cursorMark=AoIIQG6ytCg1MTU3MDY0Nw%3D%3D,europe_pmc_rest_search
doi:10.1038/s41598-024-63282-7,europe_pmc,MED,10.1038/s41598-024-63282-7,38816541,PMC11139873,,"Transgenic female mice producing trans 10, cis 12-conjugated linoleic acid present excessive prostaglandin E2, adrenaline, corticosterone, glucagon, and FGF21","Rao Y, Liang LW, Li MJ, Wang YY, Wang BZ, Gou KM.",Scientific reports,2024,journal article; research-article,false,true,4,,,https://europepmc.org/article/MED/38816541,"(""N-Lactoyl phenylalanine"" OR ""Lac-Phe"" OR ""N-lactoylphenylalanine"" OR ""lactoylphenylalanine"" OR ""N-lactoyl-phenylalanine"")",https://www.ebi.ac.uk/europepmc/webservices/rest/search?query=%28%22N-Lactoyl+phenylalanine%22+OR+%22Lac-Phe%22+OR+%22N-lactoylphenylalanine%22+OR+%22lactoylphenylalanine%22+OR+%22N-lactoyl-phenylalanine%22%29&format=json&resultType=core&pageSize=100&cursorMark=AoIIP8mECig1MzA0MzQ4OA%3D%3D,europe_pmc_rest_search
doi:10.1038/s41598-024-71375-6,europe_pmc,MED,10.1038/s41598-024-71375-6,39237693,PMC11377417,,Blood based metabolic markers of glioma from pre-diagnosis to surgery,"Löding S, Antti H, Sjöberg RL, Melin B, Björkblom B.",Scientific reports,2024,journal article; research-article,false,true,3,,,https://europepmc.org/article/MED/39237693,"(""N-Lactoyl phenylalanine"" OR ""Lac-Phe"" OR ""N-lactoylphenylalanine"" OR ""lactoylphenylalanine"" OR ""N-lactoyl-phenylalanine"")",https://www.ebi.ac.uk/europepmc/webservices/rest/search?query=%28%22N-Lactoyl+phenylalanine%22+OR+%22Lac-Phe%22+OR+%22N-lactoylphenylalanine%22+OR+%22lactoylphenylalanine%22+OR+%22N-lactoyl-phenylalanine%22%29&format=json&resultType=core&pageSize=100&cursorMark=AoIIQG6ytCg1MTU3MDY0Nw%3D%3D,europe_pmc_rest_search
doi:10.1038/s41598-025-02944-6,europe_pmc,MED,10.1038/s41598-025-02944-6,40419683,PMC12106841,,"Profiling protein hydrolysis and amino acid metabolism in camel and bovine milk fermented by Lactobacillus helveticus, L. bulgaricus, and Streptococcus thermophilus","Warakaulle S, Ayyash MM, Kamal-Eldin A.",Scientific reports,2025,journal article; research-article,false,true,2,,,https://europepmc.org/article/MED/40419683,"(""N-Lactoyl phenylalanine"" OR ""Lac-Phe"" OR ""N-lactoylphenylalanine"" OR ""lactoylphenylalanine"" OR ""N-lactoyl-phenylalanine"")",https://www.ebi.ac.uk/europepmc/webservices/rest/search?query=%28%22N-Lactoyl+phenylalanine%22+OR+%22Lac-Phe%22+OR+%22N-lactoylphenylalanine%22+OR+%22lactoylphenylalanine%22+OR+%22N-lactoyl-phenylalanine%22%29&format=json&resultType=core&pageSize=100&cursorMark=AoIIQG6ytCg1MTU3MDY0Nw%3D%3D,europe_pmc_rest_search
doi:10.1038/s42003-023-05266-3,europe_pmc,MED,10.1038/s42003-023-05266-3,37653068,PMC10471702,,Plasma metabolomic profiling in two rabbit lines divergently selected for intramuscular fat content,"Zubiri-Gaitán A, Blasco A, Hernández P.",Communications biology,2023,"journal article; research support, non-u.s. gov't; research-article",false,true,7,,,https://europepmc.org/article/MED/37653068,"(""N-Lactoyl phenylalanine"" OR ""Lac-Phe"" OR ""N-lactoylphenylalanine"" OR ""lactoylphenylalanine"" OR ""N-lactoyl-phenylalanine"")",https://www.ebi.ac.uk/europepmc/webservices/rest/search?query=%28%22N-Lactoyl+phenylalanine%22+OR+%22Lac-Phe%22+OR+%22N-lactoylphenylalanine%22+OR+%22lactoylphenylalanine%22+OR+%22N-lactoyl-phenylalanine%22%29&format=json&resultType=core&pageSize=100&cursorMark=AoIIP8mECig1MzA0MzQ4OA%3D%3D,europe_pmc_rest_search
doi:10.1038/s42255-024-00999-9,europe_pmc,MED,10.1038/s42255-024-00999-9,38499766,PMC11062621,,Lac-Phe mediates the effects of metformin on food intake and body weight,"Xiao S, Li VL, Lyu X, Chen X, Wei W, Abbasi F, Knowles JW, Tung AS, Deng S, Tiwari G, Shi X, Zheng S, Farrell L, Chen ZZ, Taylor KD, Guo X, Goodarzi MO, Wood AC, Chen YI, Lange LA, Rich SS, Rotter JI, Clish CB, Tahir UA, Gerszten RE, Benson MD, Long JZ.",Nature metabolism,2024,"journal article; research support, n.i.h., extramural; research support, non-u.s. gov't; research-article",false,false,64,,,https://europepmc.org/article/MED/38499766,"(""N-Lactoyl phenylalanine"" OR ""Lac-Phe"" OR ""N-lactoylphenylalanine"" OR ""lactoylphenylalanine"" OR ""N-lactoyl-phenylalanine"")",https://www.ebi.ac.uk/europepmc/webservices/rest/search?query=%28%22N-Lactoyl+phenylalanine%22+OR+%22Lac-Phe%22+OR+%22N-lactoylphenylalanine%22+OR+%22lactoylphenylalanine%22+OR+%22N-lactoyl-phenylalanine%22%29&format=json&resultType=core&pageSize=100&cursorMark=%2A,europe_pmc_rest_search
doi:10.1038/s42255-024-01014-x,crossref,journal-article,10.1038/s42255-024-01014-x,,,,Metformin induces a Lac-Phe gut–brain signalling axis,TeSlaa T,Nature Metabolism,2024,journal-article,false,,7,,,https://doi.org/10.1038/s42255-024-01014-x,Lac-Phe,https://api.crossref.org/works?query.bibliographic=Lac-Phe&rows=50&sort=relevance,crossref_rest_works
doi:10.1038/s42255-024-01014-x,europe_pmc,MED,10.1038/s42255-024-01014-x,38499764,,,Metformin induces a Lac-Phe gut-brain signalling axis,TeSlaa T.,Nature metabolism,2024,"letter; research support, non-u.s. gov't",false,false,6,,,https://europepmc.org/article/MED/38499764,"(""N-Lactoyl phenylalanine"" OR ""Lac-Phe"" OR ""N-lactoylphenylalanine"" OR ""lactoylphenylalanine"" OR ""N-lactoyl-phenylalanine"")",https://www.ebi.ac.uk/europepmc/webservices/rest/search?query=%28%22N-Lactoyl+phenylalanine%22+OR+%22Lac-Phe%22+OR+%22N-lactoylphenylalanine%22+OR+%22lactoylphenylalanine%22+OR+%22N-lactoyl-phenylalanine%22%29&format=json&resultType=core&pageSize=100&cursorMark=%2A,europe_pmc_rest_search
doi:10.1038/s42255-024-01018-7,crossref,journal-article,10.1038/s42255-024-01018-7,,,,Metformin and feeding increase levels of the appetite-suppressing metabolite Lac-Phe in humans,"Scott B, Day E, O’Brien K, Scanlan J, Cromwell G, Scannail A, McDonnell M, Finlay D, Lynch L",Nature Metabolism,2024,journal-article,false,,75,,,https://doi.org/10.1038/s42255-024-01018-7,Lac-Phe,https://api.crossref.org/works?query.bibliographic=Lac-Phe&rows=50&sort=relevance,crossref_rest_works
