record_key,source_system,source_subset,doi,pmid,pmcid,preprint_server,title,authors,journal,publication_year,publication_types,is_preprint,is_open_access,cited_by_count,linked_published_doi,preprint_version_count,record_url,queried_expression,source_url,retrieved_via
doi:10.1007/s11306-026-02416-6,europe_pmc,MED,10.1007/s11306-026-02416-6,41793569,PMC12967636,,Metabolomic profiling in phenylketonuria: a systematic review of human studies,"Gonzalez-Rodriguez A, Urpi-Sarda M, Barrau-Martinez B, Campins-Machado FM, Bakkali-Aissaoui H, Pané A, Moreno PJ, Ortega E, Garcia-Villoria J, Ormazabal A, Garcia-Arenas D, Junqué C, Garrabou G, Llorach R, Consortium PKU.cat.",Metabolomics : Official journal of the Metabolomic Society,2026,journal article; review-article; systematic review,false,true,1,,,https://europepmc.org/article/MED/41793569,"(""N-Lactoyl phenylalanine"" OR ""Lac-Phe"" OR ""N-lactoylphenylalanine"" OR ""lactoylphenylalanine"" OR ""N-lactoyl-phenylalanine"")",https://www.ebi.ac.uk/europepmc/webservices/rest/search?query=%28%22N-Lactoyl+phenylalanine%22+OR+%22Lac-Phe%22+OR+%22N-lactoylphenylalanine%22+OR+%22lactoylphenylalanine%22+OR+%22N-lactoyl-phenylalanine%22%29&format=json&resultType=core&pageSize=100&cursorMark=AoIIQG6ytCg1MTU3MDY0Nw%3D%3D,europe_pmc_rest_search
doi:10.1007/s11357-026-02129-7,crossref,journal-article,10.1007/s11357-026-02129-7,,,,"N-lactoyl-phenylalanine as a possible biomarker of cognition? Association between neuroproteins, cytokines, body composition, physical fitness and cognitive function in older adults","Jost Z, Chroboczek M, Skurewicz-Palicka M, Sawicka A, Deptuła M, Zawrzykraj M, Laskowski R, Olek R, Radák Z, Kujach S",GeroScience,2026,journal-article,false,,,,,https://doi.org/10.1007/s11357-026-02129-7,N-Lactoyl phenylalanine,https://api.crossref.org/works?query.bibliographic=N-Lactoyl+phenylalanine&rows=50&sort=relevance,crossref_rest_works
doi:10.1007/s11357-026-02129-7,crossref,journal-article,10.1007/s11357-026-02129-7,,,,"N-lactoyl-phenylalanine as a possible biomarker of cognition? Association between neuroproteins, cytokines, body composition, physical fitness and cognitive function in older adults","Jost Z, Chroboczek M, Skurewicz-Palicka M, Sawicka A, Deptuła M, Zawrzykraj M, Laskowski R, Olek R, Radák Z, Kujach S",GeroScience,2026,journal-article,false,,,,,https://doi.org/10.1007/s11357-026-02129-7,N-lactoyl-phenylalanine,https://api.crossref.org/works?query.bibliographic=N-lactoyl-phenylalanine&rows=50&sort=relevance,crossref_rest_works
doi:10.1007/s11357-026-02129-7,europe_pmc,MED,10.1007/s11357-026-02129-7,41838336,,,"N-lactoyl-phenylalanine as a possible biomarker of cognition? Association between neuroproteins, cytokines, body composition, physical fitness and cognitive function in older adults","Jost Z, Chroboczek M, Skurewicz-Palicka M, Sawicka A, Deptuła M, Zawrzykraj M, Laskowski R, Olek RA, Radák Z, Kujach S.",GeroScience,2026,journal article,false,false,,,,https://europepmc.org/article/MED/41838336,"(""N-Lactoyl phenylalanine"" OR ""Lac-Phe"" OR ""N-lactoylphenylalanine"" OR ""lactoylphenylalanine"" OR ""N-lactoyl-phenylalanine"")",https://www.ebi.ac.uk/europepmc/webservices/rest/search?query=%28%22N-Lactoyl+phenylalanine%22+OR+%22Lac-Phe%22+OR+%22N-lactoylphenylalanine%22+OR+%22lactoylphenylalanine%22+OR+%22N-lactoyl-phenylalanine%22%29&format=json&resultType=core&pageSize=100&cursorMark=%2A,europe_pmc_rest_search
doi:10.1007/s11428-022-00958-6,crossref,journal-article,10.1007/s11428-022-00958-6,,,,Lac-Phe: Ansatz für die nächste Klasse von Adipositasmedikamenten?,"Zimmermann P, Schlögl H",Die Diabetologie,2022,journal-article,false,,,,,https://doi.org/10.1007/s11428-022-00958-6,Lac-Phe,https://api.crossref.org/works?query.bibliographic=Lac-Phe&rows=50&sort=relevance,crossref_rest_works
doi:10.1007/s12265-024-10560-4,europe_pmc,MED,10.1007/s12265-024-10560-4,39349903,PMC11885389,,CNDP2: An Enzyme Linking Metabolism and Cardiovascular Diseases?,"Ocariza MGC, Paton LN, Templeton EM, Pemberton CJ, Pilbrow AP, Appleby S.",Journal of cardiovascular translational research,2025,"journal article; research support, non-u.s. gov't; review; review-article",false,true,4,,,https://europepmc.org/article/MED/39349903,"(""N-Lactoyl phenylalanine"" OR ""Lac-Phe"" OR ""N-lactoylphenylalanine"" OR ""lactoylphenylalanine"" OR ""N-lactoyl-phenylalanine"")",https://www.ebi.ac.uk/europepmc/webservices/rest/search?query=%28%22N-Lactoyl+phenylalanine%22+OR+%22Lac-Phe%22+OR+%22N-lactoylphenylalanine%22+OR+%22lactoylphenylalanine%22+OR+%22N-lactoyl-phenylalanine%22%29&format=json&resultType=core&pageSize=100&cursorMark=AoIIQG6ytCg1MTU3MDY0Nw%3D%3D,europe_pmc_rest_search
doi:10.1007/s13167-023-00313-9,europe_pmc,MED,10.1007/s13167-023-00313-9,36866159,PMC9971428,,New insight of metabolomics in ocular diseases in the context of 3P medicine,"Zhang Q, Wang N, Rui Y, Xia Y, Xiong S, Xia X.",The EPMA journal,2023,journal article; review; review-article,false,true,23,,,https://europepmc.org/article/MED/36866159,"(""N-Lactoyl phenylalanine"" OR ""Lac-Phe"" OR ""N-lactoylphenylalanine"" OR ""lactoylphenylalanine"" OR ""N-lactoyl-phenylalanine"")",https://www.ebi.ac.uk/europepmc/webservices/rest/search?query=%28%22N-Lactoyl+phenylalanine%22+OR+%22Lac-Phe%22+OR+%22N-lactoylphenylalanine%22+OR+%22lactoylphenylalanine%22+OR+%22N-lactoyl-phenylalanine%22%29&format=json&resultType=core&pageSize=100&cursorMark=AoIIP8mECig1MzA0MzQ4OA%3D%3D,europe_pmc_rest_search
doi:10.1007/s13679-025-00683-3,crossref,journal-article,10.1007/s13679-025-00683-3,,,,Lac-Phe: An Emerging Appetite-Regulating Exerkine with Health and Therapeutic Benefits,"Wang N, Zhang J, Zhang X, Xuan D",Current Obesity Reports,2026,journal-article,false,,1,,,https://doi.org/10.1007/s13679-025-00683-3,Lac-Phe,https://api.crossref.org/works?query.bibliographic=Lac-Phe&rows=50&sort=relevance,crossref_rest_works
doi:10.1007/s13679-025-00683-3,europe_pmc,MED,10.1007/s13679-025-00683-3,41504957,,,Lac-Phe: An Emerging Appetite-Regulating Exerkine with Health and Therapeutic Benefits,"Wang N, Zhang J, Zhang X, Xuan D.",Current obesity reports,2026,journal article; review,false,false,,,,https://europepmc.org/article/MED/41504957,"(""N-Lactoyl phenylalanine"" OR ""Lac-Phe"" OR ""N-lactoylphenylalanine"" OR ""lactoylphenylalanine"" OR ""N-lactoyl-phenylalanine"")",https://www.ebi.ac.uk/europepmc/webservices/rest/search?query=%28%22N-Lactoyl+phenylalanine%22+OR+%22Lac-Phe%22+OR+%22N-lactoylphenylalanine%22+OR+%22lactoylphenylalanine%22+OR+%22N-lactoyl-phenylalanine%22%29&format=json&resultType=core&pageSize=100&cursorMark=%2A,europe_pmc_rest_search
doi:10.1016/j.ajcnut.2026.101262,europe_pmc,MED,10.1016/j.ajcnut.2026.101262,41812769,PMC13197931,,"Muscle movement and metabolism: exercise and skeletal muscle as mediators of health-a report from the 26th Annual Harvard Nutrition Obesity Symposium, 2025","Carollo L, Lawson EA, Stanley TL, Wang J, Bhattacharya R, Bishop DJ, Carmichael O, Esser KA, Febbraio MA, Fielding RA, Fourman LT, Goodpaster BH, Goodyear LJ, Guseh JS, Haines MS, Hawley JA, Heymsfield SB, Lindholm ME, Long JZ, Snyder MP, Whitham M, Grinspoon SK.",The American journal of clinical nutrition,2026,journal article; research-article,false,false,,,,https://europepmc.org/article/MED/41812769,"(""N-Lactoyl phenylalanine"" OR ""Lac-Phe"" OR ""N-lactoylphenylalanine"" OR ""lactoylphenylalanine"" OR ""N-lactoyl-phenylalanine"")",https://www.ebi.ac.uk/europepmc/webservices/rest/search?query=%28%22N-Lactoyl+phenylalanine%22+OR+%22Lac-Phe%22+OR+%22N-lactoylphenylalanine%22+OR+%22lactoylphenylalanine%22+OR+%22N-lactoyl-phenylalanine%22%29&format=json&resultType=core&pageSize=100&cursorMark=%2A,europe_pmc_rest_search
doi:10.1016/j.arr.2023.102091,europe_pmc,MED,10.1016/j.arr.2023.102091,37832608,PMC10842571,,"Role of diet and exercise in aging, Alzheimer's disease, and other chronic diseases","Khemka S, Reddy A, Garcia RI, Jacobs M, Reddy RP, Roghani AK, Pattoor V, Basu T, Sehar U, Reddy PH.",Ageing research reviews,2023,"journal article; research support, n.i.h., extramural; research-article; review",false,false,56,,,https://europepmc.org/article/MED/37832608,"(""N-Lactoyl phenylalanine"" OR ""Lac-Phe"" OR ""N-lactoylphenylalanine"" OR ""lactoylphenylalanine"" OR ""N-lactoyl-phenylalanine"")",https://www.ebi.ac.uk/europepmc/webservices/rest/search?query=%28%22N-Lactoyl+phenylalanine%22+OR+%22Lac-Phe%22+OR+%22N-lactoylphenylalanine%22+OR+%22lactoylphenylalanine%22+OR+%22N-lactoyl-phenylalanine%22%29&format=json&resultType=core&pageSize=100&cursorMark=AoIIP8mECig1MzA0MzQ4OA%3D%3D,europe_pmc_rest_search
doi:10.1016/j.bioflm.2024.100201,europe_pmc,MED,10.1016/j.bioflm.2024.100201,38779407,PMC11108854,,New insights into the antibiofilm activity and mechanism of Mannosylerythritol Lipid-A against Listeria monocytogenes EGD-e,"Liu X, Liu S, Wang Y, Shi Y, Chen Q.",Biofilm,2024,journal article; research-article,false,true,5,,,https://europepmc.org/article/MED/38779407,"(""N-Lactoyl phenylalanine"" OR ""Lac-Phe"" OR ""N-lactoylphenylalanine"" OR ""lactoylphenylalanine"" OR ""N-lactoyl-phenylalanine"")",https://www.ebi.ac.uk/europepmc/webservices/rest/search?query=%28%22N-Lactoyl+phenylalanine%22+OR+%22Lac-Phe%22+OR+%22N-lactoylphenylalanine%22+OR+%22lactoylphenylalanine%22+OR+%22N-lactoyl-phenylalanine%22%29&format=json&resultType=core&pageSize=100&cursorMark=AoIIQG6ytCg1MTU3MDY0Nw%3D%3D,europe_pmc_rest_search
doi:10.1016/j.bios.2025.117149,crossref,journal-article,10.1016/j.bios.2025.117149,,,,Rapid indirect detection of N-lactoyl-phenylalanine using dual DNA biosensors based on solution-gated graphene field-effect transistor,"Li J, Zhang M, Zhang C, Zhang Y, Chen W, Qu H, Liu J, Wang L",Biosensors and Bioelectronics,2025,journal-article,false,,6,,,https://doi.org/10.1016/j.bios.2025.117149,N-Lactoyl phenylalanine,https://api.crossref.org/works?query.bibliographic=N-Lactoyl+phenylalanine&rows=50&sort=relevance,crossref_rest_works
doi:10.1016/j.bios.2025.117149,crossref,journal-article,10.1016/j.bios.2025.117149,,,,Rapid indirect detection of N-lactoyl-phenylalanine using dual DNA biosensors based on solution-gated graphene field-effect transistor,"Li J, Zhang M, Zhang C, Zhang Y, Chen W, Qu H, Liu J, Wang L",Biosensors and Bioelectronics,2025,journal-article,false,,6,,,https://doi.org/10.1016/j.bios.2025.117149,N-lactoyl-phenylalanine,https://api.crossref.org/works?query.bibliographic=N-lactoyl-phenylalanine&rows=50&sort=relevance,crossref_rest_works
doi:10.1016/j.bios.2025.117149,europe_pmc,MED,10.1016/j.bios.2025.117149,39818180,,,Rapid indirect detection of N-lactoyl-phenylalanine using dual DNA biosensors based on solution-gated graphene field-effect transistor,"Li J, Zhang M, Zhang C, Zhang Y, Chen W, Qu H, Liu J, Wang L.",Biosensors & bioelectronics,2025,journal article,false,false,,,,https://europepmc.org/article/MED/39818180,"(""N-Lactoyl phenylalanine"" OR ""Lac-Phe"" OR ""N-lactoylphenylalanine"" OR ""lactoylphenylalanine"" OR ""N-lactoyl-phenylalanine"")",https://www.ebi.ac.uk/europepmc/webservices/rest/search?query=%28%22N-Lactoyl+phenylalanine%22+OR+%22Lac-Phe%22+OR+%22N-lactoylphenylalanine%22+OR+%22lactoylphenylalanine%22+OR+%22N-lactoyl-phenylalanine%22%29&format=json&resultType=core&pageSize=100&cursorMark=%2A,europe_pmc_rest_search
doi:10.1016/j.cell.2024.10.032,europe_pmc,MED,10.1016/j.cell.2024.10.032,39536746,PMC11724754,,A β-hydroxybutyrate shunt pathway generates anti-obesity ketone metabolites,"Moya-Garzon MD, Wang M, Li VL, Lyu X, Wei W, Tung AS, Raun SH, Zhao M, Coassolo L, Islam H, Oliveira B, Dai Y, Spaas J, Delgado-Gonzalez A, Donoso K, Alvarez-Buylla A, Franco-Montalban F, Letian A, Ward CP, Liu L, Svensson KJ, Goldberg EL, Gardner CD, Little JP, Banik SM, Xu Y, Long JZ.",Cell,2025,journal article; research-article,false,false,53,,,https://europepmc.org/article/MED/39536746,"(""N-Lactoyl phenylalanine"" OR ""Lac-Phe"" OR ""N-lactoylphenylalanine"" OR ""lactoylphenylalanine"" OR ""N-lactoyl-phenylalanine"")",https://www.ebi.ac.uk/europepmc/webservices/rest/search?query=%28%22N-Lactoyl+phenylalanine%22+OR+%22Lac-Phe%22+OR+%22N-lactoylphenylalanine%22+OR+%22lactoylphenylalanine%22+OR+%22N-lactoyl-phenylalanine%22%29&format=json&resultType=core&pageSize=100&cursorMark=AoIIQG6ytCg1MTU3MDY0Nw%3D%3D,europe_pmc_rest_search
doi:10.1016/j.cell.2025.01.015,europe_pmc,MED,10.1016/j.cell.2025.01.015,39983672,PMC11875512,,Solute carriers: The gatekeepers of metabolism,"Khan A, Liu Y, Gad M, Kenny TC, Birsoy K.",Cell,2025,journal article; research-article; review,false,false,40,,,https://europepmc.org/article/MED/39983672,"(""N-Lactoyl phenylalanine"" OR ""Lac-Phe"" OR ""N-lactoylphenylalanine"" OR ""lactoylphenylalanine"" OR ""N-lactoyl-phenylalanine"")",https://www.ebi.ac.uk/europepmc/webservices/rest/search?query=%28%22N-Lactoyl+phenylalanine%22+OR+%22Lac-Phe%22+OR+%22N-lactoylphenylalanine%22+OR+%22lactoylphenylalanine%22+OR+%22N-lactoyl-phenylalanine%22%29&format=json&resultType=core&pageSize=100&cursorMark=AoIIP8mECig1MzA0MzQ4OA%3D%3D,europe_pmc_rest_search
doi:10.1016/j.celrep.2022.111894,europe_pmc,MED,10.1016/j.celrep.2022.111894,36577374,PMC9885759,,UCP2-dependent redox sensing in POMC neurons regulates feeding,"Yoon NA, Jin S, Kim JD, Liu ZW, Sun Q, Cardone R, Kibbey R, Diano S.",Cell reports,2022,"journal article; research support, n.i.h., extramural; research-article",false,true,17,,,https://europepmc.org/article/MED/36577374,"(""N-Lactoyl phenylalanine"" OR ""Lac-Phe"" OR ""N-lactoylphenylalanine"" OR ""lactoylphenylalanine"" OR ""N-lactoyl-phenylalanine"")",https://www.ebi.ac.uk/europepmc/webservices/rest/search?query=%28%22N-Lactoyl+phenylalanine%22+OR+%22Lac-Phe%22+OR+%22N-lactoylphenylalanine%22+OR+%22lactoylphenylalanine%22+OR+%22N-lactoyl-phenylalanine%22%29&format=json&resultType=core&pageSize=100&cursorMark=AoIIP8mECig1MzA0MzQ4OA%3D%3D,europe_pmc_rest_search
doi:10.1016/j.cmet.2022.07.007,crossref,journal-article,10.1016/j.cmet.2022.07.007,,,,Outrunning obesity with Lac-Phe?,"Lund J, Clemmensen C, Schwartz T",Cell Metabolism,2022,journal-article,false,,21,,,https://doi.org/10.1016/j.cmet.2022.07.007,Lac-Phe,https://api.crossref.org/works?query.bibliographic=Lac-Phe&rows=50&sort=relevance,crossref_rest_works
doi:10.1016/j.cmet.2022.07.007,europe_pmc,MED,10.1016/j.cmet.2022.07.007,35921816,,,Outrunning obesity with Lac-Phe?,"Lund J, Clemmensen C, Schwartz TW.",Cell metabolism,2022,"journal article; research support, non-u.s. gov't",false,false,15,,,https://europepmc.org/article/MED/35921816,"(""N-Lactoyl phenylalanine"" OR ""Lac-Phe"" OR ""N-lactoylphenylalanine"" OR ""lactoylphenylalanine"" OR ""N-lactoyl-phenylalanine"")",https://www.ebi.ac.uk/europepmc/webservices/rest/search?query=%28%22N-Lactoyl+phenylalanine%22+OR+%22Lac-Phe%22+OR+%22N-lactoylphenylalanine%22+OR+%22lactoylphenylalanine%22+OR+%22N-lactoyl-phenylalanine%22%29&format=json&resultType=core&pageSize=100&cursorMark=%2A,europe_pmc_rest_search
doi:10.1016/j.cmet.2023.04.011,europe_pmc,MED,10.1016/j.cmet.2023.04.011,37141889,PMC10524249,,"Organism-wide, cell-type-specific secretome mapping of exercise training in mice","Wei W, Riley NM, Lyu X, Shen X, Guo J, Raun SH, Zhao M, Moya-Garzon MD, Basu H, Sheng-Hwa Tung A, Li VL, Huang W, Wiggenhorn AL, Svensson KJ, Snyder MP, Bertozzi CR, Long JZ.",Cell metabolism,2023,"journal article; research support, n.i.h., extramural; research support, non-u.s. gov't; research-article",false,false,70,,,https://europepmc.org/article/MED/37141889,"(""N-Lactoyl phenylalanine"" OR ""Lac-Phe"" OR ""N-lactoylphenylalanine"" OR ""lactoylphenylalanine"" OR ""N-lactoyl-phenylalanine"")",https://www.ebi.ac.uk/europepmc/webservices/rest/search?query=%28%22N-Lactoyl+phenylalanine%22+OR+%22Lac-Phe%22+OR+%22N-lactoylphenylalanine%22+OR+%22lactoylphenylalanine%22+OR+%22N-lactoyl-phenylalanine%22%29&format=json&resultType=core&pageSize=100&cursorMark=AoIIP8mECig1MzA0MzQ4OA%3D%3D,europe_pmc_rest_search
doi:10.1016/j.coemr.2024.100525,europe_pmc,MED,10.1016/j.coemr.2024.100525,39185341,PMC11339532,,Metabolic small talk during exercise: The role of metabokines and lipokines in interorgan signalling,"Gad SA, Smith H, Roberts LD.",Current opinion in endocrine and metabolic research,2024,journal article; review; review-article,false,true,1,,,https://europepmc.org/article/MED/39185341,"(""N-Lactoyl phenylalanine"" OR ""Lac-Phe"" OR ""N-lactoylphenylalanine"" OR ""lactoylphenylalanine"" OR ""N-lactoyl-phenylalanine"")",https://www.ebi.ac.uk/europepmc/webservices/rest/search?query=%28%22N-Lactoyl+phenylalanine%22+OR+%22Lac-Phe%22+OR+%22N-lactoylphenylalanine%22+OR+%22lactoylphenylalanine%22+OR+%22N-lactoyl-phenylalanine%22%29&format=json&resultType=core&pageSize=100&cursorMark=AoIIQG6ytCg1MTU3MDY0Nw%3D%3D,europe_pmc_rest_search
doi:10.1016/j.dmpk.2025.101424,crossref,journal-article,10.1016/j.dmpk.2025.101424,,,,Implication of H+/peptide transporters (PEPTS) on uptake of N-lactoylphenylalanine (LAC-PHE) in the intestinal and renal epithelial cells,"Fujita T, Nokawa M, Nonoguchi N, Nakao Y, Negoro R, Kajimoto T, Abdalkader R",Drug Metabolism and Pharmacokinetics,2025,journal-article,false,,,,,https://doi.org/10.1016/j.dmpk.2025.101424,N-lactoylphenylalanine,https://api.crossref.org/works?query.bibliographic=N-lactoylphenylalanine&rows=50&sort=relevance,crossref_rest_works
doi:10.1016/j.dmpk.2025.101424,crossref,journal-article,10.1016/j.dmpk.2025.101424,,,,Implication of H+/peptide transporters (PEPTS) on uptake of N-lactoylphenylalanine (LAC-PHE) in the intestinal and renal epithelial cells,"Fujita T, Nokawa M, Nonoguchi N, Nakao Y, Negoro R, Kajimoto T, Abdalkader R",Drug Metabolism and Pharmacokinetics,2025,journal-article,false,,,,,https://doi.org/10.1016/j.dmpk.2025.101424,lactoylphenylalanine,https://api.crossref.org/works?query.bibliographic=lactoylphenylalanine&rows=50&sort=relevance,crossref_rest_works
doi:10.1016/j.ebiom.2024.105507,europe_pmc,MED,10.1016/j.ebiom.2024.105507,39693737,PMC11722176,,Untargeted metabolome atlas for sleep-related phenotypes in the Hispanic community health study/study of Latinos,"Zhang Y, Spitzer BW, Zhang Y, Wallace DA, Yu B, Qi Q, Argos M, Avilés-Santa ML, Boerwinkle E, Daviglus ML, Kaplan R, Cai J, Redline S, Sofer T.",EBioMedicine,2025,journal article; research-article,false,true,10,,,https://europepmc.org/article/MED/39693737,"(""N-Lactoyl phenylalanine"" OR ""Lac-Phe"" OR ""N-lactoylphenylalanine"" OR ""lactoylphenylalanine"" OR ""N-lactoyl-phenylalanine"")",https://www.ebi.ac.uk/europepmc/webservices/rest/search?query=%28%22N-Lactoyl+phenylalanine%22+OR+%22Lac-Phe%22+OR+%22N-lactoylphenylalanine%22+OR+%22lactoylphenylalanine%22+OR+%22N-lactoyl-phenylalanine%22%29&format=json&resultType=core&pageSize=100&cursorMark=%2A,europe_pmc_rest_search
doi:10.1016/j.fochx.2025.102706,europe_pmc,MED,10.1016/j.fochx.2025.102706,40672877,PMC12266521,,Effect of Lactobacillus plantarum 1243 fermentation on quality properties and metabolome of Aronia melanocarpa (Michx . ) elliott juice,"Liu M, Fang Y, Chen R, Cai M, Yang X, Fang Z, Fang X, Dong S.",Food chemistry: X,2025,journal article; research-article,false,true,2,,,https://europepmc.org/article/MED/40672877,"(""N-Lactoyl phenylalanine"" OR ""Lac-Phe"" OR ""N-lactoylphenylalanine"" OR ""lactoylphenylalanine"" OR ""N-lactoyl-phenylalanine"")",https://www.ebi.ac.uk/europepmc/webservices/rest/search?query=%28%22N-Lactoyl+phenylalanine%22+OR+%22Lac-Phe%22+OR+%22N-lactoylphenylalanine%22+OR+%22lactoylphenylalanine%22+OR+%22N-lactoyl-phenylalanine%22%29&format=json&resultType=core&pageSize=100&cursorMark=%2A,europe_pmc_rest_search
doi:10.1016/j.fochx.2025.102947,europe_pmc,MED,10.1016/j.fochx.2025.102947,40917124,PMC12410525,,"Preparation of N-succinyl-L-tryptophan: investigating its sweetness-enhancing effects and mechanisms on sucrose and high-intensity sweeteners through sensory evaluation, electronic tongue, and molecular simulation","Huang P, Liu L, Cindy, Cui C.",Food chemistry: X,2025,journal article; research-article,false,true,,,,https://europepmc.org/article/MED/40917124,"(""N-Lactoyl phenylalanine"" OR ""Lac-Phe"" OR ""N-lactoylphenylalanine"" OR ""lactoylphenylalanine"" OR ""N-lactoyl-phenylalanine"")",https://www.ebi.ac.uk/europepmc/webservices/rest/search?query=%28%22N-Lactoyl+phenylalanine%22+OR+%22Lac-Phe%22+OR+%22N-lactoylphenylalanine%22+OR+%22lactoylphenylalanine%22+OR+%22N-lactoyl-phenylalanine%22%29&format=json&resultType=core&pageSize=100&cursorMark=AoIIQG6ytCg1MTU3MDY0Nw%3D%3D,europe_pmc_rest_search
