study_id,study_title,species,analysis_type,number_of_samples,submission_date,release_date,institute,license,license_url,revision_comment,revision_datetime,revision_no,study_url,version
ST001279,K13 mutations driving artemisinin resistance rewrite Plasmodium falciparum’s programmed intra-erythrocytic development and transform mitochondrial physiology,Plasmodium falciparum,LC-MS,63,2019-11-18,2020-06-01,Pennsylvania State University,CC BY 4.0,https://creativecommons.org/licenses/by/4.0/,-,-,1,https://www.metabolomicsworkbench.org/data/DRCCMetadata.php?StudyID=ST001,1
ST001280,Macrophage-Mediated Clofazimine Sequestration is Accompanied by a Shift in Host Energy Metabolism,Mus musculus,NMR,48,2019-11-05,2020-01-13,University of Michigan,CC BY 4.0,https://creativecommons.org/licenses/by/4.0/,-,-,1,https://www.metabolomicsworkbench.org/data/DRCCMetadata.php?StudyID=ST001,1
ST001281,Transgenic Parkinson's Mice Following Immunotherapy,Mus musculus,LC-MS,7,2019-10-23,2020-01-13,University of Florida,CC BY 4.0,https://creativecommons.org/licenses/by/4.0/,-,-,1,https://www.metabolomicsworkbench.org/data/DRCCMetadata.php?StudyID=ST001,1
ST001282,Role of Hi1a in mitochondrial metabolic rewiring in M1 Macrophages,Mus musculus,GC-MS,16,2019-11-22,2019-11-27,National Cancer Institute,CC BY 4.0,https://creativecommons.org/licenses/by/4.0/,-,-,1,https://www.metabolomicsworkbench.org/data/DRCCMetadata.php?StudyID=ST001,1
ST001283,Nitric Oxide (NO) effect on mitochondrial metabolic rewiring in M1 Macrophages,Mus musculus,GC-MS,20,2019-11-22,2019-11-27,National Cancer Institute,CC BY 4.0,https://creativecommons.org/licenses/by/4.0/,-,-,1,https://www.metabolomicsworkbench.org/data/DRCCMetadata.php?StudyID=ST001,1
ST001284,Pseudoexfoliation Aqueous Humor Metabolites from Veterans Affairs Patients NMR (part-II),Homo sapiens,NMR,31,2019-11-26,2020-01-13,University of Miami,CC BY 4.0,https://creativecommons.org/licenses/by/4.0/,-,-,1,https://www.metabolomicsworkbench.org/data/DRCCMetadata.php?StudyID=ST001,1
ST001285,POAG and Control Aqueous Humor IROA Metabolites from Veterans Affairs Patients NMR (part-II),Homo sapiens,NMR,41,2019-11-26,2020-01-13,University of Miami,CC BY 4.0,https://creativecommons.org/licenses/by/4.0/,-,-,1,https://www.metabolomicsworkbench.org/data/DRCCMetadata.php?StudyID=ST001,1
ST001286,Lipid composition of isolated lipid droplets from the functional bovine corpus luteum,Bos taurus,LC-MS,3,2019-11-18,2020-05-18,University of Nebraska Medical Center,CC BY 4.0,https://creativecommons.org/licenses/by/4.0/,-,-,1,https://www.metabolomicsworkbench.org/data/DRCCMetadata.php?StudyID=ST001,1
ST001287,Luminal succinate in UC-HMA (human microbiota-associated) mice.,Mus musculus,LC-MS,30,2019-12-11,2020-01-13,University of Michigan,CC BY 4.0,https://creativecommons.org/licenses/by/4.0/,-,-,1,https://www.metabolomicsworkbench.org/data/DRCCMetadata.php?StudyID=ST001,1
ST001288,Subcellular organelle lipidomics in TLR-4-activated macrophages,Mus musculus,LC-MS,42,2019-12-17,2020-01-22,LIPID MAPS,CC BY 4.0,https://creativecommons.org/licenses/by/4.0/,-,-,1,https://www.metabolomicsworkbench.org/data/DRCCMetadata.php?StudyID=ST001,1
ST001289,Regulated accumulation of desmosterol integrates macrophage lipid metabolism and inflammatory responses,Mus musculus,GC-MS/LC-MS,36,2019-12-17,2020-01-22,LIPID MAPS,CC BY 4.0,https://creativecommons.org/licenses/by/4.0/,-,-,1,https://www.metabolomicsworkbench.org/data/DRCCMetadata.php?StudyID=ST001,1
ST001290,Lipidome Signatures of Metastasis in a Transgenic Mouse Model of Sonic Hedgehog Medulloblastoma.,Mus musculus,LC-MS,25,2019-12-13,2020-12-16,Georgia Institute of Technology,CC BY 4.0,https://creativecommons.org/licenses/by/4.0/,-,-,1,https://www.metabolomicsworkbench.org/data/DRCCMetadata.php?StudyID=ST001,1
ST001291,Metabolomic study of disease progression in scrapie prion infected (RML) mice,Mus musculus,NMR,73,2019-12-16,2020-01-13,University of Alberta,CC BY 4.0,https://creativecommons.org/licenses/by/4.0/,-,-,1,https://www.metabolomicsworkbench.org/data/DRCCMetadata.php?StudyID=ST001,1
ST001292,Metabolomics of blood plasma and kidney tissue from control (db/m) and diabetic (db/db) mice.,Mus musculus,LC-MS,77,2019-12-16,2019-12-18,University of Michigan,CC BY 4.0,https://creativecommons.org/licenses/by/4.0/,-,-,1,https://www.metabolomicsworkbench.org/data/DRCCMetadata.php?StudyID=ST001,1
ST001293,Determining secondary metabolite profile of Ilyonectria spp. pathogenic to ginseng root,Ilyonectria mors-panacis;Ilyonectria rufa;Ilyonectria robusta;Ilyonectria torresensis;Ilyonectria estremocensis;Neonectria obtusispora,LC-MS,105,2019-12-16,2020-04-15,Agriculture and Agri-Food Canada,CC BY 4.0,https://creativecommons.org/licenses/by/4.0/,-,-,1,https://www.metabolomicsworkbench.org/data/DRCCMetadata.php?StudyID=ST001,1
ST001294,Estimating Platelet Mitochondrial Function in Patients with Sepsis - Platelet NMRs (part-I),Homo sapiens,NMR,39,2019-12-13,2020-05-26,University of Michigan; University of Mississippi; University of Minnesota,CC BY 4.0,https://creativecommons.org/licenses/by/4.0/,-,-,1,https://www.metabolomicsworkbench.org/data/DRCCMetadata.php?StudyID=ST001,1
ST001295,Estimating Platelet Mitochondrial Function in Patients with Sepsis - WB NMRs (part-II),Homo sapiens,NMR,35,2019-12-13,2020-05-26,University of Michigan; University of Mississippi; University of Minnesota,CC BY 4.0,https://creativecommons.org/licenses/by/4.0/,-,-,1,https://www.metabolomicsworkbench.org/data/DRCCMetadata.php?StudyID=ST001,1
ST001296,Metabolomics and Hormonomics to Crack the Code of Filbert Growth,Corylus avellana;Corylus americana,LC-MS,12,2019-12-20,2020-06-20,University of British Columbia,CC BY 4.0,https://creativecommons.org/licenses/by/4.0/,-,-,1,https://www.metabolomicsworkbench.org/data/DRCCMetadata.php?StudyID=ST001,1
ST001297,High Cellulose diet impact on gut inflammation,Mus musculus,LC-MS,10,2019-12-30,2020-01-06,Asan Medical Center,CC BY 4.0,https://creativecommons.org/licenses/by/4.0/,-,-,1,https://www.metabolomicsworkbench.org/data/DRCCMetadata.php?StudyID=ST001,1
ST001298,Metabolome Profiling of Synechococcus elongatus PCC 11801 strains engineered for Succinate Production,Synechococcus elongatus PCC 11801,LC-MS,45,2020-01-03,2020-07-05,Indian Institute of Technology Bombay,CC BY 4.0,https://creativecommons.org/licenses/by/4.0/,-,-,1,https://www.metabolomicsworkbench.org/data/DRCCMetadata.php?StudyID=ST001,1
ST001299,"Metatranscriptomic Analysis of the Mouse Gut Microbiome Response to the Persistent Organic Pollutant 2,3,7,8-Tetrachlorodibenzofuran",Mus musculus,LC-MS,18,2020-01-06,2020-03-03,Pennsylvania State University,CC BY 4.0,https://creativecommons.org/licenses/by/4.0/,-,-,1,https://www.metabolomicsworkbench.org/data/DRCCMetadata.php?StudyID=ST001,1
ST001300,Luminal metabolome profiles ofUC-HMA mice transplanted with a healthy human-derived fecal microbiota (FMT).,Mus musculus,LC-MS,18,2019-12-24,2020-01-08,University of Michigan,CC BY 4.0,https://creativecommons.org/licenses/by/4.0/,-,-,1,https://www.metabolomicsworkbench.org/data/DRCCMetadata.php?StudyID=ST001,1
ST001301,Luminal metabolome profiles of human microbiota-associated (HMA) mice treated with anti-IL-22 antibody or control antibody,Mus musculus,LC-MS,26,2019-12-22,2020-01-08,University of Michigan,CC BY 4.0,https://creativecommons.org/licenses/by/4.0/,-,-,1,https://www.metabolomicsworkbench.org/data/DRCCMetadata.php?StudyID=ST001,1
ST001302,Metabolome Profiling of a Fast-growing Cyanobacterium Synechococcus elongatus PCC 11801 under Diurnal Cycle,Synechococcus elongatus PCC 11801,LC-MS,45,2020-01-06,2020-10-11,Indian Institute of Technology Bombay,CC BY 4.0,https://creativecommons.org/licenses/by/4.0/,-,-,1,https://www.metabolomicsworkbench.org/data/DRCCMetadata.php?StudyID=ST001,1
ST001303,TGF-Beta 3 heterozygous mice,Mus musculus,GC-MS/LC-MS,19,2019-12-19,2020-03-03,University Rey Juan Carlos,CC BY 4.0,https://creativecommons.org/licenses/by/4.0/,-,-,1,https://www.metabolomicsworkbench.org/data/DRCCMetadata.php?StudyID=ST001,1
ST001304,Multi-omics analysis delineates the distinct functions of sub-cellular acetyl-CoA pools in Toxoplasma gondii,Toxoplasma gondii,LC-MS,18,2020-01-16,2020-03-03,Monash University,CC BY 4.0,https://creativecommons.org/licenses/by/4.0/,-,-,1,https://www.metabolomicsworkbench.org/data/DRCCMetadata.php?StudyID=ST001,1
ST001305,Integrated Metabolomics and Transcriptomics Suggest the Global Metabolic Response to 2-Aminoacrylate Stress in Salmonella enterica,Salmonella enterica,NMR,18,2020-01-09,2020-03-03,University of Georgia,CC BY 4.0,https://creativecommons.org/licenses/by/4.0/,-,-,1,https://www.metabolomicsworkbench.org/data/DRCCMetadata.php?StudyID=ST001,1
ST001306,Biomolecular analyses of hypospadias according to severity,Homo sapiens,GC-MS,28,2020-01-17,2020-03-03,"University of Puerto Rico, Medical Sciences Campus",CC BY 4.0,https://creativecommons.org/licenses/by/4.0/,-,-,1,https://www.metabolomicsworkbench.org/data/DRCCMetadata.php?StudyID=ST001,1
ST001307,Colorectal cancer diagnostic model utilizing metagenomic and metabolomic data of stool microbial extracellular vesicles,Homo sapiens,GC-MS,76,2020-01-14,2020-03-03,Seoul National University,CC BY 4.0,https://creativecommons.org/licenses/by/4.0/,-,-,1,https://www.metabolomicsworkbench.org/data/DRCCMetadata.php?StudyID=ST001,1
ST001308,1H NMR metabolomics corroborates serine hydroxymethyltransferase as the primary target of 2-aminoacrylate in a ridA mutant of Salmonella enterica,Salmonella enterica serovar Typhimurium,NMR,120,2020-01-22,2020-03-03,University of Georgia,CC BY 4.0,https://creativecommons.org/licenses/by/4.0/,-,-,1,https://www.metabolomicsworkbench.org/data/DRCCMetadata.php?StudyID=ST001,1
ST001309,Metabolite expression in liver after early life exposure to an endocrine disruptor at 240 days postnatal (part-I),Rattus norvegicus,LC-MS,10,2020-01-27,2020-03-11,Baylor College of Medicine,CC BY 4.0,https://creativecommons.org/licenses/by/4.0/,-,-,1,https://www.metabolomicsworkbench.org/data/DRCCMetadata.php?StudyID=ST001,1
ST001310,C57 midgestation placental metabolomics analysis,Mus musculus,GC-MS,40,2020-01-27,2020-03-03,University of Missouri,CC BY 4.0,https://creativecommons.org/licenses/by/4.0/,-,-,1,https://www.metabolomicsworkbench.org/data/DRCCMetadata.php?StudyID=ST001,1
ST001311,Lipid expression in liver after early lifer exposure to an endocrine disruptor at 70 days postnatal (part-II),Rattus norvegicus,LC-MS,10,2020-01-24,2020-03-11,Baylor College of Medicine,CC BY 4.0,https://creativecommons.org/licenses/by/4.0/,-,-,1,https://www.metabolomicsworkbench.org/data/DRCCMetadata.php?StudyID=ST001,1
ST001312,Lipid expression in serum after early lifer exposure to an endocrine disruptor at 70 days postnatal (part-III),Rattus norvegicus,LC-MS,10,2020-01-24,2020-03-11,Baylor College of Medicine,CC BY 4.0,https://creativecommons.org/licenses/by/4.0/,-,-,1,https://www.metabolomicsworkbench.org/data/DRCCMetadata.php?StudyID=ST001,1
ST001313,Lipid expression in serum after early life exposure to an endocrine disruptor and a Western Diet at 240 days postnatal (part-IV),Rattus norvegicus,LC-MS,10,2020-01-24,2020-03-11,Baylor College of Medicine,CC BY 4.0,https://creativecommons.org/licenses/by/4.0/,-,-,1,https://www.metabolomicsworkbench.org/data/DRCCMetadata.php?StudyID=ST001,1
ST001314,"Metabolomic Profiles of Pancreatic β-Cells and Islets Exposed to Arsenic, Islets (part-II)",Mus musculus,LC-MS,47,2020-01-30,2021-01-25,University of North Carolina at Chapel Hill,CC BY 4.0,https://creativecommons.org/licenses/by/4.0/,-,-,1,https://www.metabolomicsworkbench.org/data/DRCCMetadata.php?StudyID=ST001,1
ST001315,Retargeting azithromycin-like compounds as antimalarials with dual modality,Plasmodium falciparum,LC-MS,42,2020-02-06,2020-03-03,Monash University,CC BY 4.0,https://creativecommons.org/licenses/by/4.0/,-,-,1,https://www.metabolomicsworkbench.org/data/DRCCMetadata.php?StudyID=ST001,1
ST001316,Time-course experiment of Microchloropsis gaditana cells supplemented with CO2,Nannochloropsis gaditana,LC-MS,6,2020-02-04,2021-02-05,International Centre for Genetic Engineering and Biotechnology,CC BY 4.0,https://creativecommons.org/licenses/by/4.0/,-,-,1,https://www.metabolomicsworkbench.org/data/DRCCMetadata.php?StudyID=ST001,1
ST001317,"Dynamics of Exposure, Phthalates, and Asthma in a Randomized Trial (DEPART)",Homo sapiens,LC-MS,448,2020-02-05,2021-08-31,Icahn School of Medicine at Mount Sinai,CC BY 4.0,https://creativecommons.org/licenses/by/4.0/,-,-,1,https://www.metabolomicsworkbench.org/data/DRCCMetadata.php?StudyID=ST001,1
ST001318,Atg32-mediated mitophagy promotes heat stress tolerance in Saccharomyces cerevisiae by sustaining spermidine and nitric oxide levels,Saccharomyces cerevisiae,GC-MS,30,2020-02-06,2020-07-08,"University of California, Davis",CC BY 4.0,https://creativecommons.org/licenses/by/4.0/,-,-,1,https://www.metabolomicsworkbench.org/data/DRCCMetadata.php?StudyID=ST001,1
ST001319,Pre-treatment L-Carnitine Pharmacometabolomics in Sepsis (CaPS) Patients,Homo sapiens,NMR,236,2020-02-07,2020-09-10,University of Michigan,CC BY 4.0,https://creativecommons.org/licenses/by/4.0/,-,-,1,https://www.metabolomicsworkbench.org/data/DRCCMetadata.php?StudyID=ST001,1
ST001320,Examination of labeled glucose utilization in central carbon metabolism in HeLa cells post WNT stimulation,Homo sapiens,LC-MS,12,2020-02-19,2020-07-18,"University of California, Los Angeles",CC BY 4.0,https://creativecommons.org/licenses/by/4.0/,-,-,1,https://www.metabolomicsworkbench.org/data/DRCCMetadata.php?StudyID=ST001,1
ST001321,Metabolomics in Escherichia coli mutant strains,Escherichia coli,LC-MS,80,2019-07-09,2020-03-02,"Manchester Institute of Biotechnology, University of Manchester",CC BY 4.0,https://creativecommons.org/licenses/by/4.0/,-,-,1,https://www.metabolomicsworkbench.org/data/DRCCMetadata.php?StudyID=ST001,1
ST001322,Maternal adiposity alters the human milk metabolome: a link between non-glucose monosaccharides and infant adiposity,Homo sapiens,GC-MS,386,2020-02-25,2020-03-17,"University of California, Davis",CC BY 4.0,https://creativecommons.org/licenses/by/4.0/,-,-,1,https://www.metabolomicsworkbench.org/data/DRCCMetadata.php?StudyID=ST001,1
ST001323,Effect of high-fat diet on serum lipidome in mice,Mus musculus,LC-MS,58,2020-03-02,2020-03-20,QIMR Berghofer Medical Research Institute,CC BY 4.0,https://creativecommons.org/licenses/by/4.0/,-,-,1,https://www.metabolomicsworkbench.org/data/DRCCMetadata.php?StudyID=ST001,1
ST001324,Metabolomics Adaptation of Juvenile Pacific Abalone Haliotis discus hannai to Heat Stress,Haliotis discus hannai,LC-MS,42,2020-01-30,2020-09-10,"Institute of Oceanology, Chinese Academy of Sciences",CC BY 4.0,https://creativecommons.org/licenses/by/4.0/,-,-,1,https://www.metabolomicsworkbench.org/data/DRCCMetadata.php?StudyID=ST001,1
ST001325,Obesity and Poor Diet as Susceptibility Factors for Secondhand Smoke in Childhood Asthma,Homo sapiens,LC-MS,256,2020-02-26,2022-08-02,University of Michigan,CC BY 4.0,https://creativecommons.org/licenses/by/4.0/,-,-,1,https://www.metabolomicsworkbench.org/data/DRCCMetadata.php?StudyID=ST001,1
ST001326,Untargeted lipidome changes in Chlamydomonas reinhardtii treated with small molecules containing adamantane structures,Chlamydomonas reinhardtii,LC-MS,9,2020-03-09,2020-04-03,University of Nebraska-Lincoln,CC BY 4.0,https://creativecommons.org/licenses/by/4.0/,-,-,1,https://www.metabolomicsworkbench.org/data/DRCCMetadata.php?StudyID=ST001,1
ST001327,Mitochondrial Lipid Profiles in Traumatic Optic Neuropathy,Mus musculus,LC-MS,32,2020-03-09,2020-03-26,University of Miami,CC BY 4.0,https://creativecommons.org/licenses/by/4.0/,-,-,1,https://www.metabolomicsworkbench.org/data/DRCCMetadata.php?StudyID=ST001,1
ST001328,"Multiplatform, non-targeted analysis of lung extracts of uninfected and Mtb-infected C57BL/6 mice at 4 and 9 weeks p.i.",Mus musculus,GC-MS/LC-MS,52,2020-03-12,2021-03-15,Universidad CEU San Pablo,CC BY 4.0,https://creativecommons.org/licenses/by/4.0/,-,-,1,https://www.metabolomicsworkbench.org/data/DRCCMetadata.php?StudyID=ST001,1
ST001329,SS-31 and NMN: Two Paths to Improve Metabolism and Function in Aged Hearts,Mus musculus,LC-MS,53,2020-03-18,2020-04-03,University of Washington,CC BY 4.0,https://creativecommons.org/licenses/by/4.0/,-,-,1,https://www.metabolomicsworkbench.org/data/DRCCMetadata.php?StudyID=ST001,1
ST001330,Multi-omics of OsGF14b-mediated innate immunity against panicle blast in rice,Oryza sativa Japonica Group,GC-MS/LC-MS,40,2020-03-13,2020-12-31,"Agro-biological Gene Research Center , Guangdong Academy of Agricultural Sciences",CC BY 4.0,https://creativecommons.org/licenses/by/4.0/,-,-,1,https://www.metabolomicsworkbench.org/data/DRCCMetadata.php?StudyID=ST001,1
ST001331,Multi-omics of OsGF14b-mediated innate immunity against panicle blast in rice (part-II),Oryza sativa Japonica Group,LC-MS,40,2020-03-13,2020-12-31,"Agro-biological Gene Research Center , Guangdong Academy of Agricultural Sciences",CC BY 4.0,https://creativecommons.org/licenses/by/4.0/,-,-,1,https://www.metabolomicsworkbench.org/data/DRCCMetadata.php?StudyID=ST001,1
ST001332,LCMS lipid and acyl-carnitine analysis,Caenorhabditis elegans,LC-MS,34,2020-01-09,2020-03-30,University of Cambridge,CC BY 4.0,https://creativecommons.org/licenses/by/4.0/,-,-,1,https://www.metabolomicsworkbench.org/data/DRCCMetadata.php?StudyID=ST001,1
ST001333,Huntington’s Disease Genotype Suppresses Global Manganese-Responsive Processes,Mus musculus,LC-MS,141,2020-03-27,2020-09-29,Vanderbilt University,CC BY 4.0,https://creativecommons.org/licenses/by/4.0/,-,-,1,https://www.metabolomicsworkbench.org/data/DRCCMetadata.php?StudyID=ST001,1
ST001334,"Deadly Duality of PEBP1: Shutting off Necroptosis, Turning on Ferroptosis",Mus musculus,LC-MS,80,2020-01-16,2020-04-16,University of Pittsburgh,CC BY 4.0,https://creativecommons.org/licenses/by/4.0/,-,-,1,https://www.metabolomicsworkbench.org/data/DRCCMetadata.php?StudyID=ST001,1
ST001335,"Air Pollution, Placenta Function, and Birth Outcomes in Los Angeles in the Placental Assessment in Response to ENvironmenTal pollution study (PARENTs) cohort",Homo sapiens,LC-MS,530,2020-02-20,2022-09-27,Emory University,CC BY 4.0,https://creativecommons.org/licenses/by/4.0/,-,-,1,https://www.metabolomicsworkbench.org/data/DRCCMetadata.php?StudyID=ST001,1
ST001336,Effect of high-fat diet and bile acid treatment on serum and tissue lipidomes in mice,Mus musculus,LC-MS,220,2020-03-26,2020-04-27,QIMR Berghofer Medical Research Institute,CC BY 4.0,https://creativecommons.org/licenses/by/4.0/,-,-,1,https://www.metabolomicsworkbench.org/data/DRCCMetadata.php?StudyID=ST001,1
ST001337,Global profiling for human feces,Homo sapiens,LC-MS,2,2020-03-26,2020-10-13,Pennsylvania State University,CC BY 4.0,https://creativecommons.org/licenses/by/4.0/,-,-,1,https://www.metabolomicsworkbench.org/data/DRCCMetadata.php?StudyID=ST001,1
ST001338,Global profiling for cecal contents,Mus musculus,LC-MS,8,2020-03-26,2020-10-13,Pennsylvania State University,CC BY 4.0,https://creativecommons.org/licenses/by/4.0/,-,-,1,https://www.metabolomicsworkbench.org/data/DRCCMetadata.php?StudyID=ST001,1
ST001339,Disruption of Redox Balance Enhances the Effects of BRAF-inhibitors in Melanoma,Homo sapiens,LC-MS,40,2020-03-31,2021-03-31,Vanderbilt University,CC BY 4.0,https://creativecommons.org/licenses/by/4.0/,-,-,1,https://www.metabolomicsworkbench.org/data/DRCCMetadata.php?StudyID=ST001,1
ST001341,C56BL6 BMDM stimulated with different TLRs W/O acetylated LDL (part-II),Mus musculus,MS(Dir. Inf.),48,2020-04-01,2020-07-07,"University of California, Los Angeles",CC BY 4.0,https://creativecommons.org/licenses/by/4.0/,-,-,1,https://www.metabolomicsworkbench.org/data/DRCCMetadata.php?StudyID=ST001,1
ST001342,Timecourse of C56BL6 BMDM stimulated with different TLRs (part-I),Mus musculus,MS(Dir. Inf.),48,2020-03-27,2020-07-07,"University of California, Los Angeles",CC BY 4.0,https://creativecommons.org/licenses/by/4.0/,-,-,1,https://www.metabolomicsworkbench.org/data/DRCCMetadata.php?StudyID=ST001,1
ST001343,C56BL6 WT or TRIFKO BMDM stimulated with different TLRs (part-III),Mus musculus,MS(Dir. Inf.),30,2020-04-01,2020-07-07,"University of California, Los Angeles",CC BY 4.0,https://creativecommons.org/licenses/by/4.0/,-,-,1,https://www.metabolomicsworkbench.org/data/DRCCMetadata.php?StudyID=ST001,1
ST001344,C56BL6 WT or MyD88KO BMDM stimulated with different TLRs (part-IV),Mus musculus,MS(Dir. Inf.),48,2020-04-01,2020-07-07,"University of California, Los Angeles",CC BY 4.0,https://creativecommons.org/licenses/by/4.0/,-,-,1,https://www.metabolomicsworkbench.org/data/DRCCMetadata.php?StudyID=ST001,1
ST001345,C56BL6 WT or IFNARKO BMDM stimulated with different TLRs (part-V),Mus musculus,MS(Dir. Inf.),48,2020-04-01,2020-07-07,"University of California, Los Angeles",CC BY 4.0,https://creativecommons.org/licenses/by/4.0/,-,-,1,https://www.metabolomicsworkbench.org/data/DRCCMetadata.php?StudyID=ST001,1
ST001346,Metabolomic changes in mouse liver on a protein restricted diet (part-I),Mus musculus,LC-MS,10,2020-04-01,2020-07-20,Monash University,CC BY 4.0,https://creativecommons.org/licenses/by/4.0/,-,-,1,https://www.metabolomicsworkbench.org/data/DRCCMetadata.php?StudyID=ST001,1
ST001347,Metabolomic changes in mouse plasma on a protein restricted diet (part-II),Mus musculus,LC-MS,10,2020-04-03,2020-07-20,Monash University,CC BY 4.0,https://creativecommons.org/licenses/by/4.0/,-,-,1,https://www.metabolomicsworkbench.org/data/DRCCMetadata.php?StudyID=ST001,1
ST001348,Metabolomic changes in mouse liver on a threonine restricted diet (part-III),Mus musculus,LC-MS,24,2020-04-03,2020-07-20,Monash University,CC BY 4.0,https://creativecommons.org/licenses/by/4.0/,-,-,1,https://www.metabolomicsworkbench.org/data/DRCCMetadata.php?StudyID=ST001,1
ST001349,Multiparous and Primiparous Simmental Dairy Cows,Bos taurus,LC-MS/MS(Dir. Inf.),80,2020-03-16,2020-04-30,Institute of Animal Nutrition and Functional Plant Compounds,CC BY 4.0,https://creativecommons.org/licenses/by/4.0/,-,-,1,https://www.metabolomicsworkbench.org/data/DRCCMetadata.php?StudyID=ST001,1
ST001350,Extraction of high-resolution Metabolomics data of the Yeast Metabolic Cycle,Saccharomyces cerevisiae,LC-MS,107,2020-03-06,2020-12-01,University of Florida,CC BY 4.0,https://creativecommons.org/licenses/by/4.0/,-,-,1,https://www.metabolomicsworkbench.org/data/DRCCMetadata.php?StudyID=ST001,1
ST001351,NMR Metabolomic Analysis of Bacterial Resistance Pathways Using Multivalent Quaternary Ammonium Functionalized Macromolecules,Escherichia coli,NMR,35,2020-03-20,2021-04-21,Montana State University,CC BY 4.0,https://creativecommons.org/licenses/by/4.0/,-,-,1,https://www.metabolomicsworkbench.org/data/DRCCMetadata.php?StudyID=ST001,1
ST001353,Untargeted metabolomics in skeletal muscle of mice with chronic kidney disease,Mus musculus,LC-MS,24,2020-04-02,2020-12-31,University of Florida,CC BY 4.0,https://creativecommons.org/licenses/by/4.0/,-,-,1,https://www.metabolomicsworkbench.org/data/DRCCMetadata.php?StudyID=ST001,1
ST001354,48 hours post-treatment L-Carnitine Pharmacometabolomics in Sepsis (CaPS) Patients,Homo sapiens,NMR,180,2020-04-09,2020-07-05,University of Michigan,CC BY 4.0,https://creativecommons.org/licenses/by/4.0/,-,-,1,https://www.metabolomicsworkbench.org/data/DRCCMetadata.php?StudyID=ST001,1
ST001355,Influence of propylparaben in children,Homo sapiens,GC-MS,182,2020-03-28,2021-03-28,Seoul National University College of Medicine and Hospital,CC BY 4.0,https://creativecommons.org/licenses/by/4.0/,-,-,1,https://www.metabolomicsworkbench.org/data/DRCCMetadata.php?StudyID=ST001,1
ST001356,Diel Metabolites in the North Pacific Subtropical Gyre (KM1513),Ilyonectria mors-panacis;Ilyonectria rufa;Ilyonectria robusta;Ilyonectria torresensis;Ilyonectria estremocensis;Neonectria obtusispora,LC-MS,130,2020-03-23,2020-07-21,University of Washington,CC BY 4.0,https://creativecommons.org/licenses/by/4.0/,-,-,1,https://www.metabolomicsworkbench.org/data/DRCCMetadata.php?StudyID=ST001,1
ST001357,Longitudinal wastewater sampling and untargeted metabolomics of three buildings,Wastewater,LC-MS,166,2020-03-20,2020-06-08,Massachusetts Institute of Technology,CC BY 4.0,https://creativecommons.org/licenses/by/4.0/,-,-,1,https://www.metabolomicsworkbench.org/data/DRCCMetadata.php?StudyID=ST001,1
ST001359,Monophasic lipidomics extraction in cancer cell line,Homo sapiens,LC-MS,6,2020-03-26,2020-09-29,Beatson Institute for Cancer Research,CC BY 4.0,https://creativecommons.org/licenses/by/4.0/,-,-,1,https://www.metabolomicsworkbench.org/data/DRCCMetadata.php?StudyID=ST001,1
ST001360,Maternal blood lipidomics associated with severe preeclampsia,Homo sapiens,LC-MS,64,2020-03-31,2022-04-01,University of Michigan,CC BY 4.0,https://creativecommons.org/licenses/by/4.0/,-,-,1,https://www.metabolomicsworkbench.org/data/DRCCMetadata.php?StudyID=ST001,1
ST001361,Serum tryptophan metabolomics in CKD,Mus musculus,LC-MS,26,2020-04-02,2020-12-31,University of Florida,CC BY 4.0,https://creativecommons.org/licenses/by/4.0/,-,-,1,https://www.metabolomicsworkbench.org/data/DRCCMetadata.php?StudyID=ST001,1
ST001362,California mouse fecal metabolite analysis,Peromyscus Californicus,GC-MS/LC-MS,78,2020-04-12,2020-05-13,University of Missouri,CC BY 4.0,https://creativecommons.org/licenses/by/4.0/,-,-,1,https://www.metabolomicsworkbench.org/data/DRCCMetadata.php?StudyID=ST001,1
ST001363,Monophasic lipidomics extraction in cancer cell lines,Homo sapiens,LC-MS,18,2020-04-16,2020-10-28,Institute of Genetics and Molecular Medicine,CC BY 4.0,https://creativecommons.org/licenses/by/4.0/,-,-,1,https://www.metabolomicsworkbench.org/data/DRCCMetadata.php?StudyID=ST001,1
ST001364,Core Functional Nodes and Sex-Specific Pathways in Human Ischemic and Dilated Cardiomyopathy,Homo sapiens,API-MS,44,2019-12-07,2020-04-30,University of Sydney,CC BY 4.0,https://creativecommons.org/licenses/by/4.0/,-,-,1,https://www.metabolomicsworkbench.org/data/DRCCMetadata.php?StudyID=ST001,
ST001365,Antibiotics in Cystic Fibrosis Sputum,Homo sapiens,LC-MS,233,2020-04-23,2020-06-01,"University of California, Irvine",CC BY 4.0,https://creativecommons.org/licenses/by/4.0/,-,-,1,https://www.metabolomicsworkbench.org/data/DRCCMetadata.php?StudyID=ST001,1
ST001366,Malnutrition and Liver Metabolomics,Mus musculus,LC-MS,15,2020-04-24,2021-06-30,University of British Columbia,CC BY 4.0,https://creativecommons.org/licenses/by/4.0/,-,-,1,https://www.metabolomicsworkbench.org/data/DRCCMetadata.php?StudyID=ST001,1
ST001367,Malnutrition and Liver Metabolomics Pre-Intervention (part-I),Mus musculus,LC-MS,12,2020-04-20,2020-08-03,University of British Columbia,CC BY 4.0,https://creativecommons.org/licenses/by/4.0/,-,-,1,https://www.metabolomicsworkbench.org/data/DRCCMetadata.php?StudyID=ST001,1
