study_id,study_title,species,analysis_type,number_of_samples,submission_date,release_date,institute,license,license_url,revision_comment,revision_datetime,revision_no,study_url,version
ST003078,Dynamic exometabolomics reveals metabolic adaptations of Staphylococcus epidermidis to pH-mimicking skin and bloodstream,Staphylococcus epidermidis,NMR,97,2024-02-16,2024-05-20,ITQB NOVA,CC BY 4.0,https://creativecommons.org/licenses/by/4.0/,-,-,1,https://www.metabolomicsworkbench.org/data/DRCCMetadata.php?StudyID=ST003,1
ST003079,Metabolome changes in embryonic CSF (Part 1),Mus musculus,LC-MS,48,2024-02-16,2024-07-29,"Boston Children's Hospital, Harvard Medical School",CC BY 4.0,https://creativecommons.org/licenses/by/4.0/,-,-,1,https://www.metabolomicsworkbench.org/data/DRCCMetadata.php?StudyID=ST003,1
ST003080,Metabolome changes in embryonic CSF (Part 2),Mus musculus,LC-MS,27,2024-02-16,2024-07-29,"Boston Children's Hospital, Harvard Medical School",CC BY 4.0,https://creativecommons.org/licenses/by/4.0/,-,-,1,https://www.metabolomicsworkbench.org/data/DRCCMetadata.php?StudyID=ST003,1
ST003081,Metabolome changes in embryonic CSF (Part 3),Mus musculus,LC-MS,22,2024-02-16,2024-07-29,"Boston Children's Hospital, Harvard Medical School",CC BY 4.0,https://creativecommons.org/licenses/by/4.0/,-,-,1,https://www.metabolomicsworkbench.org/data/DRCCMetadata.php?StudyID=ST003,1
ST003082,Metabolome changes in embryonic CSF (Part 4),Mus musculus,LC-MS,48,2024-02-16,2024-07-29,"Boston Children's Hospital, Harvard Medical School",CC BY 4.0,https://creativecommons.org/licenses/by/4.0/,-,-,1,https://www.metabolomicsworkbench.org/data/DRCCMetadata.php?StudyID=ST003,1
ST003083,Metabolome changes in embryonic CSF (Part 5),Mus musculus,LC-MS,40,2024-02-16,2024-03-01,"Boston Children's Hospital, Harvard Medical School",CC BY 4.0,https://creativecommons.org/licenses/by/4.0/,-,-,1,https://www.metabolomicsworkbench.org/data/DRCCMetadata.php?StudyID=ST003,1
ST003084,Metabolome changes in embryonic CSF (Part 6),Mus musculus,LC-MS,10,2024-02-16,2024-07-29,"Boston Children's Hospital, Harvard Medical School",CC BY 4.0,https://creativecommons.org/licenses/by/4.0/,-,-,1,https://www.metabolomicsworkbench.org/data/DRCCMetadata.php?StudyID=ST003,1
ST003085,Metabolome changes in embryonic CSF (Part 7),Mus musculus,LC-MS,11,2024-02-16,2024-07-29,"Boston Children's Hospital, Harvard Medical School",CC BY 4.0,https://creativecommons.org/licenses/by/4.0/,-,-,1,https://www.metabolomicsworkbench.org/data/DRCCMetadata.php?StudyID=ST003,1
ST003086,Metabolome changes in embryonic CSF (Part 8),Mus musculus,LC-MS,14,2024-02-16,2024-07-29,"Boston Children's Hospital, Harvard Medical School",CC BY 4.0,https://creativecommons.org/licenses/by/4.0/,-,-,1,https://www.metabolomicsworkbench.org/data/DRCCMetadata.php?StudyID=ST003,1
ST003087,Metabolome changes in embryonic CSF (Part 9),Mus musculus,LC-MS,9,2024-02-16,2024-07-29,"Boston Children's Hospital, Harvard Medical School",CC BY 4.0,https://creativecommons.org/licenses/by/4.0/,-,-,1,https://www.metabolomicsworkbench.org/data/DRCCMetadata.php?StudyID=ST003,1
ST003088,Metabolome changes in embryonic CSF (Part 10),Mus musculus,LC-MS,41,2024-02-16,2024-07-29,"Boston Children's Hospital, Harvard Medical School",CC BY 4.0,https://creativecommons.org/licenses/by/4.0/,-,-,1,https://www.metabolomicsworkbench.org/data/DRCCMetadata.php?StudyID=ST003,1
ST003089,Metabolome changes in embryonic CSF (Part 11),Mus musculus,LC-MS,10,2024-02-16,2024-07-29,"Boston Children's Hospital, Harvard Medical School",CC BY 4.0,https://creativecommons.org/licenses/by/4.0/,-,-,1,https://www.metabolomicsworkbench.org/data/DRCCMetadata.php?StudyID=ST003,1
ST003090,"Analysis of lipid profiles of N2A-Pz1-KO cells expressing tdTOMATO-vector (mock), TMEM120A, or TMEM120B",Mus musculus,LC-MS,9,2024-02-16,2024-07-16,Rutgers University,CC BY 4.0,https://creativecommons.org/licenses/by/4.0/,-,-,1,https://www.metabolomicsworkbench.org/data/DRCCMetadata.php?StudyID=ST003,1
ST003091,T cell Immune Escape in Blast Crisis Transformation of Chronic Myeloid Leukemia,Mus musculus,LC-MS,224,2024-02-16,2024-03-01,Translational Genomics Research Institute,CC BY 4.0,https://creativecommons.org/licenses/by/4.0/,-,-,1,https://www.metabolomicsworkbench.org/data/DRCCMetadata.php?StudyID=ST003,1
ST003092,Prediction of metabolites associated with somatic mutations in cancers by using genome-scale metabolic models and mutation data,Homo sapiens,CE-MS,38,2024-02-20,2024-02-20,Korea Advanced Institute of Science and Technology (KAIST),CC BY 4.0,https://creativecommons.org/licenses/by/4.0/,-,-,1,https://www.metabolomicsworkbench.org/data/DRCCMetadata.php?StudyID=ST003,1
ST003093,Integrative Analysis of Cytokine and Lipidomics Datasets Following Mild Traumatic Brain Injury in the Rat,Rattus norvegicus,LC-MS,54,2024-02-20,2024-02-20,Georgia Institute of Technology,CC BY 4.0,https://creativecommons.org/licenses/by/4.0/,-,-,1,https://www.metabolomicsworkbench.org/data/DRCCMetadata.php?StudyID=ST003,1
ST003094,Lactiplantibacillus plantarum intervention on serum untargeted metabolome of gestational fecal microbiome transplant germ-free mice,Mus musculus,LC-MS,10,2024-02-21,2024-03-08,Beijing Sanyuan Foods Co. Ltd,CC BY 4.0,https://creativecommons.org/licenses/by/4.0/,-,-,1,https://www.metabolomicsworkbench.org/data/DRCCMetadata.php?StudyID=ST003,1
ST003095,Lactiplantibacillus plantarum intervention on serum choline derivatives of gestational fecal microbiome transplant germ-free mice,Mus musculus,LC-MS,10,2024-02-21,2024-03-08,Beijing Sanyuan Foods Co. Ltd,CC BY 4.0,https://creativecommons.org/licenses/by/4.0/,-,-,1,https://www.metabolomicsworkbench.org/data/DRCCMetadata.php?StudyID=ST003,1
ST003096,Lactiplantibacillus plantarum intervention on cecum short-chain fatty acids of gestational fecal microbiome transplant germ-free mice,Mus musculus,GC-MS,10,2024-02-21,2024-03-08,Beijing Sanyuan Foods Co. Ltd,CC BY 4.0,https://creativecommons.org/licenses/by/4.0/,-,-,1,https://www.metabolomicsworkbench.org/data/DRCCMetadata.php?StudyID=ST003,1
ST003097,Lactiplantibacillus plantarum intervention on cecum bile acids of gestational fecal microbiome transplant germ-free mice,Mus musculus,LC-MS,10,2024-02-22,2024-03-08,Beijing Sanyuan Foods Co. Ltd,CC BY 4.0,https://creativecommons.org/licenses/by/4.0/,-,-,1,https://www.metabolomicsworkbench.org/data/DRCCMetadata.php?StudyID=ST003,1
ST003098,Lactiplantibacillus plantarum intervention on cecum tryptophans of gestational fecal microbiome transplant germ-free mice,Mus musculus,LC-MS,10,2024-02-22,2024-03-08,Beijing Sanyuan Foods Co. Ltd,CC BY 4.0,https://creativecommons.org/licenses/by/4.0/,-,-,1,https://www.metabolomicsworkbench.org/data/DRCCMetadata.php?StudyID=ST003,1
ST003099,Lactiplantibacillus plantarum intervention on fecal short-chain fatty acids of gestational fecal microbiome transplant germ-free mice,Mus musculus,GC-MS,50,2024-02-22,2024-03-08,Beijing Sanyuan Foods Co. Ltd,CC BY 4.0,https://creativecommons.org/licenses/by/4.0/,-,-,1,https://www.metabolomicsworkbench.org/data/DRCCMetadata.php?StudyID=ST003,1
ST003100,Lactiplantibacillus plantarum intervention on fecal bile acids of gestational fecal microbiome transplant germ-free mice,Mus musculus,LC-MS,50,2024-02-22,2024-03-08,Beijing Sanyuan Foods Co. Ltd,CC BY 4.0,https://creativecommons.org/licenses/by/4.0/,-,-,1,https://www.metabolomicsworkbench.org/data/DRCCMetadata.php?StudyID=ST003,1
ST003101,"Parallel pheromonal, metabolite, and lipid analyses reveal patterns associated with early life transitions and ovary activation in honey bee (Apis mellifera) queens",Apis mellifera,LC-MS,40,2024-02-23,2024-05-24,"Life Sciences Institute, The University of British Columbia",CC BY 4.0,https://creativecommons.org/licenses/by/4.0/,-,-,1,https://www.metabolomicsworkbench.org/data/DRCCMetadata.php?StudyID=ST003,1
ST003102,Cellular adaptation to cancer therapy occurs by progressive state transitions along a resistance continuum,Homo sapiens,LC-MS,12,2024-02-23,2024-04-02,NYU Langone Health,CC BY 4.0,https://creativecommons.org/licenses/by/4.0/,-,-,1,https://www.metabolomicsworkbench.org/data/DRCCMetadata.php?StudyID=ST003,1
ST003103,Reinforcing the Evidence of Mitochondrial Dysfunction in Long COVID Patients using a Multiplatform Mass Spectrometry-based Metabolomics Approach,Homo sapiens,GC-MS/LC-MS,92,2024-02-23,2024-03-25,Universidad CEU San Pablo,CC BY 4.0,https://creativecommons.org/licenses/by/4.0/,-,-,1,https://www.metabolomicsworkbench.org/data/DRCCMetadata.php?StudyID=ST003,1
ST003104,Metabolomics studies on human cardiac samples,Homo sapiens,LC-MS,25,2024-02-27,2024-03-11,University of Sydney,CC BY 4.0,https://creativecommons.org/licenses/by/4.0/,-,-,1,https://www.metabolomicsworkbench.org/data/DRCCMetadata.php?StudyID=ST003,1
ST003105,Activation of GFRAL+ Neurons Induces Hypothermia and Glucoregulatory Responses Associated with Nausea and Torpor,Mus musculus,NMR,32,2024-02-27,2024-03-18,University of Gothenburg,CC BY 4.0,https://creativecommons.org/licenses/by/4.0/,-,-,1,https://www.metabolomicsworkbench.org/data/DRCCMetadata.php?StudyID=ST003,1
ST003106,13C-palmitate labeling experiment in ICC13-7 treated with DMSO or Infigratinib,Homo sapiens,LC-MS,6,2024-02-27,2024-03-20,Massachusetts General Hospital,CC BY 4.0,https://creativecommons.org/licenses/by/4.0/,-,-,1,https://www.metabolomicsworkbench.org/data/DRCCMetadata.php?StudyID=ST003,1
ST003107,Characterization of metabolic changes upon FGFR inhibition in ICC13-7 Xenograft,Mus musculus,LC-MS,6,2024-02-28,2024-03-20,Massachusetts General Hospital,CC BY 4.0,https://creativecommons.org/licenses/by/4.0/,-,-,1,https://www.metabolomicsworkbench.org/data/DRCCMetadata.php?StudyID=ST003,1
ST003108,Complete absence of GLUT1 does not impair human terminal erythroid differentiation,Homo sapiens,LC-MS,72,2024-02-28,2024-03-20,University of Colorado School of Medicine,CC BY 4.0,https://creativecommons.org/licenses/by/4.0/,-,-,1,https://www.metabolomicsworkbench.org/data/DRCCMetadata.php?StudyID=ST003,1
ST003109,HZV029 Metabolomics,Homo sapiens,LC-MS,3408,2024-02-29,2024-05-24,Jackson Laboratory for Genomic Medicine,CC BY 4.0,https://creativecommons.org/licenses/by/4.0/,-,-,1,https://www.metabolomicsworkbench.org/data/DRCCMetadata.php?StudyID=ST003,1
ST003110,Influence of Lifestyle Factors on Epigenetic and Proteomic Biomarkers: A Cross-Sectional Comparison,Homo sapiens,LC-MS,136,2024-02-29,2025-02-28,Appalachian State University,CC BY 4.0,https://creativecommons.org/licenses/by/4.0/,-,-,1,https://www.metabolomicsworkbench.org/data/DRCCMetadata.php?StudyID=ST003,1
ST003111,"Inhibition of Asparagine Synthetase Effectively Retards Polycystic Kidney Disease Progression, investigated with targeted metabolomics in Tam-Cre;Pkd1ΔC/flox mouse model kidneys.",Mus musculus,LC-MS,18,2024-03-01,2024-04-30,San Raffaele University,CC BY 4.0,https://creativecommons.org/licenses/by/4.0/,-,-,1,https://www.metabolomicsworkbench.org/data/DRCCMetadata.php?StudyID=ST003,1
ST003112,Glucose Hypometabolism Prompts RAN Translation and Exacerbates C9orf72-related ALS/FTD Phenotypes,Mus musculus,LC-MS,20,2024-03-08,2024-03-29,Thomas Jefferson University,CC BY 4.0,https://creativecommons.org/licenses/by/4.0/,-,-,1,https://www.metabolomicsworkbench.org/data/DRCCMetadata.php?StudyID=ST003,1
ST003113,"Inhibition of Asparagine Synthetase Effectively Retards Polycystic Kidney Disease Progression, investigated with targeted tracing metabolomics analysis in MEF cells using 15N2-glutamine.",Mus musculus,LC-MS,46,2024-03-04,2024-04-30,San Raffaele University,CC BY 4.0,https://creativecommons.org/licenses/by/4.0/,-,-,1,https://www.metabolomicsworkbench.org/data/DRCCMetadata.php?StudyID=ST003,1
ST003114,"Lipidomics analyses in model membranes, isolated mitochondria and cellular systems to study how the local lipid environment affects BAX and BAK function during apoptosis.",Homo sapiens,LC-MS/MS(Dir. Inf.),40,2024-03-06,2024-03-13,University of Cologne,CC BY 4.0,https://creativecommons.org/licenses/by/4.0/,-,-,1,https://www.metabolomicsworkbench.org/data/DRCCMetadata.php?StudyID=ST003,1
ST003115,Comprehensive Untargeted LC-MS Metabolomics Analysis of HMGCS2 Knockout iPSCs(Cell Pellet),Homo sapiens,LC-MS,146,2024-03-07,2025-02-28,Jackson Laboratory for Genomic Medicine,CC BY 4.0,https://creativecommons.org/licenses/by/4.0/,-,-,1,https://www.metabolomicsworkbench.org/data/DRCCMetadata.php?StudyID=ST003,1
ST003116,Comprehensive Untargeted LC-MS Metabolomics Analysis of HMGCS2 Knockout iPSCs(Supernatant/Media),Homo sapiens,LC-MS,146,2024-03-07,2025-02-28,Jackson Laboratory for Genomic Medicine,CC BY 4.0,https://creativecommons.org/licenses/by/4.0/,-,-,1,https://www.metabolomicsworkbench.org/data/DRCCMetadata.php?StudyID=ST003,1
ST003118,Glucose Hypometabolism Prompts RAN Translation and Exacerbates C9orf72-related ALS/FTD Phenotypes - Study 2,Mus musculus,LC-MS,10,2024-03-08,2024-03-29,Thomas Jefferson University,CC BY 4.0,https://creativecommons.org/licenses/by/4.0/,-,-,1,https://www.metabolomicsworkbench.org/data/DRCCMetadata.php?StudyID=ST003,1
ST003119,Bleach protects algal crops from novel pathogen but increases stress tolerance traits and virulence factors within the associated bacterial microbiome,Algae,LC-MS,42,2024-03-08,2025-09-09,National Renewable Energy Lab,CC BY 4.0,https://creativecommons.org/licenses/by/4.0/,-,-,1,https://www.metabolomicsworkbench.org/data/DRCCMetadata.php?StudyID=ST003,1
ST003120,Mannose is crucial for mesoderm specification and symmetry breaking in gastruloids.,Mus musculus,LC-MS,22,2024-03-12,2024-03-13,"Dept of Genetics, University of Cambridge",CC BY 4.0,https://creativecommons.org/licenses/by/4.0/,-,-,1,https://www.metabolomicsworkbench.org/data/DRCCMetadata.php?StudyID=ST003,1
ST003121,Metabolomic profiling of ALG13-CDG brain organoids,Homo sapiens,LC-MS,6,2024-03-12,2025-03-06,Mayo Clinic,CC BY 4.0,https://creativecommons.org/licenses/by/4.0/,-,-,1,https://www.metabolomicsworkbench.org/data/DRCCMetadata.php?StudyID=ST003,1
ST003122,Characterizing Metabolic Profiles in Human Hypophysis Tissue According to Hormone Secretion Patterns through NMR Metabolomics,Homo sapiens,NMR,22,2024-03-13,2025-08-20,Bezmialem Vakif University,CC BY 4.0,https://creativecommons.org/licenses/by/4.0/,-,-,1,https://www.metabolomicsworkbench.org/data/DRCCMetadata.php?StudyID=ST003,1
ST003123,OMM1.3 uveal melanoma cells fed with [U-13C6] glucose and treated with Fasnall for 4 h,Homo sapiens,LC-MS,23,2024-03-15,2024-03-29,Wistar Institute,CC BY 4.0,https://creativecommons.org/licenses/by/4.0/,-,-,1,https://www.metabolomicsworkbench.org/data/DRCCMetadata.php?StudyID=ST003,1
ST003124,Serum metabolites in inherited retinal degenerations,Homo sapiens,LC-MS,620,2024-03-15,2024-03-17,National Taiwan University,CC BY 4.0,https://creativecommons.org/licenses/by/4.0/,-,-,1,https://www.metabolomicsworkbench.org/data/DRCCMetadata.php?StudyID=ST003,1
ST003125,Pulmonary maternal immune activation does not extend through the placenta but leads to fetal metabolic adaptation - Fetal liver,Mus musculus,LC-MS,107,2024-03-19,2024-04-02,University of Copenhagen,CC BY 4.0,https://creativecommons.org/licenses/by/4.0/,-,-,1,https://www.metabolomicsworkbench.org/data/DRCCMetadata.php?StudyID=ST003,1
ST003126,Effect of high fat diet on heart metabolome of CHCHD10 mutant mice,Mus musculus,LC-MS,40,2024-03-19,2024-03-26,Weill Cornell Medicine,CC BY 4.0,https://creativecommons.org/licenses/by/4.0/,-,-,1,https://www.metabolomicsworkbench.org/data/DRCCMetadata.php?StudyID=ST003,1
ST003127,Effect of High Fat Diet on Heart Lipidome in CHCHD10 Mutant Mice,Mus musculus,LC-MS,40,2024-03-19,2024-03-26,Weill Cornell Medicine,CC BY 4.0,https://creativecommons.org/licenses/by/4.0/,-,-,1,https://www.metabolomicsworkbench.org/data/DRCCMetadata.php?StudyID=ST003,1
ST003128,Effect of high fat diet on serum lipidome and metabolome in CHCHD10 Mutant Mice,Mus musculus,LC-MS,72,2024-03-19,2024-03-26,Weill Cornell Medicine,CC BY 4.0,https://creativecommons.org/licenses/by/4.0/,-,-,1,https://www.metabolomicsworkbench.org/data/DRCCMetadata.php?StudyID=ST003,1
ST003129,Pulmonary maternal immune activation does not extend through the placenta but leads to fetal metabolic adaptation - Maternal liver,Mus musculus,LC-MS,72,2024-03-20,2024-04-02,University of Copenhagen,CC BY 4.0,https://creativecommons.org/licenses/by/4.0/,-,-,1,https://www.metabolomicsworkbench.org/data/DRCCMetadata.php?StudyID=ST003,1
ST003130,Pulmonary maternal immune activation does not extend through the placenta but leads to fetal metabolic adaptation - Maternal blood,Mus musculus,LC-MS,65,2024-03-20,2024-04-02,University of Copenhagen,CC BY 4.0,https://creativecommons.org/licenses/by/4.0/,-,-,1,https://www.metabolomicsworkbench.org/data/DRCCMetadata.php?StudyID=ST003,1
ST003131,Untargeted Metabolomics on mouse caecal contents,Mus musculus,LC-MS,63,2024-03-20,2024-03-22,University College Cork,CC BY 4.0,https://creativecommons.org/licenses/by/4.0/,-,-,1,https://www.metabolomicsworkbench.org/data/DRCCMetadata.php?StudyID=ST003,1
ST003132,Untargeted Metabolomics on Mouse colonic mucosa,Mus musculus,LC-MS,63,2024-03-20,2024-03-22,University College Cork,CC BY 4.0,https://creativecommons.org/licenses/by/4.0/,-,-,1,https://www.metabolomicsworkbench.org/data/DRCCMetadata.php?StudyID=ST003,1
ST003133,Unraveling Salivary Metabolome in Children with Eosinophilic Esophagitis,Homo sapiens,LC-MS,28,2024-03-21,2024-09-20,Vanderbilt University,CC BY 4.0,https://creativecommons.org/licenses/by/4.0/,-,-,1,https://www.metabolomicsworkbench.org/data/DRCCMetadata.php?StudyID=ST003,1
ST003134,Targeting SOX13 inhibits the assembly of respiratory chain supercomplexes to overcome ferroptosis-resistance in gastric cancer,Homo sapiens,LC-MS,24,2024-03-22,2024-04-12,Fudan University Shanghai Cancer Center,CC BY 4.0,https://creativecommons.org/licenses/by/4.0/,-,-,1,https://www.metabolomicsworkbench.org/data/DRCCMetadata.php?StudyID=ST003,1
ST003135,Metabolomic study of T effector and T regulatory cells in severe allergic patients,Homo sapiens,LC-MS,136,2024-03-22,2024-08-22,Universidad CEU San Pablo,CC BY 4.0,https://creativecommons.org/licenses/by/4.0/,-,-,1,https://www.metabolomicsworkbench.org/data/DRCCMetadata.php?StudyID=ST003,1
ST003136,Circulating N-lactoyl-amino acids and N-formyl-methionine reflect mitochondrial dysfunction and predict mortality in septic shock,Homo sapiens,LC-MS,98,2024-03-22,2025-01-05,Massachusetts General Hospital,CC BY 4.0,https://creativecommons.org/licenses/by/4.0/,-,-,1,https://www.metabolomicsworkbench.org/data/DRCCMetadata.php?StudyID=ST003,1
ST003137,"Lipid class-specific kinetics of plasma fatty acids, oxylipins, endocannabinoids, lysophospholipids and bile acids upon a lipopolysaccharide challenge of healthy humans and their modulation by anti-oxidative supplements (Part 1/2 - negative mode)",Homo sapiens,LC-MS,599,2024-03-25,2025-06-02,University of Vienna,CC BY 4.0,https://creativecommons.org/licenses/by/4.0/,-,-,1,https://www.metabolomicsworkbench.org/data/DRCCMetadata.php?StudyID=ST003,1
ST003138,"Lipid class-specific kinetics of plasma fatty acids, oxylipins, endocannabinoids, lysophospholipids and bile acids upon a lipopolysaccharide challenge of healthy humans and their modulation by anti-oxidative supplements (Part 2/2 - positive mode)",Homo sapiens,LC-MS,299,2024-03-25,2025-06-02,University of Vienna,CC BY 4.0,https://creativecommons.org/licenses/by/4.0/,-,-,1,https://www.metabolomicsworkbench.org/data/DRCCMetadata.php?StudyID=ST003,1
