study_id,analysis_id,analysis_summary,analysis_type,chromatography_type,ms_instrument_type,ion_mode,units,assay_scope,assay_scope_basis,chromatography system,column_name,ms_instrument_name,ms_type,nmr_experiment_type,nmr_instrument_type,nmr_solvent,spectrometer_frequency
ST002459,AN004013,HILIC POSITIVE ION MODE,MS,HILIC,QTOF,POSITIVE,Ion abundance,unclassified_or_other,no explicit targeted/untargeted label,Agilent 6550,"SeQuant ZIC-HILIC (100 x 2.1mm,3.5um)",Agilent 6545 QTOF,ESI,,,,
ST002460,AN004014,Reversed phase POSITIVE ION MODE,MS,Reversed phase,QTOF,POSITIVE,counts,unclassified_or_other,no explicit targeted/untargeted label,Bruker ELUTE UHPLC,"Thermo Acclaim Polar Advantage II (150 x 3mm,3um)",Bruker Compact,ESI,,,,
ST002461,AN004015,Normal phase POSITIVE ION MODE,MS,Normal phase,Single quadrupole,POSITIVE,Peak area,unclassified_or_other,no explicit targeted/untargeted label,Ultimate 3000LC (Thermo),"Waters ACQUITY UPLC HSS CN (100 x 2.1mm,1.8um)",Thermo Q Exactive Orbitrap,ESI,,,,
ST002461,AN004016,Normal phase NEGATIVE ION MODE,MS,Normal phase,Single quadrupole,NEGATIVE,Peak area,unclassified_or_other,no explicit targeted/untargeted label,Ultimate 3000LC (Thermo),"Waters ACQUITY UPLC HSS CN (100 x 2.1mm,1.8um)",Thermo Q Exactive Orbitrap,ESI,,,,
ST002462,AN004017,Reversed phase POSITIVE ION MODE,MS,Reversed phase,Triple TOF,POSITIVE,uM,unclassified_or_other,no explicit targeted/untargeted label,Shimadzu 20AD,"Waters ACQUITY UPLC BEH C18 (100 x 2.1mm,1.7um)",ABI Sciex 5600 TripleTOF,ESI,,,,
ST002463,AN004018,Reversed phase POSITIVE ION MODE,MS,Reversed phase,Triple TOF,POSITIVE,uM,unclassified_or_other,no explicit targeted/untargeted label,Shimadzu 20AD,"Waters ACQUITY UPLC BEH C18 (100 x 2.1mm,1.7um)",ABI Sciex 5600 TripleTOF,ESI,,,,
ST002465,AN004021,HILIC NEGATIVE ION MODE,MS,HILIC,Orbitrap,NEGATIVE,AUC,unclassified_or_other,no explicit targeted/untargeted label,Thermo Vanquish,"Thermo Syncronis HILIC (100 x 2.1mm, 1.7um)",Thermo Q Exactive HF hybrid Orbitrap,ESI,,,,
ST002466,AN004022,Reversed phase NEGATIVE ION MODE,MS,Reversed phase,Triple TOF,NEGATIVE,Relative Abundance of Isotopologues,unclassified_or_other,no explicit targeted/untargeted label,Shimadzu 20AD,"Phenomenex Synergi Hydro RP 100 A (100 x 2mm, 2.5um)",ABI Sciex 5600+ TripleTOF,ESI,,,,
ST002467,AN004023,HILIC UNSPECIFIED ION MODE,MS,HILIC,Orbitrap,UNSPECIFIED,Normalized peak area,explicit_untargeted,Metabolomics Workbench untarg_studies index,Q Exactive™ Plus Hybrid Quadrupole-Orbitrap™ Mass Spectrometer,"Water's Xbridge amide (100 x 3mm, 3.5 um)",Thermo Q Exactive Plus Orbitrap,ESI,,,,
ST002468,AN004024,Reversed phase POSITIVE ION MODE,MS,Reversed phase,QTOF,POSITIVE,normalized peak area,unclassified_or_other,no explicit targeted/untargeted label,Waters Acquity,"Waters Acquity UPLC BEH C18 (100 x 1.0 mm, 1.7um)",Waters QTOF Premier,ESI,,,,
ST002469,AN004025,Reversed phase POSITIVE ION MODE,MS,Reversed phase,Orbitrap,POSITIVE,Peak Area,explicit_untargeted,Metabolomics Workbench untarg_studies index,Q Exactive HF Hybrid Quadrupole-Orbitrap,"AccucoreTM C30 column (2.1 × 150 mm, 2.6 µm particle size)",Thermo Q Exactive HF hybrid Orbitrap,ESI,,,,
ST002469,AN004026,Reversed phase NEGATIVE ION MODE,MS,Reversed phase,Orbitrap,NEGATIVE,Peak Area,explicit_untargeted,Metabolomics Workbench untarg_studies index,Q Exactive HF Hybrid Quadrupole-Orbitrap,"AccucoreTM C30 column (2.1 × 150 mm, 2.6 µm particle size)",Thermo Q Exactive HF hybrid Orbitrap,ESI,,,,
ST002469,AN004027,HILIC POSITIVE ION MODE,MS,HILIC,Orbitrap,POSITIVE,Peak Area,explicit_untargeted,Metabolomics Workbench untarg_studies index,Orbitrap ID-X Tribrid mass spectrometer,"Waters ACQUITY UPLC BEH Amide (150 x 2.1mm,1.7um)",Thermo Orbitrap ID-X Tribrid,ESI,,,,
ST002469,AN004028,HILIC NEGATIVE ION MODE,MS,HILIC,Orbitrap,NEGATIVE,Peak Area,explicit_untargeted,Metabolomics Workbench untarg_studies index,Orbitrap ID-X Tribrid mass spectrometer,"Waters ACQUITY UPLC BEH Amide (150 x 2.1mm,1.7um)",Thermo Orbitrap ID-X Tribrid,ESI,,,,
ST002470,AN004029,HILIC POSITIVE ION MODE,MS,HILIC,Orbitrap,POSITIVE,Abundance,explicit_untargeted,Metabolomics Workbench untarg_studies index,Shimadzu Nexera X2,"Waters Atlantis HILIC (150 x 2 mm, 3 μm)",Thermo Q Exactive Plus Orbitrap,ESI,,,,
ST002470,AN004030,Reversed phase POSITIVE ION MODE,MS,Reversed phase,Orbitrap,POSITIVE,Abundance,explicit_untargeted,Metabolomics Workbench untarg_studies index,Shimadzu Nexera X2,"Waters Acquity BEH C8 (100 x 2.1mm, 1.7um)",Thermo Q Exactive Plus Orbitrap,ESI,,,,
ST002470,AN004031,HILIC NEGATIVE ION MODE,MS,HILIC,Orbitrap,NEGATIVE,Abundance,explicit_untargeted,Metabolomics Workbench untarg_studies index,Shimadzu Nexera X2,"Phenomenex Luna NH2 (150 x 2.1mm, 3um)",Thermo Q Exactive Plus Orbitrap,ESI,,,,
ST002470,AN004032,Reversed phase NEGATIVE ION MODE,MS,Reversed phase,Orbitrap,NEGATIVE,Abundance,explicit_untargeted,Metabolomics Workbench untarg_studies index,Shimadzu Nexera X2,"Waters ACQUITY UPLC BEH C18 (150 x 1.7mm,2.1um)",Thermo Q Exactive Orbitrap,ESI,,,,
ST002471,AN004033,HILIC POSITIVE ION MODE,MS,HILIC,Orbitrap,POSITIVE,Abundance,explicit_untargeted,Metabolomics Workbench untarg_studies index,Shimadzu Nexera X2,"Waters Atlantis HILIC (150 x 2 mm, 3 µm)",Thermo Q Exactive Plus Orbitrap,ESI,,,,
ST002471,AN004034,Reversed phase POSITIVE ION MODE,MS,Reversed phase,Orbitrap,POSITIVE,Abundance,explicit_untargeted,Metabolomics Workbench untarg_studies index,Shimadzu Nexera X2,"Waters Acquity BEH C8 (100 x 2.1mm, 1.7um)",Thermo Q Exactive Plus Orbitrap,ESI,,,,
ST002471,AN004035,HILIC NEGATIVE ION MODE,MS,HILIC,Orbitrap,NEGATIVE,Abundance,explicit_untargeted,Metabolomics Workbench untarg_studies index,Shimadzu Nexera X2,"Phenomenex Luna NH2 (150 x 2.1mm, 3um)",Thermo Q Exactive Plus Orbitrap,ESI,,,,
ST002471,AN004036,Reversed phase NEGATIVE ION MODE,MS,Reversed phase,Orbitrap,NEGATIVE,Abundance,explicit_untargeted,Metabolomics Workbench untarg_studies index,Shimadzu Nexera X2,"Waters ACQUITY UPLC BEH C18 (150 x 1.7mm,2.1um)",Thermo Q Exactive Orbitrap,ESI,,,,
ST002472,AN004037,HILIC POSITIVE ION MODE,MS,HILIC,Orbitrap,POSITIVE,Abundance,explicit_untargeted,Metabolomics Workbench untarg_studies index,Shimadzu Nexera X2,"Waters Atlantis HILIC (150 x 2 mm, 3 μm)",Thermo Q Exactive Plus Orbitrap,ESI,,,,
ST002472,AN004038,Reversed phase POSITIVE ION MODE,MS,Reversed phase,Orbitrap,POSITIVE,Abundance,explicit_untargeted,Metabolomics Workbench untarg_studies index,Shimadzu Nexera X2,"Waters Acquity BEH C8 (100 x 2.1mm, 1.7um)",Thermo Q Exactive Plus Orbitrap,ESI,,,,
ST002473,AN004039,HILIC POSITIVE ION MODE,MS,HILIC,Orbitrap,POSITIVE,Abundance,explicit_untargeted,Metabolomics Workbench untarg_studies index,Shimadzu Nexera X2,"Waters Atlantis HILIC (150 x 2 mm, 3 μm)",Thermo Q Exactive Plus Orbitrap,ESI,,,,
ST002473,AN004040,HILIC NEGATIVE ION MODE,MS,HILIC,Orbitrap,NEGATIVE,Abundance,explicit_untargeted,Metabolomics Workbench untarg_studies index,Shimadzu Nexera X2,"Phenomenex Luna NH2 (150 x 2.1mm,3um)",Thermo Q Exactive Plus Orbitrap,ESI,,,,
ST002474,AN004041,Reversed phase POSITIVE ION MODE,MS,Reversed phase,Triple quadrupole,POSITIVE,ng/ml,unclassified_or_other,no explicit targeted/untargeted label,Sciex Triple Quad TM 4500MD MS,"Phenomenex Kinetex C18 (50 x 2.1mm,1.7um)",ABI Sciex 5500 QTrap,ESI,,,,
ST002475,AN004042,HILIC POSITIVE ION MODE,MS,HILIC,Triple TOF,POSITIVE,Original peak intensity values,unclassified_or_other,no explicit targeted/untargeted label,Agilent 1290 Infinity,"Waters ACQUITY UPLC HSS T3 (150 x 2.1mm,1.7um)",ABI Sciex 6600 TripleTOF,ESI,,,,
ST002475,AN004043,HILIC NEGATIVE ION MODE,MS,HILIC,Triple TOF,NEGATIVE,Original peak intensity values,unclassified_or_other,no explicit targeted/untargeted label,Agilent 1290 Infinity,"Waters ACQUITY UPLC HSS T3 (150 x 2.1mm,1.7um)",ABI Sciex 6600 TripleTOF,ESI,,,,
ST002477,AN004046,HILIC UNSPECIFIED ION MODE,MS,HILIC,Orbitrap,UNSPECIFIED,MS reading,unclassified_or_other,no explicit targeted/untargeted label,Thermo Scientific QExactive HF-X hybrid quadrupole orbitrap high-resolution mass spectrometer (HRMS),"Millipore ZIC-pHILIC column (5 mm, 2.1×150 mm)",Thermo Q Exactive HF-X Orbitrap,ESI,,,,
ST002478,AN004047,Reversed phase POSITIVE ION MODE,MS,Reversed phase,QTOF,POSITIVE,m/z values,explicit_untargeted,Metabolomics Workbench untarg_studies index,ACQUITY SYNAPT G2-Si Mass Spectrometer,1.7 µm C18 BEH column,Waters Synapt-G2-Si,ESI,,,,
ST002480,AN004050,Reversed phase UNSPECIFIED ION MODE,MS,Reversed phase,QTOF,UNSPECIFIED,Raw quantification,explicit_untargeted,Metabolomics Workbench untarg_studies index,Agilent 1290 Infinity II,"Waters ACQUITY UPLC BEH C18 (100 x 2.1mm,1.7um)",Agilent 6545 QTOF,ESI,,,,
ST002481,AN004051,Reversed phase UNSPECIFIED ION MODE,MS,Reversed phase,Triple TOF,UNSPECIFIED,1,unclassified_or_other,no explicit targeted/untargeted label,Shimadzu 20AD,BEH C18 column (2.1 × 100 mm × 1.7 µm particle size),ABI Sciex 5600 TripleTOF,ESI,,,,
ST002482,AN004052,Reversed phase POSITIVE ION MODE,MS,Reversed phase,Orbitrap,POSITIVE,Integrated peak area,explicit_untargeted,Metabolomics Workbench untarg_studies index,Agilent 1290 Infinity II,"Agilent Zorbax Eclipse Plus C18 (100 x 2.1mm, 1.8 um)",Thermo Q Exactive Orbitrap,ESI,,,,
ST002483,AN004053,Reversed phase POSITIVE ION MODE,MS,Reversed phase,QTOF,POSITIVE,Peak area,explicit_untargeted,Metabolomics Workbench untarg_studies index,Waters Acquity I-Class,"Waters Acquity BEH C8 (100 x 2.1mm, 1.7um)",Waters Xevo-G2-XS,ESI,,,,
ST002483,AN004054,Reversed phase NEGATIVE ION MODE,MS,Reversed phase,QTOF,NEGATIVE,Peak area,explicit_untargeted,Metabolomics Workbench untarg_studies index,Waters Acquity I-Class,"Waters Acquity BEH C8 (100 x 2.1mm, 1.7um)",Waters Xevo-G2-XS,ESI,,,,
ST002485,AN004056,Reversed phase NEGATIVE ION MODE,MS,Reversed phase,Orbitrap,NEGATIVE,peak area,unclassified_or_other,no explicit targeted/untargeted label,Thermo Vanquish,"Phenomenex Kinetex C18 2.1 x 150 mm, 1.7 um",Thermo Q Exactive Orbitrap,ESI,,,,
ST002485,AN004057,Reversed phase POSITIVE ION MODE,MS,Reversed phase,Orbitrap,POSITIVE,peak area,unclassified_or_other,no explicit targeted/untargeted label,Thermo Vanquish,"Phenomenex Kinetex C18 2.1 x 150 mm, 1.7 um",Thermo Q Exactive Orbitrap,ESI,,,,
ST002486,AN004058,Reversed phase NEGATIVE ION MODE,MS,Reversed phase,Orbitrap,NEGATIVE,peak area,unclassified_or_other,no explicit targeted/untargeted label,Thermo Vanquish,"Phenomenex Kinetex C18 2.1 x 150 mm, 1.7 um",Thermo Orbitrap Exploris 480,ESI,,,,
ST002486,AN004059,Reversed phase POSITIVE ION MODE,MS,Reversed phase,Orbitrap,POSITIVE,peak area,unclassified_or_other,no explicit targeted/untargeted label,Thermo Vanquish,"Phenomenex Kinetex C18 2.1 x 150 mm, 1.7 um",Thermo Orbitrap Exploris 480,ESI,,,,
ST002487,AN004060,Reversed phase NEGATIVE ION MODE,MS,Reversed phase,Orbitrap,NEGATIVE,peak area,unclassified_or_other,no explicit targeted/untargeted label,Thermo Vanquish,"Phenomenex Kinetex C18 2.1 x 150 mm, 1.7 um",Thermo Orbitrap Exploris 480,ESI,,,,
ST002487,AN004061,Reversed phase POSITIVE ION MODE,MS,Reversed phase,Orbitrap,POSITIVE,peak area,unclassified_or_other,no explicit targeted/untargeted label,Thermo Vanquish,"Phenomenex Kinetex C18 2.1 x 150 mm, 1.7 um",Thermo Orbitrap Exploris 480,ESI,,,,
ST002488,AN004062,Reversed phase NEGATIVE ION MODE,MS,Reversed phase,Orbitrap,NEGATIVE,peak area,unclassified_or_other,no explicit targeted/untargeted label,Thermo Vanquish,"Phenomenex Kinetex C18 2.1 x 150 mm, 1.7 um",Thermo Q Exactive Orbitrap,ESI,,,,
ST002489,AN004063,Reversed phase NEGATIVE ION MODE,MS,Reversed phase,Orbitrap,NEGATIVE,peak area,unclassified_or_other,no explicit targeted/untargeted label,Thermo Vanquish,"Phenomenex Kinetex C18 2.1 x 150 mm, 1.7 um",Thermo Q Exactive Orbitrap,ESI,,,,
ST002490,AN004064,Reversed phase POSITIVE ION MODE,MS,Reversed phase,Orbitrap,POSITIVE,peak area,unclassified_or_other,no explicit targeted/untargeted label,Thermo Vanquish,"Phenomenex Kinetex C18 2.1 x 150 mm, 1.7 um",Thermo Q Exactive Orbitrap,ESI,,,,
ST002491,AN004065,Reversed phase POSITIVE ION MODE,MS,Reversed phase,Triple TOF,POSITIVE,uM,unclassified_or_other,no explicit targeted/untargeted label,Shimadzu 20AD,"Waters ACQUITY UPLC BEH C18 (100 x 2.1mm,1.7um)",ABI Sciex 5600 TripleTOF,ESI,,,,
ST002476,AN004077,CE POSITIVE ION MODE,MS,CE,TOF,POSITIVE,nmol/g,unclassified_or_other,no explicit targeted/untargeted label,Agilent CE,"Fused-silica, i.d. 50 µm(cation)",Agilent CE-TOFMS,ESI,,,,
ST002476,AN004078,CE NEGATIVE ION MODE,MS,CE,TOF,NEGATIVE,nmol/g,unclassified_or_other,no explicit targeted/untargeted label,Agilent CE,"COSMO(+), i.d.50 μm(anion)",Agilent CE-TOFMS,ESI,,,,
ST002479,AN004079,CE POSITIVE ION MODE,MS,CE,TOF,POSITIVE,nmol/g,unclassified_or_other,no explicit targeted/untargeted label,Agilent CE,"Fused-silica, i.d. 50 µm(cation)",Agilent CE-TOFMS,ESI,,,,
ST002479,AN004080,CE NEGATIVE ION MODE,MS,CE,TOF,NEGATIVE,nmol/g,unclassified_or_other,no explicit targeted/untargeted label,Agilent CE,"COSMO(+), i.d.50 μm(anion)",Agilent CE-TOFMS,ESI,,,,
ST002492,AN004081,Reversed phase POSITIVE ION MODE,MS,Reversed phase,Orbitrap,POSITIVE,Peak area,unclassified_or_other,no explicit targeted/untargeted label,Waters Acquity,"Waters ACQUITY UPLC BEH C18 (100 x 2.1mm,1.7um)",Thermo Q Exactive Focus,ESI,,,,
ST002492,AN004082,Reversed phase POSITIVE ION MODE,MS,Reversed phase,Orbitrap,POSITIVE,Peak area,unclassified_or_other,no explicit targeted/untargeted label,Waters Acquity,"Waters ACQUITY UPLC BEH C18 (100 x 2.1mm,1.7um)",Thermo Q Exactive Focus,ESI,,,,
ST002492,AN004083,Reversed phase NEGATIVE ION MODE,MS,Reversed phase,Orbitrap,NEGATIVE,Peak area,unclassified_or_other,no explicit targeted/untargeted label,Waters Acquity,"Waters ACQUITY UPLC BEH C18 (100 x 2.1mm,1.7um)",Thermo Q Exactive Focus,ESI,,,,
ST002492,AN004084,HILIC NEGATIVE ION MODE,MS,HILIC,Orbitrap,NEGATIVE,Peak area,unclassified_or_other,no explicit targeted/untargeted label,Waters Acquity,"Waters ACQUITY UPLC BEH Amide (150 x 2.1mm,1.7um)",Thermo Q Exactive Focus,ESI,,,,
ST002493,AN004085,GC UNSPECIFIED ION MODE,MS,GC,GC-TOF,UNSPECIFIED,peak intensity,unclassified_or_other,no explicit targeted/untargeted label,Agilent 6890N,"Restek Rtx-5Sil MS (30 x 0.25mm, 0.25um)",Leco Pegasus IV TOF,EI,,,,
ST002493,AN004086,HILIC POSITIVE ION MODE,MS,HILIC,QTOF,POSITIVE,peak intensity,unclassified_or_other,no explicit targeted/untargeted label,Waters Acquity,"Waters ACQUITY UPLC BEH Amide (150 x 2.1mm,1.7um)",Agilent 6530 QTOF,ESI,,,,
ST002493,AN004087,HILIC NEGATIVE ION MODE,MS,HILIC,QTOF,NEGATIVE,peak intensity,unclassified_or_other,no explicit targeted/untargeted label,Waters Acquity,"Waters ACQUITY UPLC BEH Amide (150 x 2.1mm,1.7um)",Agilent 6530 QTOF,ESI,,,,
ST002493,AN004088,Reversed phase POSITIVE ION MODE,MS,Reversed phase,QTOF,POSITIVE,peak intensity,unclassified_or_other,no explicit targeted/untargeted label,Waters Acquity,"Waters ACQUITY UPLC CSH C18 (100 x 2.1mm,1.7um)",Agilent 6530 QTOF,ESI,,,,
ST002493,AN004089,Reversed phase NEGATIVE ION MODE,MS,Reversed phase,QTOF,NEGATIVE,peak intensity,unclassified_or_other,no explicit targeted/untargeted label,Waters Acquity,"Waters ACQUITY UPLC CSH C18 (100 x 2.1mm,1.7um)",Agilent 6550 QTOF,ESI,,,,
ST002493,AN004090,Normal phase POSITIVE ION MODE,MS,Normal phase,Orbitrap,POSITIVE,peak intensity,unclassified_or_other,no explicit targeted/untargeted label,Thermo Vanquish,"Phenomenex Kinetex PFP (100 x 2.1mm,2.6um)",Thermo Q Exactive Orbitrap,ESI,,,,
ST002493,AN004091,Normal phase NEGATIVE ION MODE,MS,Normal phase,Orbitrap,NEGATIVE,peak intensity,unclassified_or_other,no explicit targeted/untargeted label,Thermo Vanquish,"Phenomenex Kinetex PFP (100 x 2.1mm,2.6um)",Thermo Q Exactive Orbitrap,ESI,,,,
ST002494,AN004092,Reversed phase NEGATIVE ION MODE,MS,Reversed phase,QTOF,NEGATIVE,Raw output from software,unclassified_or_other,no explicit targeted/untargeted label,Agilent 7890B,"Waters ACQUITY UPLC BEH C18 (100 x 2.1mm,1.7um)",Agilent 7200 QTOF,EI,,,,
ST002495,AN004093,Reversed phase NEGATIVE ION MODE,MS,Reversed phase,QTOF,NEGATIVE,Raw output from software,explicit_untargeted,Metabolomics Workbench untarg_studies index,Agilent 7890B,"Waters ACQUITY UPLC BEH C18 (100 x 2.1mm,1.7um)",Agilent 7200 QTOF,ESI,,,,
ST002349,AN004095,Normal phase POSITIVE ION MODE,MS,Normal phase,QTOF,POSITIVE,Ion counts,unclassified_or_other,no explicit targeted/untargeted label,Agilent Model 1290 Infinity II liquid chromatography system,"Cogent Diamond Hydride (150 × 2.1 mm, 4um)",Agilent 6550 QTOF,ESI,,,,
ST002349,AN004096,Normal phase NEGATIVE ION MODE,MS,Normal phase,QTOF,NEGATIVE,Ion counts,unclassified_or_other,no explicit targeted/untargeted label,Agilent Model 1290 Infinity II liquid chromatography system,"Cogent Diamond Hydride (150 × 2.1 mm, 4um)",Agilent 6550 QTOF,ESI,,,,
ST002352,AN004097,Normal phase POSITIVE ION MODE,MS,Normal phase,QTOF,POSITIVE,Ion counts,unclassified_or_other,no explicit targeted/untargeted label,Agilent Model 1290 Infinity II liquid chromatography system,"Cogent Diamond Hydride (150 × 2.1 mm, 4um)",Agilent 6550 QTOF,ESI,,,,
ST002352,AN004098,Normal phase NEGATIVE ION MODE,MS,Normal phase,QTOF,NEGATIVE,Ion counts,unclassified_or_other,no explicit targeted/untargeted label,Agilent Model 1290 Infinity II liquid chromatography system,"Cogent Diamond Hydride (150 × 2.1 mm, 4um)",Agilent 6550 QTOF,ESI,,,,
ST002353,AN004099,Normal phase POSITIVE ION MODE,MS,Normal phase,QTOF,POSITIVE,Ion counts,unclassified_or_other,no explicit targeted/untargeted label,Agilent Model 1290 Infinity II liquid chromatography system,"Cogent Diamond Hydride (150 × 2.1 mm, 4um)",Agilent 6550 QTOF,ESI,,,,
ST002353,AN004100,Normal phase NEGATIVE ION MODE,MS,Normal phase,QTOF,NEGATIVE,Ion counts,unclassified_or_other,no explicit targeted/untargeted label,Agilent Model 1290 Infinity II liquid chromatography system,"Cogent Diamond Hydride (150 × 2.1 mm, 4um)",Agilent 6550 QTOF,ESI,,,,
ST002497,AN004101,HILIC UNSPECIFIED ION MODE,MS,HILIC,Orbitrap,UNSPECIFIED,Absolute Intensity,unclassified_or_other,no explicit targeted/untargeted label,Thermo Ultimate 3000,"SeQuant ZIC-pHILIC (150 x 2.1mm, 5um)",Thermo Q Exactive HF hybrid Orbitrap,ESI,,,,
ST002499,AN004106,Reversed phase NEGATIVE ION MODE,MS,Reversed phase,Orbitrap,NEGATIVE,peak area normalized to IS and cell number,unclassified_or_other,no explicit targeted/untargeted label,Thermo Dionex Ultimate 3000,"Waters XBridge C18 (50 x 2.1mm,3um)",Thermo Exactive Plus Orbitrap,ESI,,,,
ST002500,AN004107,GC UNSPECIFIED ION MODE,MS,GC,Single quadrupole,UNSPECIFIED,pmoles/l,unclassified_or_other,no explicit targeted/untargeted label,Agilent 7890A,"Agilent DB-5ms (30m x 0.25mm, 0.25um)",Agilent 5977,EI,,,,
ST002500,AN004108,Reversed phase POSITIVE ION MODE,MS,Reversed phase,Triple quadrupole,POSITIVE,pmoles/l,unclassified_or_other,no explicit targeted/untargeted label,Thermo TSQ Vantage HPLC-MS/MS,"Waters ACQUITY UPLC BEH C8 (100 x 2.1mm,1.7um)",Thermo TSQ Vantage,ESI,,,,
ST002500,AN004109,Reversed phase NEGATIVE ION MODE,MS,Reversed phase,Triple quadrupole,NEGATIVE,pmoles/l,unclassified_or_other,no explicit targeted/untargeted label,Thermo TSQ Vantage HPLC-MS/MS,"Waters ACQUITY UPLC HSS T3 (100 x 2.1mm,1.8um)",Thermo TSQ Vantage,ESI,,,,
ST002501,AN004110,Reversed phase POSITIVE ION MODE,MS,Reversed phase,Orbitrap,POSITIVE,m/z,explicit_untargeted,Metabolomics Workbench untarg_studies index,Thermo Vanquish,"Waters ACQUITY UPLC HSS T3 (100 x 2.1mm,1.8um)",Thermo Q Exactive HF-X Orbitrap,ESI,,,,
ST002502,AN004111,Reversed phase POSITIVE ION MODE,MS,Reversed phase,Orbitrap,POSITIVE,m/z,explicit_untargeted,Metabolomics Workbench untarg_studies index,Thermo Vanquish,"Waters ACQUITY UPLC HSS T3 (100 x 2.1mm,1.8um)",Thermo Q Exactive HF-X Orbitrap,ESI,,,,
ST002503,AN004112,Reversed phase POSITIVE ION MODE,MS,Reversed phase,QTOF,POSITIVE,Peak Area,unclassified_or_other,no explicit targeted/untargeted label,Agilent 1290 Infinity II,"Waters CORTECS UPLC C18 (150 x 2.1mm,1.6um)",Agilent 6545 QTOF,ESI,,,,
ST002503,AN004113,HILIC POSITIVE ION MODE,MS,HILIC,Orbitrap,POSITIVE,Peak Area,unclassified_or_other,no explicit targeted/untargeted label,Thermo Vanquish,"Waters CORTECS HILIC (100 x 2.1mm,1.6um)",Thermo Orbitrap ID-X Tribrid,ESI,,,,
ST002503,AN004114,HILIC NEGATIVE ION MODE,MS,HILIC,Orbitrap,NEGATIVE,Peak Area,unclassified_or_other,no explicit targeted/untargeted label,Thermo Vanquish,"Waters CORTECS HILIC (100 x 2.1mm,1.6um)",Thermo Orbitrap ID-X Tribrid,ESI,,,,
ST002112,AN004115,HILIC POSITIVE ION MODE,MS,HILIC,Orbitrap,POSITIVE,Area,explicit_untargeted,Metabolomics Workbench untarg_studies index,Thermo Vanquish,"SeQuant ZIC-HILIC (100 x 2.1mm, 3.5um)",Thermo Q Exactive Plus Orbitrap,ESI,,,,
ST002112,AN004116,HILIC NEGATIVE ION MODE,MS,HILIC,Orbitrap,NEGATIVE,Area,explicit_untargeted,Metabolomics Workbench untarg_studies index,Thermo Vanquish,"SeQuant ZIC-HILIC (100 x 2.1mm, 3.5um)",Thermo Q Exactive Plus Orbitrap,ESI,,,,
ST002112,AN004117,Reversed phase POSITIVE ION MODE,MS,Reversed phase,Orbitrap,POSITIVE,Area,explicit_untargeted,Metabolomics Workbench untarg_studies index,Thermo Dionex Ultimate 3000 RS,"Agilent Zorbax SBaq (2.1 x 50 mm, 1.8 um)",Thermo Q Exactive Orbitrap,ESI,,,,
ST002112,AN004118,Reversed phase NEGATIVE ION MODE,MS,Reversed phase,Orbitrap,NEGATIVE,Area,explicit_untargeted,Metabolomics Workbench untarg_studies index,Thermo Dionex Ultimate 3000 RS,"Agilent Zorbax SBaq (2.1 x 50 mm, 1.8 um)",Thermo Q Exactive Orbitrap,ESI,,,,
ST002395,AN004119,HILIC POSITIVE ION MODE,MS,HILIC,Triple TOF,POSITIVE,peak area,unclassified_or_other,no explicit targeted/untargeted label,Thermo Vanquish,"SeQuant ZIC-HILIC (100 x 2.1mm,3.5um)",Thermo Q Exactive Plus Orbitrap,ESI,,,,
ST002504,AN004120,Reversed phase POSITIVE ION MODE,MS,Reversed phase,Orbitrap,POSITIVE,peak area,explicit_untargeted,Metabolomics Workbench untarg_studies index,Thermo Dionex Ultimate 3000 RS,"Thermo Accucore C30 (150 x 2.1mm,2.6um)",Thermo Q Exactive Orbitrap,ESI,,,,
ST002504,AN004121,Reversed phase NEGATIVE ION MODE,MS,Reversed phase,Orbitrap,NEGATIVE,peak area,explicit_untargeted,Metabolomics Workbench untarg_studies index,Thermo Dionex Ultimate 3000 RS,"Thermo Accucore C30 (150 x 2.1mm,2.6um)",Thermo Q Exactive Orbitrap,ESI,,,,
ST002505,AN004126,HILIC POSITIVE ION MODE,MS,HILIC,Triple TOF,POSITIVE,peak area,explicit_untargeted,Metabolomics Workbench untarg_studies index,Agilent 1290 Infinity,"Waters ACQUITY UPLC BEH Amide (100 x 2.1mm,1.7um)",ABI Sciex 6600 TripleTOF,ESI,,,,
ST002505,AN004127,HILIC NEGATIVE ION MODE,MS,HILIC,Triple TOF,NEGATIVE,peak area,explicit_untargeted,Metabolomics Workbench untarg_studies index,Agilent 1290 Infinity,"Waters ACQUITY UPLC BEH Amide (100 x 2.1mm,1.7um)",ABI Sciex 6600 TripleTOF,ESI,,,,
ST002506,AN004128,HILIC UNSPECIFIED ION MODE,MS,HILIC,Orbitrap,UNSPECIFIED,Peak area,unclassified_or_other,no explicit targeted/untargeted label,Q-exactive,"Waters XBridge BEH Amide (100 x 3.0mm, 3.5um)",Thermo Q Exactive Orbitrap,ESI,,,,
ST002507,AN004129,HILIC UNSPECIFIED ION MODE,MS,HILIC,Orbitrap,UNSPECIFIED,Peak area,unclassified_or_other,no explicit targeted/untargeted label,Q-exactive,"Waters XBridge BEH Amide (100 x 3.0mm, 3.5um)",Thermo Q Exactive Orbitrap,ESI,,,,
ST002508,AN004130,HILIC UNSPECIFIED ION MODE,MS,HILIC,Orbitrap,UNSPECIFIED,Peak area,unclassified_or_other,no explicit targeted/untargeted label,Q-exactive,"Waters XBridge BEH Amide (100 x 3.0mm, 3.5um)",Thermo Q Exactive Orbitrap,ESI,,,,
