metabolite,refmet_name,log2fc,p_value,fdr,sex,neg_log10_p
pc(38:4)_feature4,pc(38:4)_lp_d,-0.14080381,0.46042085,1.0,male,0.3368450177205312
oleamide_feature1,oleamide_lp_a,-0.23931636,0.46059975,1.0,male,0.33667630209399774
c22:4 lpc,lpc(22:4),0.10216335,0.46184164,1.0,male,0.3355069133266657
tg(52:1)>tg(16:0_18:0_18:1)_and_tg(16:0_16:0_20:1)_m+nh3_feature3,tg(52:1)_lp_c,-0.20576784,0.4618741,1.0,male,0.3354763905191007
pc(39:5)_feature6,pc(39:5)_lp_f,-0.68915576,0.46191004,1.0,female,0.33544259789805075
"gtinternalstandard_pc(33:1(d7))>pc(15:0/18:1(9z,d7))_feature1","gtinternalstandard_pc(33:1(d7))>pc(15:0/18:1(9z,d7))_[istd]",0.1810457,0.46197858,1.0,female,0.33537816038209944
c38:5 pe plasmalogen,pe(p-38:4)/pe(o-38:5),-0.16303973,0.46344087,1.0,female,0.33400566922364494
tg(53:4)>tg(17:0_18:2_18:2)_and_tg(17:1_18:1_18:2)_m+nh3_feature3,tg(53:4)_lp_c,0.27101138,0.4637032,1.0,male,0.33375990704241687
sm(d43:2)_feature2,sm(d43:2)_lp_b,0.1323124,0.46403646,1.0,male,0.33344789497371996
ltb4,ltb4,0.8908169,0.4650022,1.0,female,0.3325449923883257
pc(o-38:4)_feature7,pc(o-38:4)_lp_g,0.18115239,0.4654215,1.0,male,0.3321535584887172
tg(55:5)>tg(18:2_18:2_19:1)_and_tg(18:1_18:2_19:2)_m+nh3_feature2,tg(55:5)_lp_b,0.48916975,0.4658895,1.0,male,0.33171707736771855
car(18:0-oh)_feature1,car(18:0(oh)),-0.22989666,0.46626785,1.0,female,0.3313645288923964
tg(50:2)>tg(16:0_16:1_18:1)_and_tg(14:0_18:1_18:1)_m+nh3_feature1,tg(50:2)_lp_a,-0.45696545,0.4673705,1.0,male,0.3303387033505926
pc(o-38:2)_feature3,pc(o-38:2)_lp_c,0.14858948,0.4678673,1.0,female,0.32987730728874964
alpha-muricholate,alpha-muricholic acid,-0.5372109,0.46836385,1.0,male,0.3294166327102349
NA,azelaic acid,0.14879188,0.4707053,1.0,female,0.327250911640723
1-methyladenosine,1-methyladenosine,0.12154227,0.4723785,1.0,female,0.32570987723940553
glycodeoxycholate,glycodeoxycholic acid,-0.5764334,0.472646,1.0,male,0.32546401318612034
indoleacetate,indoleacetic acid,0.14775196,0.47267696,1.0,female,0.32543556627911935
pc(38:1)_feature1,pc(38:1),0.1416219,0.47299317,1.0,male,0.3251451304096037
NA,creatinine,0.07677494,0.47400773,1.0,male,0.32421457590192415
NA,deoxyuridine,-0.123161644,0.474302,1.0,female,0.32394504404487634
ce(16:1)_m+nh3_feature1,ce(16:1),0.1977624,0.4745227,1.0,female,0.32374300715885374
tg(58:4)_m+nh3_feature2,tg(58:4)_lp_b,0.22109781,0.47506827,1.0,female,0.3232439753145177
fa(16:0-cooh),heptadecanedioic acid,-0.19519722,0.47552317,1.0,female,0.32282831709041554
9-hete,9-hete,0.6053057,0.47634816,1.0,male,0.3220755080015278
cer(d42:0-oh)_m+h2co2_feature1,cer(d42:0(oh)),0.09466432,0.4763926,1.0,female,0.3220349932096766
NA,cholesterol,0.08082925,0.47700757,1.0,male,0.3214747287520432
tg(46:1)>tg(12:0_16:0_18:1)_and_tg(10:0_18:0_18:1)_and_tg(14:0_16:0_16:1)_m+nh3_feature2,tg(46:1)_lp_b,-0.4152573,0.47726816,1.0,male,0.32123753776353864
NA,3-methylhistidine,0.05199955,0.4775118,1.0,female,0.3210158919094141
sm(d43:2)_feature2,sm(d43:2)_lp_b,-0.12902613,0.4783644,1.0,female,0.3202411481225781
pe(o-38:4)>pe(o-18:0/20:4)_and_pe(o-18:2/20:2)_feature4,pe(o-38:4)_ln_d,-0.18246305,0.47868913,1.0,female,0.31994643429916125
tg(56:9)_m+nh3_feature1,tg(56:9)_lp_a,0.15083374,0.47955993,1.0,male,0.3191571118678009
cer(d42:2)>cer(d18:1/24:1)_feature3,cer(d18:1/24:1)_lp_c,0.12127185,0.48191935,1.0,male,0.31702563557986196
ps(38:4)>ps(18:0_20:4)_feature2,ps(18:0_20:4)_lp_b,-0.533235,0.48213872,1.0,female,0.3168279894315559
tg(52:5)>tg(16:0_18:2_18:3)_m+nh3_feature5,tg(16:0_18:2_18:3)_lp_e,0.14959823,0.48226365,1.0,female,0.31671547123040783
NA,deoxycytidine,0.045369036,0.48247647,1.0,female,0.31652386200586785
NA,car(4:0),0.10330082,0.4825079,1.0,male,0.31649557165009545
5-methylcytidine,5-methylcytidine,-0.04277071,0.4829874,1.0,female,0.3160641988175325
pi(38:4)>pi(18:0_20:4)_feature2,pi(18:0_20:4)_lp_b,-0.10433753,0.48302084,1.0,male,0.31603413114961976
pc(36:3)_feature2,pc(36:3)_lp_b,0.15727271,0.48308536,1.0,male,0.3159761236965798
NA,glycocholic acid,-0.30227628,0.48311388,1.0,male,0.31595048492951255
ps(o-40:7)>ps(o-20:3/20:4)_feature2,ps(o-20:3/20:4)_ln_b,-0.16221051,0.4834648,1.0,female,0.31563514044811875
car(26:1)_feature1,car(26:1),0.13344118,0.48496097,1.0,male,0.31429321231671575
pc(36:2)>pc(18:0_18:2)_m+h2co2_feature3,pc(18:0_18:2)_ln_c,0.06948432,0.48666087,1.0,female,0.3127735718297587
tg(55:1)>tg(18:0_18:1_19:0)_and_tg(16:0_18:1_21:0)_m+nh3_feature1,tg(55:1)_lp_a,-0.20815109,0.4892638,1.0,male,0.31045691594215835
lpc(16:0)_feature2,lpc(16:0)_ln_b,0.09178189,0.49030948,1.0,male,0.309529709707347
2-hydroxyglutarate,2-hydroxyglutaric acid,-0.2060299,0.49062097,1.0,male,0.30925389322573005
lpc(18:2)_a_b,lpc(18:2),0.120392725,0.4907629,1.0,female,0.30912827588448255
tg(57:2)_m+nh3_feature1,tg(57:2),-0.20127857,0.4917876,1.0,male,0.30822242581988657
fa(24:0),lignoceric acid,0.12411941,0.49207696,1.0,male,0.3079669690019139
pe(o-40:3)>pe(o-18:0/22:3)_feature1,pe(o-18:0/22:3),-0.09426016,0.49300712,1.0,male,0.3071468086043471
pc(33:0)_feature3,pc(33:0)_lp_c,0.1910258,0.49334183,1.0,male,0.30685205954699274
NA,pc(30:0),-0.14925675,0.49369016,1.0,female,0.3065455288474932
sm(d40:2)_m+h2co2_feature2,sm(d40:2)_ln_b,0.073238306,0.49378207,1.0,male,0.306464684030324
biotin,biotin,-0.13708371,0.49490902,1.0,female,0.30547463085134385
sm(d41:1)_feature1,sm(d41:1),0.12611,0.49532434,1.0,male,0.3051103304710771
tg(54:6)>tg(18:2/18:2/18:2)_and_tg(18:1_18:2_18:3)_m+nh3_feature1,tg(54:6)_lp_a,0.26043487,0.49650666,1.0,female,0.3040749216261016
indoleacetate,indoleacetic acid,-0.1548381,0.49692684,1.0,male,0.30370754551831447
pe(38:4)>pe(18:0_20:4)_feature5,pe(18:0_20:4)_lp_e,-0.15077855,0.49718308,1.0,male,0.30348365957115997
tg(56:9)_m+nh3_feature1,tg(56:9)_lp_a,0.15860641,0.49780065,1.0,female,0.3029445406498263
pc(31:0)_feature2,pc(31:0)_lp_b,0.17108983,0.4978397,1.0,male,0.3029104737309293
sm(d43:2)_m+h2co2_feature1,sm(d43:2)_ln_b,-0.10220993,0.4978496,1.0,male,0.30290183747186533
NA,citric acid,-0.08147775,0.49872422,1.0,female,0.3021395402297319
lpc(22:1/0:0)_and_lpc(0:0/22:1)_feature1and2,lpc(22:1)_lp_ab,-0.09452176,0.49957895,1.0,female,0.3013958691198407
pc(o-40:4)_feature2,pc(o-40:4)_lp_b,-0.123648815,0.5006383,1.0,female,0.3004759289139908
pc(35:0)_feature3,pc(35:0)_lp_c,0.08918575,0.5009283,1.0,male,0.3002244321023527
NA,suberic acid,0.15437603,0.5018222,1.0,male,0.299450129940032
"gtinternalstandard_pc(18:1(d7))>pc(18:1(9z,d7)/0:0)_and_pc(18:1(d7))>pc(0:0/18:1(9z,d7))_feature1","gtinternalstandard_pc(18:1(d7))>pc(18:1(9z,d7)/0:0)_and_pc(18:1(d7))>pc(0:0/18:1(9z,d7))_[istd]",0.10254166,0.50194716,1.0,male,0.2993419986483198
pc(35:1)_feature1,pc(35:1)_lp_a,0.08016834,0.50195986,1.0,female,0.29933101049939637
pc(32:0)>pc(16:0_16:0)_m+h2co2_feature2,pc(32:0)_ln_b,-0.14146772,0.5021725,1.0,male,0.29914707383189904
NA,car(6:0),-0.11073662,0.5028231,1.0,female,0.2985847787742945
lpc(0:0/19:0)_feature1,lpc(0:0/19:0)_a,0.13855243,0.5029644,1.0,male,0.2984627533749002
pc(o-42:6)_feature1,pc(o-42:6)_lp_a,-0.14408596,0.50320095,1.0,female,0.29825854765148313
tg(58:5)_m+nh3_feature3,tg(58:5)_lp_c,0.38898075,0.50325507,1.0,male,0.2982118411547934
sm(d41:0)_feature1,sm(d41:0),0.13753292,0.50373864,1.0,male,0.29779473467900996
dg(36:1)>dg(18:0_18:1_0:0)_m+nh3_feature2,dg(18:0_18:1)_lp_b,-0.14169328,0.5041677,1.0,male,0.29742498127184075
NA,s-allylcysteine,0.1512848,0.50486887,1.0,female,0.2968214068921926
dg(36:3),dg(36:3),0.17827798,0.507607,1.0,female,0.2944723975300284
cer(d41:1)>cer(d18:1/23:0)_feature1,cer(d18:1/23:0),0.10393332,0.50767803,1.0,female,0.29441163048198105
4-pyridoxate,4-pyridoxic acid,-0.11754542,0.507863,1.0,female,0.29425342623649436
ce(20:4)_m+nh3_feature1,ce(20:4)_lp_a,-0.10102079,0.5079043,1.0,male,0.2942181103484706
resolvin d1,resolvin d1,1.1975523,0.5079723,1.0,female,0.29415996937974753
cholate,cholic acid,-1.2155818,0.5082861,1.0,female,0.29389176670067996
tg(54:6)>tg(18:2/18:2/18:2)_and_tg(18:1_18:2_18:3)_m+nh3_feature4,tg(54:6)_lp_d,-0.24114487,0.5089866,1.0,male,0.29329365110658495
NA,cortisol,-0.18463732,0.5101606,1.0,female,0.2922930852466601
n-acetylphenylalanine,n-acetylphenylalanine,-0.16479117,0.51027733,1.0,male,0.29219372556273754
pe(38:5)>pe(18:1_20:4)_feature8,pe(18:1_20:4)_lp_h,0.15336876,0.51034987,1.0,female,0.29213199151965047
fa(22:6)_feature1,docosahexaenoic acid,-0.15486363,0.51081634,1.0,male,0.2917352189686582
4-aminohippurate,4-aminohippuric acid,0.14647302,0.5117725,1.0,male,0.29092305455498163
tg(56:7)_m+nh3_feature2,tg(56:7)_lp_b,0.20806213,0.5125955,1.0,female,0.2902252107419951
pc(35:2)>pc(17:0_18:2)_m+h2co2_feature2,pc(17:0_18:2)_ln_b,0.0887229,0.5129869,1.0,female,0.2898937252007661
tg(48:3)_m+nh3_feature2,tg(48:3)_lp_b,-0.3964621,0.51366204,1.0,male,0.2893225277692876
pc(36:3)_feature1,pc(36:3)_lp_a,0.10117711,0.5143258,1.0,male,0.28876168972402627
sm(d41:2)_feature2and3,sm(d41:2)_lp_bc,-0.0877878,0.5156478,1.0,female,0.28764683081820036
fa(14:1-oh)_feature2,hydroxytetradecenoic acid_ln_b,-0.11841886,0.5163519,1.0,female,0.2870542205836143
tg(54:5)>tg(18:1_18:2_18:2)_m+nh3_feature3,tg(18:1_18:2_18:2)_lp_c,-0.22452553,0.51659966,1.0,male,0.2868458839934651
monoethylhexyl phthalate,monoethylhexyl phthalic acid,-0.14035282,0.51816815,1.0,male,0.2855292851061782
tg(56:4)>tg(18:0_18:0_20:4)_m+nh3_feature5,tg(56:4)_lp_e,0.16179524,0.51874524,1.0,female,0.2850458753424404
pe(38:5)_feature5,pe(38:5)_lp_e,0.16049793,0.5190862,1.0,male,0.28476051676460196
trigonelline,trigonelline,0.11809674,0.51921386,1.0,female,0.28465372290803775
fa(20:0),arachidic acid,0.1140135,0.5197622,1.0,male,0.2841953079984248
n4-acetylcytidine,n4-acetylcytidine,0.08001567,0.52063566,1.0,female,0.28346608899121356
pc(42:7)_feature1,pc(42:7)_lp_a,0.110929266,0.5216186,1.0,female,0.2826469308241802
c36:4 pe,pe(36:4),-0.10989266,0.5218037,1.0,female,0.2824928457342918
sm(d40:1)_m+h2co2_feature1,sm(d40:1)_ln_a,-0.059833657,0.52192646,1.0,female,0.28239068524705574
NA,inosine,0.36379012,0.5227441,1.0,female,0.28171086018777153
pc(o-30:0)_feature1,pc(o-30:0),-0.13318779,0.524967,1.0,male,0.27986799596232337
dg(36:4)>dg18:2_18:2_0:0)_feature1,dg(36:4)_lp_a,0.10348391,0.52624804,1.0,female,0.2788095086741274
car(20:2)_feature1,car(20:2)_lp_a,-0.16699773,0.5272007,1.0,male,0.2780240217715286
tg(49:3)_m+nh3_feature2,tg(49:3)_lp_b,-0.3128711,0.52749515,1.0,male,0.27778152908793874
"n6,n6,n6-trimethyllysine",n-6-trimethyllysine,-0.0606034,0.52782416,1.0,female,0.2775107347780718
pc(40:4)_feature2,pc(40:4)_lp_b,-0.09555661,0.5285397,1.0,male,0.2769223861363306
pe(o-40:6)>pe(o-18:1/22:5)_feature4,pe(o-18:1/22:5)_lp_d,-0.12994196,0.52909255,1.0,female,0.27646835360056293
pe(o-40:8)>pe(o-18:2/22:6)_feature2,pe(o-40:8)_lp_b,-0.107638754,0.52954435,1.0,male,0.27609766132857333
tg(54:7)>tg(18:2_18:2_18:3)_m+nh3_feature2,tg(18:2_18:2_18:3)_lp_b,-0.40613186,0.5299098,1.0,male,0.2757980486936965
hypoxanthine,hypoxanthine,0.07698792,0.53077954,1.0,male,0.27508582626795575
5-hete,5-hete,0.07547641,0.53109866,1.0,female,0.27482479433559814
n-acetylalanine,n-acetylalanine,0.057250213,0.53174335,1.0,female,0.27429793269249
xanthine,xanthine,-0.39407983,0.5321674,1.0,male,0.2739517333805584
glycerol 3-phosphate,sn-glycero-3-phosphate,0.09554356,0.5329519,1.0,female,0.27331198517082766
hexcer(t42:1)>hexcer(t18:0/24:1)_feature1,hexcer(t18:0/24:1)_lp_a,0.10326501,0.5332793,1.0,female,0.27304527375243365
pro-gly,pro-gly,0.07960102,0.5334314,1.0,male,0.27292142350672943
pe(o-36:3)>pe(o-18:1/18:2)_feature6,pe(o-18:1/18:2)_lp_f,-0.0867072,0.53400654,1.0,female,0.272453424116539
sm(d40:2),sm(d40:2),-0.07846331,0.53424555,1.0,male,0.27225908660608916
pc(31:0)_feature2,pc(31:0)_lp_b,-0.1048998,0.5343412,1.0,female,0.2721813385574539
5-hete,5-hete,-0.09339169,0.5348481,1.0,male,0.2717695426493381
lpc(0:0/20:4)_feature1,lpc(0:0/20:4)_lp_a,0.881152,0.5355273,1.0,male,0.2712183848934731
palmitoyl-ea,palmitoyl-ea,-0.21224898,0.5359258,1.0,female,0.270895335085659
c20:4 lpc a,lpc(20:4)_hp_a,-0.066960245,0.5362114,1.0,female,0.27066395703634705
tg(54:5)>tg(18:1_18:2_18:2)_and_tg(16:0_16:0_22:5)_and_tg(16:0_18:1_20:4)_m+nh3_feature3,tg(54:5)_lp_c,-0.15175748,0.53626,1.0,female,0.2706245961511338
sm(d40:2)_feature1,sm(d40:2)_lp_a,0.13495131,0.537361,1.0,male,0.26973385650987397
pc(37:5)_feature4,pc(37:5)_lp_d,-0.1188607,0.5374498,1.0,female,0.2696620943912188
NA,uric acid,0.07436323,0.5396164,1.0,male,0.2679148597390699
pc(o-36:0)_feature1,pc(o-36:0),-0.11949614,0.5405456,1.0,male,0.26716766342568726
c36:5 pe plasmalogen,pe(p-36:4)/pe(o-36:5),-0.24877653,0.5412764,1.0,male,0.2665809080155502
pc(38:1)_feature1,pc(38:1),0.09365942,0.5449027,1.0,female,0.263681040155726
pc(37:0)_feature4,pc(37:0)_lp_d,0.09609209,0.54508466,1.0,male,0.26353603989689506
pc(o-38:4)_feature3,pc(o-38:4)_lp_c,0.15105547,0.5452774,1.0,female,0.263382502054036
tg(55:7)_m+nh3_feature2,tg(55:7)_lp_b,-0.1517053,0.5453612,1.0,male,0.2633157633971517
c24:1 ceramide (d18:1),cer(d18:0/24:1),0.092102684,0.54641557,1.0,male,0.262476934017699
n1-acetylspermidine,n1-acetylspermidine,-0.058736514,0.5465953,1.0,female,0.2623341069881087
beta-muricholate,beta-muricholic acid,-0.46448958,0.54692864,1.0,female,0.2620693341344268
NA,isoleucine,0.05464955,0.5483346,1.0,female,0.26095434920137445
imidazole propionate,imidazolepropionic acid,-0.22068131,0.5495981,1.0,female,0.25995477733304373
pc(42:6)_feature3,pc(42:6)_lp_c,0.09855541,0.5513416,1.0,female,0.25857923776044667
tg(56:4)>tg(18:1_18:2_20:1)_and_tg(18:1_18:1_20:2)_m+nh3_feature4,tg(56:4)_lp_d,-0.15619917,0.5527685,1.0,male,0.2574567135824178
cer(d40:1)>cer(d18:1/22:0)_feature1,cer(d18:1/22:0)_lp_a,0.08479317,0.5529932,1.0,male,0.2572802090581123
lpc(20:5)_feature1and2,lpc(20:5)_lp_ab,0.14064457,0.553153,1.0,female,0.2571547278899069
car(24:0)_feature1,car(24:0),-0.09931347,0.553717,1.0,female,0.25671214274622783
phosphoethanolamine,phosphoethanolamine,-0.18215385,0.55560666,1.0,male,0.2552325570598469
indole-3-methyl acetate,indole-3-methyl acetate,0.13980633,0.55578864,1.0,female,0.25509033419724697
ste(20:4)_and_sie(20:5)_feature1,stigmasterol ester(20:4)/sitosterol ester(20:5),-0.3154908,0.5561641,1.0,male,0.2547970479693225
n-undecanoylglycine,n-undecanoylglycine,0.15640073,0.55675536,1.0,male,0.25433559323021915
lpc(24:1/0:0)_feature1and2,lpc(24:1)_lp_ab,0.0873219,0.5585307,1.0,female,0.2529529506161185
c20:4 lpe,lpe(20:4),-0.062984414,0.55877477,1.0,female,0.2527632115362873
fa(14:2),tetradecadienoic acid,0.16815694,0.5595964,1.0,male,0.25212508807792955
fa(22:0),behenic acid,0.1781749,0.5596544,1.0,female,0.2520800774690956
fa(12:0-oh),hydroxydodecanoic acid,-0.23614453,0.56047165,1.0,female,0.25144635016971856
tg(48:1)>tg(16:0_16:0_16:1)_and_tg(14:0_16:0_18:1)_m+nh3_feature3,tg(48:1)_lp_c,0.18303499,0.5608824,1.0,female,0.2511281875583291
"gtinternalstandard_ps(33:1(d7))>ps(15:0/18:1(9z,d7))_feature1","gtinternalstandard_ps(33:1(d7))>ps(15:0/18:1(9z,d7))_[istd]",0.08882332,0.56145173,1.0,female,0.2506875756371884
dg(38:4)>dg(18:0_20:4_0:0)_feature6,dg(18:0_20:4)_lp_f,0.08745797,0.5618343,1.0,female,0.2503917506346005
tg(52:3)>tg(16:0_18:1_18:2)_m+nh3_feature2,tg(52:3)_lp_b,-0.17859782,0.5618354,1.0,female,0.2503909003421523
fa(18:2-2oh)_feature1,dihydroxyoctadecadienoic acid,-0.15532245,0.5619279,1.0,female,0.25031940443253003
tg(56:2)_m+nh3_feature1,tg(56:2)_lp_a,0.16382039,0.56197864,1.0,male,0.25028019102600124
pe(o-40:6)>pe(o-18:1/22:5)_feature5,pe(o-18:1/22:5)_lp_e,0.11031054,0.5627288,1.0,male,0.24970085744062806
sm(d44:3)_feature1,sm(d44:3),0.10901076,0.563017,1.0,male,0.24947849165890554
bis(2-ethylhexyl)phthalate,bis(2-ethylhexyl)phthalic acid,-0.40002427,0.5636905,1.0,female,0.24895928437857792
c18:2 lpe,lpe(18:2),0.11699119,0.56414294,1.0,female,0.24861084249174634
pe(o-36:2)>pe(o-18:1/18:1)_feature2,pe(o-18:1/18:1)_lp_b,-0.1069036,0.5655981,1.0,female,0.24749205812364214
pc(32:0)>pc(16:0_16:0)_m+h2co2_feature2,pc(32:0)_ln_b,-0.08691831,0.5661705,1.0,female,0.24705276305460225
NA,car(2:0),-0.09753379,0.5664791,1.0,female,0.2468161086110185
cer(d44:2)>cer(d18:1/26:1)_feature1,cer(d18:1/26:1)_lp_a,0.09426831,0.566766,1.0,female,0.24659621074511107
pc(o-32:1)_feature2,pc(o-32:1)_lp_b,-0.20289771,0.5677541,1.0,female,0.24583972086701797
pc(38:7)_feature2,pc(38:7)_lp_b,-0.10675361,0.5678605,1.0,female,0.24575833950223155
pc(o-36:5)_feature1,pc(o-36:5)_lp_a,-0.1260582,0.5688069,1.0,female,0.2450351439700104
dg(36:5)>dg(18:2_18:3_0:0)_m+nh3_feature1,dg(18:2_18:3)_lp_a,0.1496871,0.5689008,1.0,female,0.24496345551797072
pc(38:3)_feature3,pc(38:3)_lp_c,0.09025195,0.575975,1.0,female,0.23959636657275016
hexose,hexose,-0.09557093,0.5767899,1.0,male,0.23898235302626827
pc(37:1)_feature2,pc(37:1)_lp_b,0.11118614,0.57690054,1.0,female,0.23889905452615226
3-hydroxyphenyl-valerate,3-hydroxyphenyl valeric acid,-0.1618756,0.57795227,1.0,female,0.2381080261669128
pc(39:5)_feature1,pc(39:5)_lp_a,0.063282356,0.57945263,1.0,female,0.2369820616339184
tg(57:3)_m+nh3_feature1,tg(57:3)_lp_a,-0.12888786,0.57954013,1.0,male,0.23691648612982513
pe(o-38:4)>pe(o-18:0/20:4)_and_pe(o-18:2/20:2)_feature4,pe(o-38:4)_ln_d,-0.20817105,0.581074,1.0,male,0.23576855651639247
pi(36:2)>pi(18:0_18:2)_feature2,pi(18:0_18:2)_ln_b,-0.09217373,0.5816842,1.0,female,0.23531273256746643
pe(34:2)>pe(16:0_18:2)_feature2,pe(16:0_18:2)_ln_b,-0.09414853,0.582582,1.0,male,0.23464293787079285
hexcer(d40:1)>hexcer(d18:1/22:0)_feature2,hexcer(d40:1)_lp_b,-0.08122488,0.58352804,1.0,female,0.23393827016756524
lpc(17:0)_a_b,lpc(17:0),-0.09150756,0.5841854,1.0,male,0.23344930114314133
pe(34:1)_feature1,pe(34:1)_lp_a,0.18484634,0.5862326,1.0,male,0.2319300344024548
lpe(18:0)_feature2,lpe(18:0)_ln_b,0.066166006,0.5865942,1.0,female,0.2316622354578328
pe(o-40:7)>pe(o-18:1/22:6)_feature7,pe(o-18:1/22:6)_lp_g,-0.08012922,0.5873899,1.0,male,0.2310735253174375
"14,15-epetre","14,15-epetre",0.29263723,0.5873962,1.0,female,0.23106886735419463
tg(58:6)_m+nh3_feature2,tg(58:6)_lp_b,-0.08543948,0.58808154,1.0,female,0.23056245297674735
NA,leucine,0.037724268,0.5883718,1.0,male,0.23034815069277392
pc(o-36:2)_feature1,pc(o-36:2)_lp_a,0.15363187,0.5885802,1.0,male,0.23019435177663372
pc(36:3)>pc(18:1_18:2)_m+h2co2_feature2,pc(18:1_18:2)_ln_b,0.08363489,0.5887833,1.0,female,0.23004451664050204
pc(o-42:6)_feature4,pc(o-42:6)_lp_d,-0.108816504,0.5894531,1.0,female,0.22955074395564176
cer(d42:1)>cer(d18:0/24:1)_feature1,cer(d18:0/24:1)_lp_a,0.19026616,0.5894853,1.0,male,0.22952702043909368
tg(56:4)>tg(18:0_18:0_20:4)_m+nh3_feature5,tg(56:4)_lp_e,-0.10217727,0.58971715,1.0,male,0.2293562419999431
"8,9-epetre","8,9-epetre",0.20039779,0.5907251,1.0,male,0.22861457551109637
vitamin a,retinol,-0.21263263,0.5915266,1.0,female,0.2280257210724463
tg(53:3)>tg(17:0_18:1_18:2)_and_tg(17:1_18:1_18:1)_and_tg(16:1_18:1_19:1)_and_tg(16:0_18:1_19:2)_m+nh3_feature5,tg(53:3)_lp_e,-0.21262619,0.5918321,1.0,male,0.2278014831179377
c38:6 pe plasmalogen,pe(p-38:5)/pe(o-38:6),-0.16978276,0.59236586,1.0,male,0.22740997925424417
pe(38:5)_feature3,pe(38:5)_lp_c,-0.105949104,0.59288734,1.0,female,0.22702782310223146
pc(39:6)_feature1,pc(39:6)_lp_a,-0.12627742,0.59298754,1.0,female,0.2269544320423074
tg(50:2)>tg(16:0_16:1_18:1)_and_tg(14:0_18:1_18:1)_m+nh3_feature3,tg(50:2)_lp_c,0.11356712,0.5953561,1.0,female,0.22522319224666607
pc(43:4)_feature1,pc(43:4),-0.08587838,0.59563833,1.0,male,0.22501736267965147
pyruvate,pyruvic acid,-0.12560126,0.5961031,1.0,male,0.22467861964109248
c16:1 lpc plasmalogen,lpc(p-16:0)/lpc(o-16:1),-0.060933996,0.5976008,1.0,female,0.22358882980819816
ps(36:2)_feature4,ps(36:2)_lp_d,0.4481929,0.5977483,1.0,male,0.22348165034672393
pc(o-32:1)_feature3,pc(o-32:1)_lp_c,-0.069421604,0.5986297,1.0,female,0.22284174017518343
c20:3 lpc b,lpc(20:3)_hp_b,0.052165017,0.5994432,1.0,female,0.22225196201506572
pc(o-34:2)_feature1,pc(o-34:2)_lp_a,0.075928226,0.6012014,1.0,female,0.22098001675517814
ste(20:4)_and_sie(20:5)_feature1,stigmasterol ester(20:4)/sitosterol ester(20:5),-0.1002119,0.60189795,1.0,female,0.22047713583321646
cer(d42:0)>cer(d18:0/24:0)_feature1,cer(d18:0/24:0),0.1604265,0.60267836,1.0,male,0.21991440219612168
pc(o-38:4)_feature7,pc(o-38:4)_lp_g,-0.07790664,0.6027867,1.0,female,0.21983633860745808
dg(38:4)>dg(16:0_22:4_0:0)_m+nh3_feature4,dg(38:4)_lp_d,0.1034494,0.6029334,1.0,female,0.2197306573621847
c36:2 ps plasmalogen,ps(p-36:1)/ps(o-36:2),-0.13306296,0.6045931,1.0,male,0.21853681357405483
pe(o-40:4)>pe(o-18:0/22:4)_feature1,pe(o-18:0/22:4)_ln_a,-0.19806252,0.6050481,1.0,male,0.2182100985141093
lpe(20:4)_feature2,lpe(20:4)_ln_b,0.048153814,0.60540146,1.0,female,0.21795653602368273
trigonelline,trigonelline,-0.093240455,0.6059507,1.0,male,0.21756270848869663
NA,hydroxyproline,-0.03628815,0.60771614,1.0,female,0.21629922931031703
20-hete,20-hete,0.39575648,0.60854065,1.0,female,0.21571040596138086
tg(54:3)>tg(18:0_18:1_18:2)_and_tg(18:1/18:1/18:1)_and_tg(16:0_18:2_20:1)_m+nh3_feature8,tg(54:3)_lp_h,-0.1504062,0.6087193,1.0,male,0.21558292832646966
tg(58:10)_m+nh3_feature2,tg(58:10)_lp_b,0.11911907,0.61026365,1.0,female,0.2144824977716845
tg(49:0)>tg(16:0_16:0_17:0)_and_tg(15:0_16:0_18:0)_and_tg(14:0_16:0_19:0)_m+nh3_feature2,tg(51:1)_lp_b,-0.13305563,0.6114828,1.0,male,0.2136157544415064
phenylalanine,phenylalanine,0.0316123,0.61222124,1.0,female,0.2130916073509336
lithocholate,lithocholic acid,-0.18022929,0.6138312,1.0,female,0.21195104089040004
glu-phe,glu-phe,-0.07045043,0.6148096,1.0,female,0.2112593597889553
pc(o-38:7)_feature1,pc(o-38:7)_lp_a,0.09566799,0.6155536,1.0,male,0.21073412442118805
cer(d41:1)_m+h2co2_feature1,cer(d41:1),0.06487516,0.61705476,1.0,female,0.20967629316198902
pc(44:4)_feature2,pc(44:4)_lp_b,-0.07457424,0.6172595,1.0,male,0.20953221728776178
fa(12:1),dodecenoic acid,-0.08896267,0.6173986,1.0,male,0.20943435964978352
cer(d43:1)>cer(d18:1/25:0)_feature1,cer(d18:1/25:0)_lp_a,0.09306124,0.6175245,1.0,male,0.2093458072930237
pc(33:0)_feature3,pc(33:0)_lp_c,-0.086227804,0.61753696,1.0,female,0.20933704447526938
cer(d36:1)>cer(d18:1/18:0)_feature1,cer(d18:1/18:0),-0.14092858,0.6196628,1.0,female,0.2078445749164072
car(16:1)_feature1,car(16:1)_lp_a,-0.11307219,0.61997205,1.0,male,0.20762788921849423
NA,ketoleucine,0.056538742,0.62170863,1.0,male,0.2064131041046353
n1-methyl-2-pyridone-5-carboxamide,n1-methyl-2-pyridone-5-carboxamide,0.08141652,0.622585,1.0,female,0.20580134702598046
