metabolite,refmet_name,log2fc,p_value,fdr,platform,neg_log10_p
PI(36:3)>PI(18:1_18:2) [metab-u-lrpneg],PI(36:3)>PI(18:1_18:2),-0.174666087248362,0.0026252863156893,0.0127045105634253,metab-u-lrpneg,2.5808233251939856
Tauroursodeoxycholic acid [metab-u-rpneg],Tauroursodeoxycholic acid,-0.303785803015906,0.0026491663147442,0.0052983326294884,metab-u-rpneg,2.5768907758257096
LPC 20:4 [metab-u-hilicpos],LPC 20:4,-0.0865711332935319,0.0029474037975206,0.0066127649303348,metab-u-hilicpos,2.5305603612584164
PE P-36:2 or PE O-36:3 [metab-u-hilicpos],PE P-36:2 or PE O-36:3,-0.0754149685110264,0.0030105169477516,0.006711343514096,metab-u-hilicpos,2.521358923582466
TG(49:0)_isomer1 [metab-u-lrppos],TG(49:0)_isomer1,-0.274859710456031,0.0030119985482654,0.0087431624526039,metab-u-lrppos,2.521145241794205
Ile-Ile [metab-u-rppos],Ile-Ile,-0.186783262660375,0.0030159209144507,0.0092949693756842,metab-u-rppos,2.5205800510210907
Cer(d43:1)>Cer(d19:1/24:0) [metab-u-lrppos],Cer(d43:1)>Cer(d19:1/24:0),0.0684827585065051,0.003076170758361,0.0088882906243888,metab-u-lrppos,2.511989560497529
SM(d40:2)_isomer2 [metab-u-lrppos],SM(d40:2)_isomer2,0.0933324496078853,0.0031675864916782,0.0091104437168909,metab-u-lrppos,2.4992715177718337
LPC(20:3)>LPC(20:3/0:0) [metab-u-lrppos],LPC(20:3)>LPC(20:3/0:0),-0.125539491506036,0.0032256024474368,0.0092349439933466,metab-u-lrppos,2.491389160048051
PC(35:4) [metab-u-lrppos],PC(35:4),0.080957740111451,0.0032978270613919,0.0093988071249671,metab-u-lrppos,2.481772122570355
Cer 18:1;O2/15:0 [metab-u-hilicpos],Cer 18:1;O2/15:0,0.254186980656506,0.0033030286626629,0.0073168356451395,metab-u-hilicpos,2.4810876576188114
Cortisone [metab-u-hilicpos],Cortisone,-0.305587693314537,0.0033276833068391,0.007325089040212,metab-u-hilicpos,2.477858011899561
ST 24:1;O3_isomer2 [metab-u-lrpneg],ST 24:1;O3_isomer2,-0.313063177315932,0.0033703240839513,0.016023821521944,metab-u-lrpneg,2.472328336189646
"N,N-diphenyl-guanidine [metab-u-lrppos]","N,N-diphenyl-guanidine",-0.942957103088762,0.0034381889375382,0.0097544998363642,metab-u-lrppos,2.463670261367504
FA 20:3;O [metab-u-lrpneg],FA 20:3;O,0.189024539706708,0.003531428190378,0.0164472101700515,metab-u-lrpneg,2.4520496204590154
FA 16:0;O [metab-u-lrpneg],FA 16:0;O,0.564427844376375,0.0036121734211277,0.0164472101700515,metab-u-lrpneg,2.4422314072979523
PC(40:6)>PC(18:0_22:6) [metab-u-lrpneg],PC(40:6)>PC(18:0_22:6),0.148964408584998,0.0036414487461368,0.0164472101700515,metab-u-lrpneg,2.4387257984178294
SM(d43:1) [metab-u-lrppos],SM(d43:1),0.100911460487563,0.0036667782608273,0.0103561710339584,metab-u-lrppos,2.435715352109433
Glutamic Acid [metab-t-amines],Glutamic Acid,-0.227322903404617,0.0037028884139686,0.0062275850598563,metab-t-amines,2.4314593751576523
DG(36:4)>DG(18:2_18:2_0:0) M + NH3 [metab-u-lrppos],DG(36:4)>DG(18:2_18:2_0:0) M + NH3,0.144546442222733,0.0037607466181289,0.0105739378007482,metab-u-lrppos,2.4247259263636747
Ala-Leu [metab-u-rppos],Ala-Leu,0.323212025589932,0.0037779702030243,0.0114557806156222,metab-u-rppos,2.422741471695592
LPC(17:1)>LPC(17:1/0:0) [metab-u-lrppos],LPC(17:1)>LPC(17:1/0:0),-0.19226243652157,0.0038249359238471,0.0107064054654114,metab-u-lrppos,2.4173758358444064
PI(36:3)_isomer2 [metab-u-lrppos],PI(36:3)_isomer2,0.0846457537132501,0.0038453495628381,0.0107157074484422,metab-u-lrppos,2.4150641743772083
PE(O-35:2) [metab-u-lrppos],PE(O-35:2),0.096782928512642,0.0038873278091001,0.0107847545854239,metab-u-lrppos,2.4103488348046884
CAR(16:3) [metab-u-rppos],CAR(16:3),0.229667278883927,0.0039223087861378,0.011653040436067,metab-u-rppos,2.4064582192258883
1-Methyluric acid [metab-u-rppos],1-Methyluric acid,-0.464489885809174,0.0040427825029184,0.011653040436067,metab-u-rppos,2.393319622584996
LPE(18:2)_rp_a [metab-u-rppos],LPE(18:2)_rp_a,-0.138154729805706,0.0040861409587714,0.011653040436067,metab-u-rppos,2.388686655676974
Edetic acid [metab-u-rppos],Edetic acid,0.0986770496791536,0.0040909610041511,0.011653040436067,metab-u-rppos,2.388174660262739
CAR(4:0)_rp_b [metab-u-rppos],CAR(4:0)_rp_b,-0.216058937274099,0.0041671829515427,0.0116929909685081,metab-u-rppos,2.3801574323237937
Sarcosine [metab-t-amines],Sarcosine,-0.106837798460247,0.0041786488554562,0.0067221742457339,metab-t-amines,2.3789641224062827
TG(60:10)_isomer1 [metab-u-lrppos],TG(60:10)_isomer1,0.142722816993963,0.0041817387238188,0.0115504413208564,metab-u-lrppos,2.378643105508906
alpha-N-Phenylacetylglutamine [metab-u-rpneg],alpha-N-Phenylacetylglutamine,-0.234427511624158,0.0042147073686808,0.008267310607797,metab-u-rpneg,2.3752325734897695
N-Acetylisoputreanine [metab-u-hilicpos],N-Acetylisoputreanine,0.0802894085088788,0.0042172958289412,0.0092253346258089,metab-u-hilicpos,2.374965933637606
TG(50:0)>TG(16:0_16:0_18:0) [metab-u-lrppos],TG(50:0)>TG(16:0_16:0_18:0),-0.362659424460471,0.004257781467468,0.0117088990355373,metab-u-lrppos,2.3708166326835833
Inosine [metab-u-ionpneg],Inosine,0.620431404961842,0.004287153535277,0.0124531602691382,metab-u-ionpneg,2.3678309628785503
TG(53:2)_isomer2 [metab-u-lrppos],TG(53:2)_isomer2,-0.124588022088972,0.00439894035144,0.0120442602635498,metab-u-lrppos,2.356651926910633
Guanine [metab-u-rppos],Guanine,-0.189343445785028,0.0044294023982672,0.0122459948657976,metab-u-rppos,2.3536548635381034
TG(47:0)>TG(14:0_16:0_17:0) [metab-u-lrppos],TG(47:0)>TG(14:0_16:0_17:0),-0.292350601330963,0.0044979371042993,0.0122617676712856,metab-u-lrppos,2.3469866216986808
PC(36:5)_isomer3 [metab-u-lrppos],PC(36:5)_isomer3,0.114445289675253,0.0045990435862509,0.0124831183055383,metab-u-lrppos,2.3373324744923782
DG(38:5)>DG(18:1_20:4_0:0) [metab-u-lrppos],DG(38:5)>DG(18:1_20:4_0:0),0.0936040842773593,0.0046465860889237,0.0125577994730826,metab-u-lrppos,2.332866012113889
Car(10:0-OH) [metab-u-lrppos],Car(10:0-OH),0.176010566388982,0.0047075232762442,0.0126678845244855,metab-u-lrppos,2.3272075239465764
CAR 8:0 [metab-u-hilicpos],CAR 8:0,0.258367195473397,0.004779781834587,0.0103908300751891,metab-u-hilicpos,2.3205919256048864
PC(O-42:4) [metab-u-lrppos],PC(O-42:4),0.14820132416337,0.0048240937824619,0.0129260974427505,metab-u-lrppos,2.316584257913966
Phosphoglyceric acid [metab-u-ionpneg],Phosphoglyceric acid,0.405821518969422,0.0048245014514149,0.0133770267516505,metab-u-ionpneg,2.316547558607477
PC P-30:0 or PC O-30:1 [metab-u-hilicpos],PC P-30:0 or PC O-30:1,0.121168054474062,0.004856035885946,0.0104914355560563,metab-u-hilicpos,2.3137181124989565
PC(O-36:2)_isomer1 [metab-u-lrppos],PC(O-36:2)_isomer1,0.0802161442030069,0.0048938401484758,0.0130571820131674,metab-u-lrppos,2.310350220470269
CAR 26:0 [metab-u-hilicpos],CAR 26:0,0.0716207198789167,0.0049100682617347,0.0105430913595532,metab-u-hilicpos,2.3089124700993064
3-Methylhistidine [metab-t-amines],3-Methylhistidine,-0.0986805773775621,0.0049497470514545,0.0076308600376591,metab-t-amines,2.3054169943925777
PC(42:2)_isomer1 [metab-u-lrppos],PC(42:2)_isomer1,0.27351287996251,0.0050645666879042,0.013455437768288,metab-u-lrppos,2.2954577059013803
UDP-N-acetylglucosamine [metab-u-ionpneg],UDP-N-acetylglucosamine,-0.335535886643385,0.0051369162210625,0.013623995194992,metab-u-ionpneg,2.289297517208689
SM(d42:3)_isomer2 [metab-u-lrppos],SM(d42:3)_isomer2,0.0872860197046776,0.0051744848626842,0.0136894599531774,metab-u-lrppos,2.286132879190737
PC 28:0 [metab-u-hilicpos],PC 28:0,-0.166770053668714,0.0051992340254073,0.0110959262737353,metab-u-hilicpos,2.2840606338732896
gamma-Glutamylleucine [metab-u-rpneg],gamma-Glutamylleucine,-0.329740649752139,0.0053268887200696,0.0102517481027756,metab-u-rpneg,2.2735263756320108
Citramalic acid [metab-u-rpneg],Citramalic acid,0.164649410118226,0.0054454328319846,0.0102858175715265,metab-u-rpneg,2.2639675944992774
PE(O-36:1) [metab-u-lrppos],PE(O-36:1),-0.112661676719014,0.0054581605143625,0.0143792716071651,metab-u-lrppos,2.2629536966842863
Docosatetraenoic acid [metab-u-rpneg],Docosatetraenoic acid,0.724042259077788,0.0055628793777073,0.0103166126641119,metab-u-rpneg,2.2547003569500688
PC(30:0)_isomer1 [metab-u-lrppos],PC(30:0)_isomer1,-0.085898282331133,0.0056141232014385,0.0146617987556153,metab-u-lrppos,2.250718061042903
PC(O-32:0) [metab-u-lrppos],PC(O-32:0),0.077311112831925,0.0056298412387686,0.0146617987556153,metab-u-lrppos,2.249503852057874
TG(54:7)_isomer1 [metab-u-lrppos],TG(54:7)_isomer1,-0.251465631036929,0.0056355558215363,0.0146617987556153,metab-u-lrppos,2.2490632440682963
5-Acetylamino-6-amino-3-methyluracil [metab-u-hilicpos],5-Acetylamino-6-amino-3-methyluracil,-0.474679883453922,0.0056969274097645,0.0120843914752582,metab-u-hilicpos,2.2443593142873195
PC(O-34:2)>PC(O-16:0/18:2) [metab-u-lrpneg],PC(O-34:2)>PC(O-16:0/18:2),-0.148319482938188,0.0057442358731886,0.0255194741251495,metab-u-lrpneg,2.2407677351444093
PE(O-38:5) [metab-u-lrppos],PE(O-38:5),-0.191916443893568,0.0058222630717642,0.0150849543222984,metab-u-lrppos,2.234908175394226
N-Acetylglycine [metab-u-rppos],N-Acetylglycine,0.210574543314467,0.005908915435954,0.0160996536515849,metab-u-rppos,2.228492225278641
PC(38:5)_isomer5 [metab-u-lrppos],PC(38:5)_isomer5,0.159159729783585,0.0060202859420219,0.0155338242207726,metab-u-lrppos,2.220382880819736
Deoxyuridine [metab-u-ionpneg],Deoxyuridine,0.0965513279679939,0.0060436032650327,0.0153608249652915,metab-u-ionpneg,2.218704052847622
PC(40:6)_isomer4 [metab-u-lrppos],PC(40:6)_isomer4,0.0717307165291601,0.0060630081825449,0.0155799431576052,metab-u-lrppos,2.2173118456473198
PC(O-40:6)_isomer3 [metab-u-lrppos],PC(O-40:6)_isomer3,0.0720263716142,0.0061086075629749,0.0156330487427971,metab-u-lrppos,2.2140577744765966
LPE(18:2)_rp_b [metab-u-rppos],LPE(18:2)_rp_b,0.129050607231122,0.0062465636715802,0.0167764852893871,metab-u-rppos,2.2043588288775844
SM(d38:1)_isomer2 [metab-u-lrppos],SM(d38:1)_isomer2,0.084284531914296,0.0062579262421101,0.0159500803000125,metab-u-lrppos,2.2035695598912244
PC(35:3)_isomer2 [metab-u-lrppos],PC(35:3)_isomer2,0.109117834015443,0.0063304413676547,0.0160695819332773,metab-u-lrppos,2.1985660092789256
TG(54:4)>TG(18:1_18:1_18:2)_isomer2 [metab-u-lrppos],TG(54:4)>TG(18:1_18:1_18:2)_isomer2,-0.37444794387989,0.0063765195485538,0.0161192747539928,metab-u-lrppos,2.195416304554624
SM(d44:2) [metab-u-lrppos],SM(d44:2),0.107176697967596,0.0064014344716813,0.0161192747539928,metab-u-lrppos,2.1937226958083738
LPE(O-16:1) [metab-u-lrppos],LPE(O-16:1),-0.124098051126783,0.0064425668443351,0.0161579576455925,metab-u-lrppos,2.1909410667661486
PC(O-36:1) [metab-u-lrppos],PC(O-36:1),0.141933411254001,0.0065132500816427,0.0162701506023507,metab-u-lrppos,2.186202246408697
DG(34:2)>DG(16:0_18:2_0:0) [metab-u-lrppos],DG(34:2)>DG(16:0_18:2_0:0),0.121128094607627,0.0066220062621813,0.0164761822475703,metab-u-lrppos,2.179010412887862
PC(34:3) [metab-u-rppos],PC(34:3),0.156465156438504,0.0066735344031048,0.0176707671518832,metab-u-rppos,2.1756440963350974
Docosatrienoic acid [metab-u-rpneg],Docosatrienoic acid,0.404133576190667,0.0066871031303594,0.0121800807017261,metab-u-rpneg,2.1747619789384833
Hypoxanthine [metab-u-ionpneg],Hypoxanthine,0.437178842425411,0.0067215807723197,0.0155146804791648,metab-u-ionpneg,2.1725285781423422
FA(18:2) [metab-u-lrpneg],FA(18:2),0.319154828660494,0.0067902118971383,0.0296797971632982,metab-u-lrpneg,2.1681166728002066
PC(38:4)_isomer1 [metab-u-lrppos],PC(38:4)_isomer1,0.158126940815507,0.0068100030212709,0.0168769640092368,metab-u-lrppos,2.1668526954115923
PC(38:6) [metab-u-rppos],PC(38:6),0.264865357907283,0.0068234425105308,0.017816766555275,metab-u-rppos,2.165996463155093
PC 35:2 [metab-u-hilicpos],PC 35:2,0.043905825498463,0.0069155333804308,0.0145809438744023,metab-u-hilicpos,2.1601743180500415
IMP [metab-u-ionpneg],IMP,0.734291891292354,0.0069957339916252,0.0155146804791648,metab-u-ionpneg,2.1551667126532936
UTP [metab-u-ionpneg],UTP,-0.660741088652552,0.0070633141241686,0.0155146804791648,metab-u-ionpneg,2.15099147910074
Valine [metab-u-ionpneg],Valine,-0.1978463924093,0.0071214926789608,0.0155146804791648,metab-u-ionpneg,2.147428967838894
3-Methoxytyrosine [metab-u-rppos],3-Methoxytyrosine,-0.119177396452645,0.0072066195903134,0.0185146627989313,metab-u-rppos,2.1422684020682214
SM(d43:3)_isomer2 [metab-u-lrppos],SM(d43:3)_isomer2,0.117068939700111,0.0072194482000485,0.0178212363048442,metab-u-lrppos,2.141495995343393
Biliverdin [metab-u-rppos],Biliverdin,0.287003595682702,0.0072876864208559,0.0185146627989313,metab-u-rppos,2.1374103227285026
FAD [metab-u-ionpneg],FAD,-0.315471966281073,0.007504805616623,0.0157859704349658,metab-u-ionpneg,2.124660552017817
13-cis-Retinoic acid [metab-u-hilicpos],13-cis-Retinoic acid,-0.495760335853314,0.0075897239396173,0.015884120863413,metab-u-hilicpos,2.1197740203734594
PC 31:1 [metab-u-hilicpos],PC 31:1,0.308663097625271,0.0076243780144382,0.015884120863413,metab-u-hilicpos,2.1177955796421877
PE 34:2 [metab-u-hilicpos],PE 34:2,-0.0878873158698141,0.0077537155562422,0.0160579907969513,metab-u-hilicpos,2.110490135056985
SM(d38:2) [metab-u-lrppos],SM(d38:2),0.0658621383172786,0.0078382291791547,0.0192548942452218,metab-u-lrppos,2.105782042492624
PC(40:8) [metab-u-lrppos],PC(40:8),-0.111086001138929,0.0078616474111272,0.0192548942452218,metab-u-lrppos,2.1044864378544705
LPC(16:0)_rp_a [metab-u-rppos],LPC(16:0)_rp_a,0.111640637304227,0.0078852354729046,0.0197656569187476,metab-u-rppos,2.103185333019143
Citric acid/Isocitric acid [metab-u-ionpneg],Citric acid/Isocitric acid,0.117197888400032,0.0080017598839864,0.0162702450974391,metab-u-ionpneg,2.096814485027046
PC(33:1)_isomer1 [metab-u-lrppos],PC(33:1)_isomer1,0.120723955991156,0.0080253503455686,0.0195793566796558,metab-u-lrppos,2.09553599944321
PC(35:2) [metab-u-lrppos],PC(35:2),0.178133555053325,0.0080636352437882,0.0195965089064156,metab-u-lrppos,2.0934691256397233
PE(O-40:6)>PE(O-20:2/20:4) [metab-u-lrppos],PE(O-40:6)>PE(O-20:2/20:4),-0.0909212344879897,0.0082506014013367,0.0199734636240854,metab-u-lrppos,2.0835143937818845
PC(38:3)>PC(18:2_20:1) [metab-u-lrpneg],PC(38:3)>PC(18:2_20:1),0.0597862785524228,0.0082541117643459,0.035505782351393,metab-u-lrpneg,2.0833296548782685
Isoleucine [metab-u-ionpneg],Isoleucine,0.202302331672218,0.0083964782332184,0.0165221023298815,metab-u-ionpneg,2.0759028335325924
CAR 10:1 [metab-u-hilicpos],CAR 10:1,0.182233308702703,0.0084896012221598,0.0174785907515056,metab-u-hilicpos,2.07111270917689
Stearic acid [metab-u-rpneg],Stearic acid,0.307724429793257,0.008579737953137,0.015353215284561,metab-u-rpneg,2.0665259763989097
PC(32:3) [metab-u-lrppos],PC(32:3),-0.18436304305126,0.0086890181283672,0.0209539014095626,metab-u-lrppos,2.0610292966841612
PC(40:6) [metab-u-rppos],PC(40:6),0.183396754248307,0.0087048125337848,0.0215329573204151,metab-u-rppos,2.0602405773805934
TG(58:7) [metab-u-lrppos],TG(58:7),0.154492100076247,0.0087279341867894,0.020967106264816,metab-u-lrppos,2.059088537215998
PC(40:6)>PC(16:0_24:6) [metab-u-lrpneg],PC(40:6)>PC(16:0_24:6),0.146944070073189,0.0088550359230841,0.0374955427368096,metab-u-lrpneg,2.052809672625736
SM(d38:0) [metab-u-lrppos],SM(d38:0),0.0900747550272172,0.0088643184601345,0.0212134644065051,metab-u-lrppos,2.0523546498409724
sn-Glycero-3-phosphocholine [metab-u-rppos],sn-Glycero-3-phosphocholine,-0.2432356079138,0.0089858602947908,0.0218255593131024,metab-u-rppos,2.046440337765372
SM(d42:1) [metab-u-lrppos],SM(d42:1),0.0857007777116543,0.0090464805515973,0.0215670848131237,metab-u-lrppos,2.0435203461320244
Phenylalanine [metab-u-rppos],Phenylalanine,-0.0698649846425567,0.0090552852469254,0.0218255593131024,metab-u-rppos,2.043097864597356
SM(d43:3)_isomer1 [metab-u-lrppos],SM(d43:3)_isomer1,0.0742484410686615,0.009247816765013,0.021963564816906,metab-u-lrppos,2.033960783890254
Uracil [metab-u-rppos],Uracil,0.15228462652717,0.0093034137132526,0.0221397693429303,metab-u-rppos,2.0313576659840313
SM(d34:0)_isomer1 [metab-u-lrppos],SM(d34:0)_isomer1,0.0628208392290119,0.0093165699065549,0.0219805116994959,metab-u-lrppos,2.030743952973159
PC(O-34:1)_isomer1 [metab-u-lrppos],PC(O-34:1)_isomer1,0.0755785379422846,0.009325065569483,0.0219805116994959,metab-u-lrppos,2.0303481057536414
TG(56:7)>TG(16:0_18:1_22:6) [metab-u-lrppos],TG(56:7)>TG(16:0_18:1_22:6),0.140478091496508,0.0094615620027336,0.0222187242536104,metab-u-lrppos,2.0240371603033775
PG(34:2)>PG(16:0_18:2) [metab-u-lrpneg],PG(34:2)>PG(16:0_18:2),-0.370006118835963,0.0096086803507474,0.0398470486528546,metab-u-lrpneg,2.0173362539279527
Hydroxytetradecanoic acid [metab-u-rpneg],Hydroxytetradecanoic acid,0.286966388199055,0.0096156562198999,0.0169102919729275,metab-u-rpneg,2.017021072012442
PC(32:0) [metab-u-rppos],PC(32:0),0.093316836137987,0.0096483402935132,0.022673599689756,metab-u-rppos,2.0155473875226666
FA 18:4 [metab-u-lrpneg],FA 18:4,0.219603799473372,0.0097044472733889,0.0398470486528546,metab-u-lrpneg,2.0130291952527544
Cer 18:1;O2/19:0 [metab-u-hilicpos],Cer 18:1;O2/19:0,0.251032978483201,0.0099632604189572,0.0203926382844153,metab-u-hilicpos,2.001598517976843
CMP [metab-u-ionpneg],CMP,-0.267451791148064,0.0101803500970073,0.0194062923724202,metab-u-ionpneg,1.9922372865784357
Cer 18:1;O2/14:0 [metab-u-hilicpos],Cer 18:1;O2/14:0,0.261598681224546,0.0104053863199678,0.0211737512324927,metab-u-hilicpos,1.9827417911356113
TG(54:8)_isomer2 [metab-u-lrppos],TG(54:8)_isomer2,-0.233360165648961,0.010420964843374,0.02429147047321,metab-u-lrppos,1.9820920692558328
PC(O-40:6)_isomer1 [metab-u-lrppos],PC(O-40:6)_isomer1,0.258406061683864,0.0104216994534187,0.02429147047321,metab-u-lrppos,1.9820614554068208
PC(29:0) [metab-u-lrppos],PC(29:0),-0.0962914298766542,0.0104718003298022,0.0243178474325407,metab-u-lrppos,1.979978647252929
Leucine [metab-t-amines],Leucine,0.0601728816747196,0.0104916125918553,0.0155275866359458,metab-t-amines,1.9791577543308065
Eicosatrienoic acid [metab-u-rpneg],Eicosatrienoic acid,0.289087505953688,0.0106382274540981,0.0183915118697967,metab-u-rpneg,1.9731307283410955
FA(22:6) [metab-u-lrpneg],FA(22:6),0.365290226125698,0.0107291263774347,0.0433969141535044,metab-u-lrpneg,1.9694356391622618
TG(51:2)>TG(15:0_18:1_18:1)_and_TG(16:1_17:0_18:1)_isomer2 [metab-u-lrppos],TG(51:2)>TG(15:0_18:1_18:1)_and_TG(16:1_17:0_18:1)_isomer2,-0.130385814081372,0.0109421278589175,0.0253162884411118,metab-u-lrppos,1.960898214791788
FA 28:7 [metab-u-lrpneg],FA 28:7,0.249039862652708,0.0111908257834912,0.0445987321665607,metab-u-lrpneg,1.9511378652159594
PE(O-37:5) [metab-u-lrppos],PE(O-37:5),-0.0847535350722204,0.0114625331528099,0.026422824583867,metab-u-lrppos,1.9407193952205852
PC(38:5)>PC(16:0_22:5) [metab-u-lrpneg],PC(38:5)>PC(16:0_22:5),0.159962714041892,0.0116275191305082,0.0455437499435878,metab-u-lrpneg,1.9345129372804482
PC(38:4)>PC(18:1_20:3) [metab-u-lrpneg],PC(38:4)>PC(18:1_20:3),0.140495530173155,0.0117640682511112,0.0455437499435878,metab-u-lrpneg,1.9294424645292156
SM(d40:0) [metab-u-lrppos],SM(d40:0),0.0990102415109781,0.0120513952459235,0.0276301381809061,metab-u-lrppos,1.918962669891815
PC(38:5)_isomer1 [metab-u-lrppos],PC(38:5)_isomer1,-0.200873760206605,0.012074414452262,0.0276301381809061,metab-u-lrppos,1.9181339211410495
PC 30:3 [metab-u-hilicpos],PC 30:3,-0.386198841296327,0.0123177657671877,0.0249203353671428,metab-u-hilicpos,1.9094680586468897
Cer(d40:0) [metab-u-lrppos],Cer(d40:0),0.0834247772220671,0.0124216356622774,0.0283213293099924,metab-u-lrppos,1.9058212131506005
Methylguanidine [metab-u-hilicpos],Methylguanidine,-0.196347391438898,0.0124510790203235,0.0250452738914554,metab-u-hilicpos,1.9047930106351842
TG(56:8)>TG(16:0_18:2_22:6) [metab-u-lrppos],TG(56:8)>TG(16:0_18:2_22:6),0.115457055702898,0.01262626435118,0.0286835787977894,metab-u-lrppos,1.8987251222590276
PC(O-42:6)_isomer2 [metab-u-lrppos],PC(O-42:6)_isomer2,0.0898150256253736,0.0130949996016999,0.029641027979299,metab-u-lrppos,1.8828945104483357
UMP [metab-u-ionpneg],UMP,-0.334431223983529,0.0131850136144344,0.0243722978933485,metab-u-ionpneg,1.8799194174313598
Tricosanoic acid [metab-u-rpneg],Tricosanoic acid,-0.182600349968229,0.0132688868521828,0.0225571076487107,metab-u-rpneg,1.8771655092555346
SM(t42:1)_or_SM(d42:1-OH) [metab-u-lrppos],SM(t42:1)_or_SM(d42:1-OH),0.0871576716082352,0.0132875151529684,0.0299686043198243,metab-u-lrppos,1.8765562272026595
PC(34:2) [metab-u-rppos],PC(34:2),0.125967324136628,0.0133064402984355,0.0308840836556281,metab-u-rppos,1.87593811022882
TG(56:4)>TG(18:1_18:2_20:1)_and_TG(18:1_18:1_20:2)_isomer3 [metab-u-lrppos],TG(56:4)>TG(18:1_18:2_20:1)_and_TG(18:1_18:1_20:2)_isomer3,-0.132889630474835,0.0135357196652154,0.0304189829035485,metab-u-lrppos,1.8685186487724552
SM(d34:0-OH) [metab-u-lrppos],SM(d34:0-OH),-0.0645471400877753,0.0136123224537754,0.0304818792089899,metab-u-lrppos,1.8660677717245786
SM(d44:4) [metab-u-lrppos],SM(d44:4),0.0602226023992749,0.0136906690308384,0.0305482187983476,metab-u-lrppos,1.863575328396191
