metabolite,refmet_name,log2fc,p_value,fdr,platform,neg_log10_p
TG(53:5) [metab-u-lrppos],TG(53:5),-0.161397569421641,0.0504587019282289,0.0969172499815478,metab-u-lrppos,1.2970639260867465
PC(32:0)_isomer2 [metab-u-lrppos],PC(32:0)_isomer2,0.0572458034945278,0.0505453600382235,0.0969172499815478,metab-u-lrppos,1.296318705597895
PC(P-38:5)>PC(P-18:1/20:4) [metab-u-lrpneg],PC(P-38:5)>PC(P-18:1/20:4),0.162942332434824,0.0508233936956491,0.151353183423307,metab-u-lrpneg,1.293936338614959
Cer(d40:2)>Cer(d18:1/22:1) [metab-u-lrppos],Cer(d40:2)>Cer(d18:1/22:1),0.064650422118504,0.0514211903024299,0.0982959948769011,metab-u-lrppos,1.2888578744882973
PC(O-35:1) [metab-u-lrppos],PC(O-35:1),0.0486996045888333,0.0528021926267768,0.100419343837872,metab-u-lrppos,1.277348042884017
PC(O-35:2)_isomer3 [metab-u-lrppos],PC(O-35:2)_isomer3,0.0553759132530089,0.0528522862304589,0.100419343837872,metab-u-lrppos,1.276936221681106
ST 27:1;O3_isomer1 [metab-u-lrpneg],ST 27:1;O3_isomer1,-0.107458046965217,0.0535250320965573,0.157666127153989,metab-u-lrpneg,1.2714430636065546
TG(52:7)_isomer2 [metab-u-lrppos],TG(52:7)_isomer2,-0.190685932242257,0.0536609025215134,0.101591342213555,metab-u-lrppos,1.2703420272135233
DG(38:5) [metab-u-lrppos],DG(38:5),0.0913921460855072,0.0537931827988839,0.101591342213555,metab-u-lrppos,1.269272758913938
Theophylline [metab-u-rppos],Theophylline,-0.262282444743491,0.0537996199389844,0.104271428335351,metab-u-rppos,1.2692207923444823
TG(52:3)>TG(16:0_18:1_18:2) [metab-u-lrppos],TG(52:3)>TG(16:0_18:1_18:2),0.0705028476027465,0.0548751031824241,0.103323392478618,metab-u-lrppos,1.2606246501390652
Hex3Cer(d36:1)>Hex3Cer(d18:1/18:0) [metab-u-lrppos],Hex3Cer(d36:1)>Hex3Cer(d18:1/18:0),0.064119473650063,0.0550894181038253,0.10341636272784,metab-u-lrppos,1.2589318149498296
SM 18:1;O2/22:0 [metab-u-hilicpos],SM 18:1;O2/22:0,0.0667221653413819,0.0552868404774142,0.0962706177467411,metab-u-hilicpos,1.257378228336391
SM(d41:1)_isomer1 [metab-u-lrppos],SM(d41:1)_isomer1,0.093833084635218,0.0554006836350336,0.103690234743779,metab-u-lrppos,1.2564848761183052
O-Ethylhomoserine [metab-u-hilicpos],O-Ethylhomoserine,0.023299801500233,0.0557807348509081,0.0966497881080091,metab-u-hilicpos,1.2535157686717577
LPE 20:3 [metab-u-hilicpos],LPE 20:3,0.0792203734845742,0.0572913681258652,0.0987782209066641,metab-u-hilicpos,1.241910806613726
Leucine/Isoleucine [metab-u-rppos],Leucine/Isoleucine,-0.0655074126281576,0.0574296212544367,0.109237475002101,metab-u-rppos,1.2408640478604072
MG(14:0) [metab-u-rppos],MG(14:0),0.350811987233845,0.0575239894957873,0.109237475002101,metab-u-rppos,1.2401510016946622
SM(d37:1)_isomer2 [metab-u-lrpneg],SM(d37:1)_isomer2,0.380437037671506,0.0576365197699337,0.163949858738402,metab-u-lrpneg,1.2393022507994942
PC(O-38:5)_isomer2 [metab-u-lrppos],PC(O-38:5)_isomer2,0.0603458036469,0.0577397450960512,0.107746488616738,metab-u-lrppos,1.2385251377331428
Histidine [metab-u-hilicpos],Histidine,0.0447153159189781,0.0577585305548154,0.0990955181087519,metab-u-hilicpos,1.2383838642620493
ST 24:2;O4 [metab-u-lrpneg],ST 24:2;O4,-0.106765343734139,0.0579599807750245,0.163949858738402,metab-u-lrpneg,1.2368717672536953
PE P-38:4 or PE O-38:5 [metab-u-hilicpos],PE P-38:4 or PE O-38:5,-0.047021033772122,0.0586146904784938,0.10007386179255,metab-u-hilicpos,1.231993524013014
FA 11:2;O2 [metab-u-lrpneg],FA 11:2;O2,0.224708514753942,0.0586614958478641,0.163949858738402,metab-u-lrpneg,1.2316468668551206
PC(38:4)>PC(18:0_20:4) [metab-u-lrpneg],PC(38:4)>PC(18:0_20:4),0.0422589900934049,0.0586707060907863,0.163949858738402,metab-u-lrpneg,1.2315786851007475
FA 21:3_isomer1 [metab-u-lrpneg],FA 21:3_isomer1,-0.0721583446697096,0.058683159769834,0.163949858738402,metab-u-lrpneg,1.2314865097970975
TG(53:3)_isomer1 [metab-u-lrppos],TG(53:3)_isomer1,-0.153654371525029,0.0600876592183711,0.111795140444862,metab-u-lrppos,1.2212147140820464
4-Acetamidobutanoic acid [metab-u-hilicpos],4-Acetamidobutanoic acid,-0.108827200781874,0.0604103301967119,0.102173296321603,metab-u-hilicpos,1.218888790454642
7-Methylguanine [metab-u-hilicpos],7-Methylguanine,0.0698324415538032,0.0604282066816337,0.102173296321603,metab-u-hilicpos,1.218760294049198
CAR(16:0) [metab-u-rppos],CAR(16:0),0.176379543808935,0.0610314688975907,0.114739161527471,metab-u-rppos,1.2144461773735526
FA 26:5;O2_isomer1 [metab-u-lrpneg],FA 26:5;O2_isomer1,0.132612544575018,0.0621355957137104,0.171823943249138,metab-u-lrpneg,1.2066595335886174
Isoleucine [metab-t-amines],Isoleucine,0.0498275465693991,0.0632428089499311,0.0835708546838376,metab-t-amines,1.198988848980764
PC(40:6)_isomer1 [metab-u-lrppos],PC(40:6)_isomer1,0.136811348501254,0.0633996923953101,0.117608305123845,metab-u-lrppos,1.1979128492372502
PC(O-35:2)_isomer2 [metab-u-lrppos],PC(O-35:2)_isomer2,0.0783400977955431,0.0638915374522326,0.117912947345202,metab-u-lrppos,1.1945566611089453
TG(54:4) [metab-u-lrppos],TG(54:4),-0.0994711832276565,0.063940035243012,0.117912947345202,metab-u-lrppos,1.1942271286861417
PS(38:4)>PS(18:0_20:4)_isomer2 [metab-u-lrpneg],PS(38:4)>PS(18:0_20:4)_isomer2,-0.42878601243514,0.0642526636619021,0.173505750338676,metab-u-lrpneg,1.1921088634879216
FA 22:5;O4 [metab-u-lrpneg],FA 22:5;O4,-0.915989815333626,0.0643307646095333,0.173505750338676,metab-u-lrpneg,1.191581286719829
PC(36:3)>PC(16:0_20:3)_and_PC(36:3)>PC(18:1_18:2)_isomer1 [metab-u-lrpneg],PC(36:3)>PC(16:0_20:3)_and_PC(36:3)>PC(18:1_18:2)_isomer1,0.0422945251677014,0.0646645047387684,0.173505750338676,metab-u-lrpneg,1.1893340443108538
TG(56:6)_isomer1 [metab-u-lrppos],TG(56:6)_isomer1,0.0763086901774841,0.0650236503034828,0.119559615074146,metab-u-lrppos,1.1869286536931531
Taurine [metab-t-amines],Taurine,-0.127948378581156,0.0670347140494961,0.085527048959702,metab-t-amines,1.1737002388533757
PC(40:5)>PC(18:0_22:5) _isomer2 [metab-u-lrpneg],PC(40:5)>PC(18:0_22:5) _isomer2,0.134991071070459,0.0671939250344027,0.178525036120815,metab-u-lrpneg,1.1726699894952488
TG(54:5)>TG(18:1_18:2_18:2) [metab-u-lrppos],TG(54:5)>TG(18:1_18:2_18:2),-0.0891337945774175,0.0676876078175596,0.124093947665526,metab-u-lrppos,1.1694908342554038
PC(O-38:4)_isomer2 [metab-u-lrppos],PC(O-38:4)_isomer2,0.0451833032710951,0.0684050167850719,0.125043572956968,metab-u-lrppos,1.1649120462012714
PC(36:2)>PC(18:1/18:1) _isomer2 [metab-u-lrpneg],PC(36:2)>PC(18:1/18:1) _isomer2,-0.0511262122755021,0.0692287371453744,0.182145512295111,metab-u-lrpneg,1.1597135906158882
PC(40:7)_isomer1 [metab-u-lrppos],PC(40:7)_isomer1,-0.0717347813337419,0.0715598267834847,0.130430265678037,metab-u-lrppos,1.1453307193493238
FA 26:5;O2_isomer2 [metab-u-lrpneg],FA 26:5;O2_isomer2,-0.117767284384804,0.0729892286759141,0.189409574138775,metab-u-lrpneg,1.1367412257941587
HexCer(d42:1)>HexCer(d18:1/24:0) [metab-u-lrppos],HexCer(d42:1)>HexCer(d18:1/24:0),0.267038308874334,0.0732524889580119,0.133128436454126,metab-u-lrppos,1.1351776143545211
FA 20:3;O2 [metab-u-lrpneg],FA 20:3;O2,-0.165965094770598,0.0733874733748021,0.189409574138775,metab-u-lrpneg,1.1343780641776064
TG(56:10) [metab-u-lrppos],TG(56:10),-0.118008560471804,0.0736785932935753,0.133515832355699,metab-u-lrppos,1.1326586744869662
PE 38:4 [metab-u-hilicpos],PE 38:4,0.0725884923666484,0.0737389276061431,0.124079926260337,metab-u-hilicpos,1.1323031826794694
CAR(6:0) [metab-u-rppos],CAR(6:0),0.200793758731724,0.0747303636409306,0.139102063014801,metab-u-rppos,1.1265029044444157
PC(38:4)_isomer2 [metab-u-lrppos],PC(38:4)_isomer2,0.10170302803181,0.0751367585460876,0.135765843251864,metab-u-lrppos,1.12414754464544
TG(48:1)>TG(14:0_16:0_18:1) [metab-u-lrppos],TG(48:1)>TG(14:0_16:0_18:1),-0.152426646895659,0.0769679263821237,0.138674970809171,metab-u-lrppos,1.1136902137514504
CAR(8:1) [metab-u-rppos],CAR(8:1),-0.203548840737461,0.0770752877994836,0.142060334375519,metab-u-rppos,1.1130848449408084
Putrescine [metab-u-hilicpos],Putrescine,0.121798210681936,0.0773931033422974,0.129605675453608,metab-u-hilicpos,1.111297738462239
SM(d34:1)_isomer1 [metab-u-lrppos],SM(d34:1)_isomer1,0.0569680048305159,0.0777971409587988,0.139767356393028,metab-u-lrppos,1.109036363018441
Tyrosine [metab-u-ionpneg],Tyrosine,-0.103223783533316,0.0781618078930813,0.12547027056521,metab-u-ionpneg,1.107005403883595
TG(52:6)>TG(14:0_16:0_22:6) [metab-u-lrppos],TG(52:6)>TG(14:0_16:0_22:6),-0.407518504480752,0.0786100684108593,0.140824322553168,metab-u-lrppos,1.1045218257768772
LPC 20:3 [metab-u-hilicpos],LPC 20:3,-0.0520159357729355,0.0786413651819961,0.131068941969993,metab-u-hilicpos,1.104348955935566
Glutamine [metab-u-rppos],Glutamine,0.117340807348899,0.0787105063628863,0.143665778604103,metab-u-rppos,1.1039672936779694
PE(38:3)>PE(18:0_20:3) [metab-u-lrpneg],PE(38:3)>PE(18:0_20:3),-0.329506501022038,0.0795681543730189,0.203424243727247,metab-u-lrpneg,1.0992607155207932
TG(52:1)_isomer1 [metab-u-lrppos],TG(52:1)_isomer1,-0.26066163424974,0.0800100402548621,0.142487182370356,metab-u-lrppos,1.0968555110870233
PC(38:2)_isomer3 [metab-u-lrppos],PC(38:2)_isomer3,-0.0590920146952989,0.0802104007292884,0.142487182370356,metab-u-lrppos,1.0957693139294147
TG(55:7)_isomer1 [metab-u-lrppos],TG(55:7)_isomer1,-0.0979660607667974,0.0803637722027251,0.142487182370356,metab-u-lrppos,1.0949396860554632
TG(54:6)>TG(16:0_16:0_22:6) [metab-u-lrppos],TG(54:6)>TG(16:0_16:0_22:6),-0.300881370858345,0.0804473087067082,0.142487182370356,metab-u-lrppos,1.0944884802582568
LPC(15:0) [metab-u-rppos],LPC(15:0),-0.0904864124427043,0.0809387965536975,0.146312439923992,metab-u-rppos,1.0918432572458354
N-Acetylalanine [metab-u-hilicpos],N-Acetylalanine,0.0387757876674861,0.0809869018035166,0.134338462707255,metab-u-hilicpos,1.091585214879817
FA 18:0;O_isomer1 [metab-u-lrpneg],FA 18:0;O_isomer1,-0.189723471573863,0.0809939993170301,0.205134334718833,metab-u-lrpneg,1.0915471559366354
2-amino-6-hydroxyhexanoic acid [metab-u-hilicpos],2-amino-6-hydroxyhexanoic acid,-0.0526346355529537,0.0816864225228254,0.134859659825419,metab-u-hilicpos,1.0878501235586548
Cer(d42:1) [metab-u-lrppos],Cer(d42:1),0.0832782445296729,0.0818544372474247,0.144571076490522,metab-u-lrppos,1.086957772943083
PC(O-35:3)_isomer3 [metab-u-lrppos],PC(O-35:3)_isomer3,-0.158362397318395,0.0823521711531016,0.145041604811783,metab-u-lrppos,1.0843249464956646
Ketoglutarate [metab-t-tca],Ketoglutarate,0.102535276387886,0.0825150704463439,0.151277629151631,metab-t-tca,1.0834667252202044
PC(34:3)_isomer3 [metab-u-lrppos],PC(34:3)_isomer3,0.171710633979735,0.0830400869103799,0.145843513985457,metab-u-lrppos,1.0807122049595064
Spermidine [metab-u-rppos],Spermidine,0.212016781184699,0.0834352109631474,0.148979304692071,metab-u-rppos,1.0786506316185285
EPA [metab-u-rpneg],EPA,0.246692121921658,0.0835519143574,0.123511525571809,metab-u-rpneg,1.0780435950185778
PS(36:2)>PS(18:0_18:2) [metab-u-lrpneg],PS(36:2)>PS(18:0_18:2),-0.292729961512496,0.0835779504261481,0.209718745976723,metab-u-lrpneg,1.0779082832226416
PE(O-40:6) [metab-u-lrppos],PE(O-40:6),-0.0543407186111899,0.08369234643532,0.146578495013815,metab-u-lrppos,1.0773142559002424
25-Hydroxycholesterol (-H2O) [metab-u-rppos],25-Hydroxycholesterol (-H2O),0.166042656491118,0.0839989696668059,0.148979304692071,metab-u-rppos,1.0757260409710354
FA 26:2_isomer2 [metab-u-lrpneg],FA 26:2_isomer2,0.124692015044758,0.084718144300998,0.210578841217906,metab-u-lrpneg,1.0720235657507031
SM(d40:1) [metab-u-lrpneg],SM(d40:1),0.150158901936475,0.0854748063984122,0.210578841217906,metab-u-lrpneg,1.068161874213105
TG(52:5)>TG(16:0_18:2_18:3) [metab-u-lrppos],TG(52:5)>TG(16:0_18:2_18:3),-0.0822056684900865,0.0861027840530304,0.150380071312674,metab-u-lrppos,1.0649828058132362
PC(O-31:1) [metab-u-lrppos],PC(O-31:1),0.064126980290176,0.08670874215608,0.150944013414712,metab-u-lrppos,1.0619371138416103
PE(O-36:1)>PE(O-18:0/18:1) [metab-u-lrpneg],PE(O-36:1)>PE(O-18:0/18:1),-0.246677335632238,0.0868413063179346,0.210813019865088,metab-u-lrpneg,1.0612736522558077
PC(O-42:6)_isomer1 [metab-u-lrppos],PC(O-42:6)_isomer1,-0.0708395801449164,0.0869071592387737,0.150944013414712,metab-u-lrppos,1.0609444457627841
